Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R
f9c52414-385d-8cc7-e040-11ac0d485037	349	38	22	10	0	47	41	0	0	1	0	3	27	0	1	0	10	0
f9c650e7-9053-78eb-e040-11ac0d4874bb	158	141	0	193	107	88	237	0	125	0	0	68	100	0	17	69	0	0
f9c65e3d-f3f7-dd5f-e040-11ac0d487b1f	367	39	9	0	1	40	23	0	0	6	0	0	28	0	0	0	2	0
f9c6f4ca-4bb8-26b4-e040-11ac0d485600	424	1	0	0	0	5	3	2	0	0	0	0	24	0	0	0	0	0
f9c70e38-dd99-3fe2-e040-11ac0d4862f2	296	70	30	22	0	71	68	0	0	0	0	1	25	0	4	0	0	0
f9dc999f-6dde-448d-9cf1-2897ddcf7b0b	0	0	523	3806	969	0	178	93	0	19	660	469	432	15	155	201	124	125
f9f04e42-63a2-4ee1-ade4-9e5bb5c20cdd	342	39	0	73	42	9	50	160	0	0	0	36	0	0	0	46	0	113
fa2c3620-7e82-4b12-b135-87986f0f2890	184	0	0	133	13	94	134	14	23	575	93	0	0	0	436	0	0	0
fa4d35e3-fc38-4e26-a9e0-521a648acec1	283	104	0	0	0	73	49	0	0	0	12	32	19	14	2	4	0	0
fa54205f-7e51-4e5a-9f0a-5e8a2e40235f	159	167	0	0	0	141	66	0	0	33	23	41	30	16	4	2	6	2
fa5e2900-95e7-4700-9707-a329cd0c77fd	446	0	0	0	0	0	14	2	2	0	0	0	9	4	2	0	0	0
fa676301-902f-473f-8313-5bff34ae549a	258	18	0	56	0	153	0	0	24	13	74	4	0	4	6	0	3	3
fa6a60f5-8949-4e01-9435-d3117601627f	140	40	50	0	175	217	0	132	82	19	27	23	35	0	27	56	5	0
fa718a69-7d09-424b-90a3-4839ba7dc9b2	352	90	0	0	13	3	0	2	0	44	13	0	37	0	0	2	0	0
fa837b4d-55a7-4dcf-9fdf-cf9c13644df7	430	1	0	0	0	0	1	0	0	0	0	0	29	0	0	0	0	0
fa8844f8-c4b6-487a-8187-e30c12a7a453	168	186	18	18	44	88	22	5	0	73	86	22	21	0	11	0	10	1
fa9996c3-b874-4424-a5a6-f1c7c0f42b9b	442	0	0	0	1	0	1	2	0	8	0	0	24	0	0	0	0	0
fa9a3247-a465-4fdf-bb64-5afaa83a5d76	346	24	10	0	5	74	29	13	0	4	0	0	26	13	0	0	3	0
fab0be4b-c84a-45cd-a76f-44d9a8bf1846	148	14	367	649	358	54	188	127	103	28	271	186	32	61	36	14	49	18
fab3d6f4-de1c-4d6c-bdea-ac39a7884657	176	122	23	95	139	131	107	48	14	107	0	56	5	48	9	12	23	0
fabf1f6c-c622-11e3-bf01-24c6515278c0	66	107	28	76	115	242	53	59	10	25	87	41	1	79	10	3	12	0
fae88d21-171c-4df4-b258-3c5948a1034b	399	0	0	0	0	34	17	8	2	8	5	0	5	4	0	3	7	2
faff4626-615b-416a-b7a6-9d177dcc94a9	81	221	80	36	163	124	4	0	41	39	73	30	0	0	12	24	34	3
fb0c6353-a90c-45e2-9355-7cd16cf756ff	45	116	81	162	289	199	51	19	80	178	144	73	31	78	12	16	14	5
fb194ca3-10aa-4dc5-8d08-619ddbd6d1b6	361	15	2	29	0	56	6	0	0	0	1	0	34	4	0	0	0	0
fb74cca4-ac9c-4be0-80e3-e71592f96aae	390	25	0	8	0	27	17	4	0	12	0	0	22	0	0	0	0	0
fb8b5ff5-4164-4276-b75b-b0ee6bda7329	257	127	3	48	3	72	64	0	7	25	0	20	29	15	0	0	1	0
fb9135d9-2acf-41dd-8552-359e6b8c9470	0	86	420	320	1199	59	21	979	60	0	0	347	0	116	338	0	73	0
fbd899a0-c622-11e3-bf01-24c6515278c0	109	110	58	81	54	208	60	0	27	21	1	0	32	28	26	0	5	2
fbea74b5-b1a8-4767-af7c-e179ce8da071	432	0	0	0	0	10	11	4	0	0	0	0	18	0	0	1	0	2
fbf937f1-5f30-470c-8a77-46cd1c41e073	350	19	22	7	5	60	40	3	0	3	4	8	18	23	0	1	1	1
fc009c3d-66fc-4b9c-ae43-014607e3723a	300	55	1	0	0	101	37	0	3	3	0	0	22	0	0	0	5	0
fc249113-83d4-4abe-8c80-a4f7305dcd91	267	0	68	172	641	55	1	74	58	258	94	212	118	2	4	0	13	108
fc447d4f-2532-c8ea-e040-11ac0c48469f	0	100	159	23	9	302	170	1	0	7	5	38	42	43	1	11	7	3
fc447d51-cdc2-a180-e040-11ac0c4846a4	63	0	459	591	667	0	166	263	277	109	165	158	142	35	132	132	19	107
fc447d53-24d1-c83d-e040-11ac0c4846a6	169	39	23	293	462	127	83	151	58	27	0	141	51	201	6	0	72	87
fc447d55-95d8-0b34-e040-11ac0d483afa	2	98	111	105	198	270	1	0	0	265	171	0	44	0	7	11	0	11
fc447d56-0d53-e0c3-e040-11ac0c4846a8	0	343	100	157	0	88	157	0	0	57	47	54	49	25	7	20	0	20
fc453f67-6623-4e8c-b519-0bd79e4d4651	62	263	0	236	116	128	34	8	0	0	193	232	0	2	9	0	7	16
fc5dc6d8-62d2-76d8-e040-11ac0d4863c3	24	84	139	0	284	268	0	261	20	8	0	48	0	123	24	39	0	0
fc639186-8302-798e-e040-11ac0c484cec	86	152	88	81	66	204	112	48	3	1	11	56	23	0	2	2	10	14
fc63cbab-d27a-5ebb-e040-11ac0c48724f	0	218	246	187	132	89	86	23	25	165	184	92	56	39	34	29	14	26
fc68c24d-47ad-7961-e040-11ac0c48595c	0	187	386	168	27	118	199	0	0	42	53	90	105	9	33	25	15	11
fc68e599-6a40-61dc-e040-11ac0d48700d	102	142	160	169	449	105	30	157	79	4	0	57	35	83	38	52	0	97
fc6d77a9-121b-48ab-a899-713c3d1319a2	0	211	283	144	0	130	198	0	31	0	63	131	81	16	22	18	0	16
fc78685a-7053-152a-e040-11ac0c480ded	75	173	43	40	179	199	0	0	11	0	52	27	0	23	7	10	0	15
fc7eb420-5c13-20bd-e040-11ac0d484574	0	226	390	248	0	31	241	0	90	76	118	226	136	32	14	14	0	47
fc7f8eeb-9c40-123e-e040-11ac0c484061	159	61	73	437	223	0	89	181	22	256	119	0	69	471	45	0	0	24
fc806c50-2f6e-418d-e040-11ac0d485f01	0	205	271	73	250	109	103	261	77	59	33	107	53	14	62	94	3	49
fc812906-d3b6-4210-a842-96f095280cbf	426	4	0	7	0	0	0	0	0	0	0	0	30	0	0	0	0	0
fc8130df-18fe-c74d-e040-11ac0d485df2	377	8	9	3	27	46	25	3	11	2	7	0	12	0	19	0	0	6
fc8130df-1bc2-c537-e040-11ac0d485de6	310	21	60	117	82	71	56	15	60	35	9	0	11	4	3	0	0	31
fc8130df-1cdd-cade-e040-11ac0d485dec	427	0	1	0	2	4	3	0	0	2	1	0	24	0	0	6	0	0
fc8130df-1e8f-c879-e040-11ac0d485df4	319	28	115	61	0	35	138	0	0	0	0	0	21	0	0	31	0	0
fc8130df-1f21-c8f9-e040-11ac0d485dfc	298	4	18	5	16	122	0	0	0	1	74	10	0	0	8	4	3	1
fc8130df-2211-cfcc-e040-11ac0d485dde	0	258	169	10	0	160	171	0	0	0	24	119	62	0	13	3	0	4
fc8130df-24d9-32f1-e040-11ac0d485df0	410	0	9	0	4	4	10	6	11	0	13	0	9	32	2	6	0	0
fc8130df-2628-304a-e040-11ac0d485dfa	286	65	65	33	2	64	68	0	0	16	9	0	21	8	17	18	0	0
fc8130df-297f-34a3-e040-11ac0d485e02	373	25	3	17	3	34	28	0	2	11	0	0	21	10	10	0	0	0
fc8130df-2ca4-39d2-e040-11ac0d485e00	404	8	0	7	0	20	5	0	2	1	6	0	17	0	4	6	5	0
fc8130df-2d5f-3b53-e040-11ac0d485dee	224	43	97	328	111	98	193	31	17	64	0	0	24	15	38	0	44	9
fc8130df-2e39-3814-e040-11ac0d485de0	276	23	5	138	0	114	71	0	0	0	0	56	67	11	0	1	6	10
fc8130df-30a5-3e6a-e040-11ac0d485de2	0	183	218	157	43	181	153	0	18	44	60	42	43	37	25	20	7	12
fc8130df-3147-3e94-e040-11ac0d485df8	376	35	21	78	0	19	47	0	2	9	3	2	29	7	0	0	1	5
fc8130df-3225-3f96-e040-11ac0d485dfe	158	189	9	229	32	83	91	17	0	5	0	0	29	0	0	3	122	1
fc8130df-3361-3c8a-e040-11ac0d485dea	260	73	17	130	7	94	117	0	0	3	0	0	10	0	6	2	2	45
fc8130df-34f8-22c6-e040-11ac0d485de8	239	58	33	107	45	96	79	0	0	24	5	49	20	0	34	85	0	0
fc8130df-35ac-2304-e040-11ac0d485dda	0	177	319	886	174	0	164	0	0	0	161	742	285	0	53	4	0	377
fc8130df-6860-7677-e040-11ac0d485ddc	0	107	149	0	144	293	0	3	0	44	110	40	8	0	38	19	0	0
fc8130df-6977-7704-e040-11ac0d485de4	307	12	0	31	32	80	24	98	0	24	0	20	18	0	58	0	0	42
fc8130df-6bec-7627-e040-11ac0d485e04	0	264	287	293	100	37	139	0	119	14	65	160	126	11	134	0	0	5
fc8130df-897d-5404-e040-11ac0d485e0a	283	37	54	220	131	47	114	45	0	25	0	48	40	141	1	0	20	0
fc8130df-8e4e-586b-e040-11ac0d485e08	295	0	22	39	65	83	6	183	0	74	41	27	0	0	66	4	0	63
fc8130df-8ec8-5b1e-e040-11ac0d485e06	0	258	88	78	138	139	25	0	50	185	101	52	81	0	5	34	4	21
fc8130df-90ba-5d94-e040-11ac0d485e0c	0	99	213	276	196	208	19	0	155	61	101	70	125	17	53	25	0	11
fc8130df-e399-e34d-e040-11ac0c483279	309	26	53	44	2	88	78	0	0	3	0	0	29	0	0	1	0	5
fc8130e0-08dd-b996-e040-11ac0c48327b	165	95	73	246	328	57	117	520	41	24	8	265	22	69	68	0	25	218
fc8130e0-095f-b953-e040-11ac0c483287	343	33	17	1	0	56	27	0	0	8	0	0	31	0	0	0	4	0
fc8130e0-096a-b991-e040-11ac0c48327d	336	20	0	0	8	70	27	10	14	15	8	0	21	0	2	29	0	0
fc8130e0-09f1-b964-e040-11ac0c48326e	141	0	161	112	190	178	35	403	0	115	45	0	3	92	24	0	36	2
fc8130e0-0b9c-bbc9-e040-11ac0c483266	321	16	0	65	29	52	66	145	0	28	0	4	0	0	8	0	0	135
fc8130e0-0bc1-bba7-e040-11ac0c483289	320	0	5	29	58	108	0	3	15	0	15	0	10	10	2	2	10	1
fc8130e0-0bfa-bba4-e040-11ac0c48328d	379	3	3	6	0	49	7	0	0	0	0	0	27	0	2	3	4	0
fc8130e0-0c53-b432-e040-11ac0c483283	412	3	12	0	4	16	1	0	2	0	10	0	18	0	2	5	0	0
fc8130e0-0d25-b475-e040-11ac0c483277	417	0	0	0	0	16	2	0	0	9	1	0	22	0	4	0	0	0
fc8130e0-0db6-b568-e040-11ac0c483281	386	0	9	0	0	40	7	0	0	3	0	0	27	0	0	3	5	0
fc8130e0-0dcf-b558-e040-11ac0c483285	222	20	31	10	33	180	10	10	12	7	31	2	6	17	21	4	5	3
fc8130e0-0e1f-b54d-e040-11ac0c48326c	67	79	232	624	536	3	83	521	146	134	172	218	99	309	101	0	47	57
fc8130e0-0f1a-b6eb-e040-11ac0c48328f	0	0	391	431	147	263	82	0	30	0	213	101	97	10	37	1	39	4
fc8130e0-0fde-b756-e040-11ac0c48328b	222	3	16	0	118	142	0	2	0	228	137	50	58	0	33	0	10	0
fc8130e0-a38a-23b9-e040-11ac0c48327f	0	33	522	244	248	179	100	17	78	15	210	172	99	0	35	0	79	52
fc8130e0-a39a-23b5-e040-11ac0c483270	321	35	11	10	0	76	47	0	0	0	0	16	28	0	1	2	0	0
fc8130e0-a538-dda3-e040-11ac0c483264	49	62	223	129	211	207	43	378	55	57	81	99	27	9	43	17	129	0
fc8130e0-a539-dda8-e040-11ac0c48326a	273	0	54	204	221	34	51	146	79	101	44	44	0	218	8	0	93	6
fc8130e0-a774-d834-e040-11ac0c483268	87	152	142	183	72	151	188	52	0	23	0	23	14	30	52	8	0	29
fc8130e0-a8b4-d80d-e040-11ac0c483272	226	6	3	22	67	201	1	0	10	24	28	7	9	0	9	0	38	0
fc8130e0-a94d-d9d0-e040-11ac0c483262	259	20	0	245	150	66	76	391	70	56	0	120	28	0	19	10	247	0
fc8130e0-ad63-b804-e040-11ac0d485e10	190	245	0	0	3	20	35	0	0	144	37	26	53	0	1	1	0	13
fc8130e0-ad66-b82e-e040-11ac0d485e0e	280	10	44	17	114	105	7	0	0	0	13	15	0	0	1	5	105	0
fc8130e0-ad8a-b832-e040-11ac0d485e14	408	0	33	11	64	13	34	53	29	25	0	0	9	13	1	0	0	0
fc8130e0-aed2-bb2f-e040-11ac0d485e12	158	83	70	148	48	173	81	0	7	24	29	1	23	16	23	8	0	26
fc8130e2-f2ef-d096-e040-11ac0c483293	217	40	33	24	0	175	3	2	1	0	79	5	0	0	2	7	11	3
fc8130e3-01ba-c740-e040-11ac0c483291	0	167	418	0	439	85	38	0	140	73	167	173	61	1	52	53	37	11
fc8130e3-023d-c7d4-e040-11ac0c483295	42	74	138	185	334	280	12	73	0	0	60	114	18	8	8	71	8	4
fc8130e5-18b8-ef38-e040-11ac0c483297	153	32	31	105	157	185	52	219	92	0	0	61	32	9	53	0	0	112
fc81312a-99ae-7672-e040-11ac0c4832a2	261	19	136	66	214	66	12	203	5	17	8	5	13	93	16	12	0	100
fc81312a-d451-38fb-e040-11ac0c4832a4	317	0	15	13	4	107	6	2	0	0	9	0	25	4	2	7	0	0
fc813235-5ed8-7695-e040-11ac0d485e3e	0	68	656	139	318	56	122	184	109	153	179	43	34	105	72	37	77	14
fc876f51-0577-3b53-e040-11ac0d48515e	411	6	12	19	0	0	26	0	0	0	0	1	29	12	0	0	0	0
fc876f5c-8339-bc9c-e040-11ac0d485160	299	80	79	88	0	0	272	0	0	0	0	151	44	29	0	4	0	0
fc876f66-ff0d-f338-e040-11ac0d485162	344	56	0	9	0	6	1	0	23	0	1	4	37	0	0	2	0	4
fc8edf46-2005-1af4-e040-11ac0d481414	113	0	377	226	182	0	147	22	411	314	160	83	208	56	42	66	104	0
fc93369d-3ffb-1b53-e040-11ac0c4852ba	430	0	0	0	0	0	0	1	0	0	0	0	25	0	0	0	0	0
fc93b9ab-760a-5223-e040-11ac0c482177	3	139	123	98	257	241	21	74	35	113	27	44	65	31	17	18	0	29
fc93bd81-a3f9-2f8e-e040-11ac0d48306f	430	0	0	0	0	0	0	1	0	0	0	0	25	0	0	0	0	0
fc93e38d-6bd5-9912-e040-11ac0c4838cd	430	0	0	0	0	0	0	1	0	0	0	0	25	0	0	0	0	0
fc9404ed-1ba3-2638-e040-11ac0c484da2	417	17	0	0	0	0	1	1	0	0	0	0	26	0	0	0	0	0
fc9469d0-4d0e-bb59-e040-11ac0d481e59	421	10	0	0	2	0	0	0	0	3	0	0	26	0	0	0	0	0
fc94ea15-2d98-0c5b-e040-11ac0c48569b	426	4	0	0	0	2	2	1	0	0	0	0	24	0	0	0	0	0
fc94ec40-2cf2-7ce8-e040-11ac0d4871fb	321	23	1	9	1	87	24	0	4	5	0	0	26	0	0	0	4	0
fc9500f3-e7d0-9820-e040-11ac0c48617e	353	0	3	0	0	74	11	5	0	14	0	0	23	0	1	0	2	0
fc950c33-faa4-0241-e040-11ac0c486786	308	60	0	58	99	11	40	145	0	27	0	35	0	108	0	0	36	0
fc95d5ce-6899-62f1-e040-11ac0c486011	90	150	31	13	0	216	76	0	0	0	15	37	23	1	4	3	5	8
fc962061-8ab0-42b3-e040-11ac0c4810cc	155	37	46	85	12	233	107	0	0	1	1	28	32	8	8	0	5	15
fc9650a1-9aef-ab3b-e040-11ac0c4829a7	201	111	83	76	0	105	200	0	0	9	0	47	21	12	3	9	0	0
fc968a86-32e3-ee88-e040-11ac0d487adb	214	122	5	56	4	120	55	2	10	32	15	0	18	12	3	4	0	1
fc969f27-bdc6-cd03-e040-11ac0c48577e	253	97	56	77	0	86	119	0	4	5	0	0	0	0	2	0	17	0
fc96e36c-67f1-4c02-e040-11ac0d48393d	423	9	0	7	0	3	6	0	1	0	6	0	15	4	0	0	3	0
fc96f0df-ef04-411e-e040-11ac0d484291	428	0	0	0	0	0	0	1	0	0	0	0	26	0	0	0	0	0
fc975588-6e70-b496-e040-11ac0c484689	288	26	10	29	0	127	19	0	4	0	7	0	22	16	2	3	0	0
fc97c1c5-9f4a-be90-e040-11ac0c480992	236	109	4	35	13	108	54	0	2	17	0	11	30	16	0	0	0	1
fc990cee-3a1e-9d45-e040-11ac0c484ab3	299	2	16	11	6	129	11	0	22	4	7	0	37	1	3	0	1	0
fc99832e-a4ae-8259-e040-11ac0c48131c	375	0	10	1	3	53	10	4	0	1	0	0	26	0	2	0	0	0
fc998aec-57dd-eab2-e040-11ac0d48680a	429	0	0	0	0	0	1	2	0	0	0	0	26	0	0	0	0	0
fc99b734-7f61-88d1-e040-11ac0c482e88	417	0	0	0	5	10	0	2	0	2	0	0	27	0	0	0	0	1
fc99bbb0-e5c7-fb9e-e040-11ac0d4807e1	430	0	0	0	0	0	0	1	0	0	0	0	25	0	0	0	0	0
fc9d5fc6-546f-27b7-e040-11ac0d485f87	432	2	3	0	0	6	5	1	0	0	0	0	25	0	0	0	0	0
fc9d5fc6-719b-0525-e040-11ac0d485f83	404	9	7	0	0	29	15	0	0	0	0	2	27	0	0	0	0	0
fc9d5fc6-7f7d-1313-e040-11ac0d485f85	210	86	73	128	0	116	0	0	0	0	155	13	0	14	3	0	0	3
fc9d5fc7-a87b-c5e7-e040-11ac0c4850aa	443	0	0	0	0	0	1	4	0	0	0	0	26	0	0	0	0	0
fc9d704c-0cfb-0407-e040-11ac0d486980	317	39	26	0	0	80	45	0	0	0	0	6	19	0	1	0	0	0
fc9d93b6-77c6-8719-e040-11ac0d487dec	311	42	19	18	0	76	34	0	9	0	0	1	32	0	1	0	0	0
fc9d93b6-92e8-acb7-e040-11ac0d487dee	264	158	21	38	2	35	89	0	0	22	0	0	22	0	6	4	1	0
fc9dbf68-4599-3c64-e040-11ac0d481623	148	118	91	237	26	129	142	0	41	20	19	0	36	0	1	16	22	48
fc9ef456-75a2-5967-e040-11ac0c484477	142	28	19	30	0	246	36	6	4	21	29	0	21	7	2	6	7	1
fc9f6916-da31-ab17-e040-11ac0c4808f3	0	116	534	285	318	107	53	49	0	18	197	105	94	46	30	54	9	6
fc9f6cb0-ceb9-790d-e040-11ac0c480ad1	93	0	717	367	333	0	104	9	139	109	268	117	140	73	34	65	29	18
fc9f9295-01f6-a9e0-e040-11ac0d4845af	273	128	6	35	0	59	73	0	0	17	0	0	24	0	1	5	3	0
fc9f998b-cc72-f6ea-e040-11ac0c482425	364	76	0	36	0	13	84	0	0	0	0	36	16	0	0	0	0	11
fca04929-586a-0594-e040-11ac0c48099d	345	32	15	4	0	51	38	0	1	2	0	11	29	0	1	0	0	0
fca07e09-1fd2-9ef5-e040-11ac0d485bbd	0	384	265	235	0	0	343	2	0	67	18	164	24	2	43	12	16	3
fca08ee9-b480-4dc7-be56-f1eb03b56f7c	122	172	0	264	0	149	75	0	23	0	25	39	60	35	0	23	10	2
fca1c663-dec0-db39-e040-11ac0c486140	443	0	0	0	0	0	6	0	1	0	0	0	24	0	0	0	0	0
fca2d62f-2756-939e-e040-11ac0d4865e6	388	11	8	0	0	29	9	0	0	0	0	0	28	0	1	0	0	0
fca3f7d0-2231-661c-e040-11ac0c4832fd	76	3	76	52	347	258	9	664	172	54	0	134	11	16	53	54	0	25
fca6150f-d555-a29e-e040-11ac0d4873b2	17	175	243	354	392	127	138	365	89	10	161	177	50	0	37	70	43	0
fccb865d-83ed-4bfe-ad84-0689813ae977	352	0	0	0	0	79	11	3	0	0	0	0	22	0	4	0	7	0
fce8d8c6-f2a0-43a8-9a7a-b9c519a6686c	18	224	37	132	0	204	71	1	0	5	45	65	64	19	12	17	0	5
fd163b56-1c2d-4e63-9fad-ba3221ae274b	410	22	0	0	0	15	6	1	0	0	0	0	26	0	0	0	0	0
fd504153-3cf6-44b9-99d5-21961ebac188	44	355	68	248	87	0	153	39	32	92	39	44	56	76	29	8	25	4
fd74de4d-6973-4597-a541-e8a13d80ad55	391	12	3	14	0	40	21	0	0	0	0	0	25	5	2	1	0	0
fdbd0277-ddbf-4cc5-8ec3-3644b9553627	144	30	78	13	103	234	18	27	13	31	61	0	22	18	12	0	12	0
fdf7dfb7-9285-46b3-be60-672164507705	222	49	0	54	0	157	78	1	0	0	0	16	32	0	0	25	0	0
fdf9a814-c622-11e3-bf01-24c6515278c0	350	41	2	4	17	41	15	0	0	5	0	7	18	0	23	5	0	0
fe04d042-a4cc-4a14-8197-415ea40951aa	0	162	268	100	0	191	194	0	1	58	56	74	67	29	8	21	0	0
fe083d2d-d088-4ac1-825b-8c5bbfe974ac	300	34	6	2	12	97	14	7	0	42	0	0	34	17	0	0	0	0
fe4611c2-bd37-4605-adfe-60efe0392b03	431	0	0	4	0	12	1	1	3	2	9	0	16	4	0	0	0	3
fe63d42b-d471-45b6-9bdf-1a3b55465d37	419	7	0	0	0	25	25	1	8	0	0	0	0	0	2	2	0	3
fe8c62a6-c113-46e8-ab91-fdb90bb6a59f	164	97	65	339	257	109	13	214	14	0	0	57	0	0	36	202	0	40
fe96d91c-3686-4125-af71-b8703a011ad4	114	37	79	380	186	207	20	4	69	18	123	54	26	8	33	0	20	131
fea5827b-251d-474b-8713-fc76db995fe7	0	145	259	0	281	138	0	0	100	227	196	91	60	0	27	33	0	24
fec30898-f86b-4207-aa78-de77142c8f50	324	5	0	5	4	102	19	2	2	3	0	0	26	7	2	0	0	0
feccc27e-5c2e-4339-8746-0945fee93c1e	262	81	21	94	50	79	63	31	0	26	7	29	28	13	18	1	0	50
feccee20-a62d-4152-b832-b9fdaca87a61	109	49	232	177	226	155	0	606	7	88	160	161	86	6	3	65	3	19
ff3fe4a3-7d19-4d4d-81b6-aaa41ba5bf39	0	136	193	159	378	190	15	0	121	0	74	184	0	0	206	15	0	0
ff870342-f0d6-4450-8f9c-344c046a0baf	273	114	26	35	3	57	97	0	0	48	0	25	36	0	7	0	0	8
ffa976f0-aa60-4867-842e-361afa7d68ac	431	14	0	0	0	0	11	1	0	0	0	0	23	0	0	0	0	0
ffad9288-c622-11e3-bf01-24c6515278c0	90	113	78	212	0	211	199	2	0	27	0	61	52	0	11	9	15	7
ffb4f42b-58e9-40c3-8963-11804f041375	192	203	0	80	0	78	84	0	0	1	0	25	36	1	1	1	0	0
ffdd4feb-aca3-4104-b1e8-954d705a6450	221	52	30	26	30	163	5	0	0	28	44	5	27	0	2	3	5	0
ffe4bb51-e98a-41a7-a4e1-c3970386889c	231	97	106	26	0	88	105	0	0	26	0	11	17	8	1	24	6	0
PD10010a	0	330	150	2	218	2	8	127	399	111	65	46	103	12	17	65	26	1
PD10011a	0	47	325	1	376	245	1	31	198	0	0	0	77	30	23	35	10	41
PD10014a	0	214	450	15	49	5	162	57	473	60	100	14	99	40	33	36	0	27
PD11326a	55	0	1100	0	57	0	403	37	0	249	99	0	37	62	30	48	15	25
PD11327a	0	0	1022	0	505	0	15	403	286	464	23	0	124	137	57	33	52	59
PD11336a	287	72	48	36	48	50	33	48	17	19	0	0	35	14	2	3	56	0
PD11337a	98	266	71	61	15	15	118	83	280	120	0	0	57	19	21	20	23	29
PD11338a	18	376	0	0	46	0	5	12	444	77	0	18	194	0	1	0	0	3
PD11339a	20	361	121	0	126	3	7	315	278	52	200	0	0	0	66	2	0	27
PD11340a	0	71	432	121	253	147	23	196	357	27	143	0	116	41	22	38	3	31
PD11341a	127	66	97	9	0	234	93	0	12	37	14	0	18	0	3	8	0	13
PD11342a	0	329	0	0	0	97	43	12	245	173	49	14	58	25	11	13	12	19
PD11343a	0	265	166	26	124	55	25	144	421	63	147	19	0	29	41	25	16	67
PD11344a	0	329	160	18	48	0	189	82	487	105	0	23	135	7	3	6	47	0
PD11345a	38	43	593	169	249	0	21	425	491	124	282	0	51	82	54	0	77	69
PD11346a	68	109	478	0	51	0	23	582	368	42	275	0	29	22	78	0	104	75
PD11347a	32	309	114	9	61	0	82	93	404	109	0	0	134	0	48	2	39	41
PD11348a	7	321	104	42	85	0	98	40	470	122	0	26	142	0	24	9	60	57
PD11349a	30	49	534	0	192	54	0	453	352	140	166	0	108	29	106	50	47	27
PD11352a	43	396	37	19	0	0	94	0	174	97	28	70	83	0	12	13	8	0
PD11355a	44	0	44	143	2	372	54	0	11	6	21	0	44	1	8	9	10	4
PD11357a	35	283	135	0	82	61	33	55	320	26	190	54	0	0	14	24	7	27
PD11358a	0	351	109	37	0	0	47	0	413	198	2	43	191	0	10	29	0	5
PD11359a	0	405	72	34	0	0	123	0	301	98	20	92	148	0	11	1	0	0
PD11360a	31	160	172	0	90	143	19	212	290	65	126	0	34	22	5	42	3	52
PD11361a	0	373	69	0	0	0	66	0	311	384	0	52	153	13	20	5	0	6
PD11364a	7	255	83	71	33	110	46	0	292	146	179	39	22	7	20	19	10	15
PD11365a	10	242	134	58	22	124	29	6	184	94	172	36	0	44	33	28	3	12
PD11366a	31	357	81	0	215	27	7	8	103	118	178	104	26	0	38	18	0	25
PD11367a	60	311	121	99	95	13	109	28	219	117	0	0	77	1	55	0	22	25
PD11368a	33	146	325	179	269	16	93	228	514	110	53	2	26	87	74	160	11	0
PD11369a	102	100	236	238	132	27	18	308	406	37	87	0	106	32	52	13	123	0
PD11370a	19	407	6	30	0	0	34	0	241	96	62	79	133	0	21	0	5	5
PD11372a	80	296	105	0	67	21	106	0	269	68	0	52	77	0	13	20	0	36
PD11374a	0	309	191	0	0	0	196	162	504	97	0	10	80	7	32	9	0	51
PD11375a	53	329	0	0	38	47	32	54	260	124	0	16	117	0	19	21	0	1
PD11376a	88	209	70	37	0	48	44	69	378	114	33	0	82	1	31	66	0	0
PD11379a	125	54	127	162	23	212	137	11	33	47	9	0	24	35	28	0	24	4
PD11380a	59	354	34	42	43	0	66	0	268	117	27	34	88	0	7	52	21	3
PD11381a	0	346	88	11	41	0	69	0	476	99	0	90	224	0	6	0	0	0
PD11383a	378	62	0	0	0	9	7	0	0	19	3	3	31	0	1	0	0	0
PD11384a	87	184	14	45	5	138	19	36	266	76	20	0	89	0	3	36	2	12
PD11385a	0	96	585	1	369	50	33	295	474	0	118	69	12	27	69	77	56	23
PD11386a	23	337	112	0	58	0	114	0	366	111	6	76	146	0	6	42	26	0
PD11388a	0	329	186	0	53	0	0	414	358	18	266	0	0	0	56	9	52	18
PD11389a	80	371	0	2	36	0	31	0	219	33	11	37	103	0	0	29	0	0
PD11391a	152	121	158	234	33	0	233	200	113	432	0	116	60	59	37	41	65	31
PD11393a	33	167	404	110	626	87	4	351	127	0	0	1	0	0	23	72	9	131
PD11394a	3	378	51	0	85	0	59	49	382	95	0	52	172	0	45	0	0	26
PD11395a	21	260	98	52	0	74	109	0	321	164	120	42	29	39	18	10	2	9
PD11396a	0	228	194	67	28	0	55	219	659	96	230	0	0	93	21	39	26	40
PD11397a	0	238	314	211	277	0	91	127	432	44	181	74	23	1	54	48	56	66
PD11398a	0	285	278	264	119	70	47	16	87	63	176	27	49	0	16	20	29	12
PD11399a	34	324	8	53	36	19	70	118	390	117	9	4	93	0	37	11	0	51
PD11402a	26	372	43	71	33	0	72	13	371	75	0	18	142	0	9	0	0	26
PD11462a	0	243	219	21	98	0	46	198	496	196	209	35	0	48	34	71	80	1
PD11464a	0	359	36	148	30	0	88	71	361	202	0	25	142	0	12	51	103	0
PD11465a	0	250	106	124	186	26	43	213	523	103	135	19	0	40	8	82	145	38
PD11740a	130	257	19	53	3	42	25	0	212	70	11	0	84	0	5	4	0	11
PD11741a	245	49	1	0	11	138	0	46	38	21	52	0	0	6	19	0	6	12
