Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W	SBS80X	SBS80Y	SBS80Z
fc93369d-3ffb-1b53-e040-11ac0c4852ba	409	0	5	0	0	0	0	0	0	0	0	24	18	0	0	0	0	0	0	0	0	0	0	0	0	0
fc93b9ab-760a-5223-e040-11ac0c482177	0	126	86	187	96	161	114	51	88	13	61	43	41	6	106	0	0	12	13	6	8	17	62	3	35	0
fc93bd81-a3f9-2f8e-e040-11ac0d48306f	409	0	5	0	0	0	0	0	0	0	0	24	18	0	0	0	0	0	0	0	0	0	0	0	0	0
fc93e38d-6bd5-9912-e040-11ac0c4838cd	409	0	5	0	0	0	0	0	0	0	0	24	18	0	0	0	0	0	0	0	0	0	0	0	0	0
fc9404ed-1ba3-2638-e040-11ac0c484da2	398	0	16	4	0	0	2	0	0	1	0	24	17	0	0	0	0	0	0	0	0	0	0	0	0	0
fc9469d0-4d0e-bb59-e040-11ac0d481e59	400	0	10	6	0	0	0	0	3	0	0	25	17	0	1	0	0	0	0	0	0	0	0	0	0	0
fc94ea15-2d98-0c5b-e040-11ac0c48569b	405	0	5	0	0	0	6	0	0	2	0	23	18	0	0	0	0	0	0	0	0	0	0	0	0	0
fc94ec40-2cf2-7ce8-e040-11ac0d4871fb	268	10	0	125	8	0	24	1	0	17	0	26	14	0	6	0	0	0	0	1	1	0	0	3	0	1
fc9500f3-e7d0-9820-e040-11ac0c48617e	324	0	0	62	0	0	29	0	0	9	0	21	21	0	17	0	0	0	1	0	0	0	1	1	0	0
fc950c33-faa4-0241-e040-11ac0c486786	242	100	3	110	0	67	0	0	0	20	114	18	58	20	47	0	44	0	0	0	65	0	0	19	0	0
fc95d5ce-6899-62f1-e040-11ac0c486011	81	1	106	179	30	1	101	0	0	60	0	23	0	37	0	25	0	2	3	10	4	4	3	2	0	0
fc962061-8ab0-42b3-e040-11ac0c4810cc	187	82	30	88	41	7	148	0	6	79	0	31	6	24	0	2	0	0	5	4	2	10	0	4	14	3
fc9650a1-9aef-ab3b-e040-11ac0c4829a7	153	91	72	152	101	0	28	0	5	145	0	38	0	42	0	0	3	10	4	0	4	2	0	0	24	3
fc968a86-32e3-ee88-e040-11ac0d487adb	140	55	70	200	15	0	26	4	21	42	0	27	16	0	20	9	3	3	3	2	5	1	3	0	4	4
fc969f27-bdc6-cd03-e040-11ac0c48577e	169	79	47	192	72	2	0	0	2	89	0	20	4	0	3	1	4	2	2	5	0	0	0	10	6	7
fc96e36c-67f1-4c02-e040-11ac0d48393d	399	1	10	7	1	0	1	0	0	6	0	18	16	2	0	10	0	0	0	2	0	0	1	2	1	0
fc96f0df-ef04-411e-e040-11ac0d484291	412	0	0	0	0	0	0	0	0	0	0	25	18	0	0	0	0	0	0	0	0	0	0	0	0	0
fc975588-6e70-b496-e040-11ac0c484689	270	12	15	97	13	0	57	0	0	18	0	20	11	4	0	23	0	1	1	3	2	0	4	0	2	0
fc97c1c5-9f4a-be90-e040-11ac0c480992	171	37	60	175	14	7	27	0	6	40	0	31	14	11	17	3	3	1	0	2	4	1	0	0	6	6
fc990cee-3a1e-9d45-e040-11ac0c484ab3	280	5	0	88	12	4	62	20	7	10	0	28	10	0	0	6	0	0	3	3	0	0	5	1	5	0
fc99832e-a4ae-8259-e040-11ac0c48131c	349	0	0	46	8	0	23	0	1	8	1	23	20	0	0	2	0	0	1	0	0	0	1	0	0	2
fc998aec-57dd-eab2-e040-11ac0d48680a	411	0	0	0	0	0	1	0	0	2	0	25	19	0	0	0	0	0	0	0	0	0	0	0	0	0
fc99b734-7f61-88d1-e040-11ac0c482e88	397	0	0	11	0	0	6	0	4	0	1	25	19	0	0	0	0	0	0	0	0	1	0	0	0	0
fc99bbb0-e5c7-fb9e-e040-11ac0d4807e1	409	0	5	0	0	0	0	0	0	0	0	24	18	0	0	0	0	0	0	0	0	0	0	0	0	0
fc9d5fc6-546f-27b7-e040-11ac0d485f87	412	0	4	0	0	0	11	0	0	5	0	24	18	0	0	0	0	0	0	0	0	0	0	0	0	0
fc9d5fc6-719b-0525-e040-11ac0d485f83	388	0	9	12	4	0	22	0	0	12	0	25	15	4	0	0	0	0	0	0	0	0	0	0	0	2
fc9d5fc6-7f7d-1313-e040-11ac0d485f85	154	90	79	171	82	25	0	0	37	5	0	0	0	5	0	90	10	0	3	0	12	6	0	1	25	6
fc9d5fc7-a87b-c5e7-e040-11ac0c4850aa	426	0	0	0	0	0	0	0	0	2	4	25	17	0	0	0	0	0	0	0	0	0	0	0	0	0
fc9d704c-0cfb-0407-e040-11ac0d486980	280	0	15	98	26	0	30	0	0	34	0	23	8	8	3	0	4	0	1	0	1	0	0	0	1	1
fc9d93b6-77c6-8719-e040-11ac0d487dec	272	15	17	107	25	0	26	6	0	25	0	30	8	4	0	0	5	1	1	0	0	0	0	1	0	0
fc9d93b6-92e8-acb7-e040-11ac0d487dee	225	44	116	99	34	0	0	0	15	65	3	33	3	0	8	0	1	4	5	0	0	0	3	4	0	0
fc9dbf68-4599-3c64-e040-11ac0d481623	93	214	86	172	110	10	43	34	28	109	0	44	20	0	3	31	2	10	1	25	6	28	11	9	0	5
fc9ef456-75a2-5967-e040-11ac0c484477	120	15	8	182	9	0	119	0	16	31	0	19	18	6	11	29	5	4	1	7	2	0	1	1	0	1
fc9f6916-da31-ab17-e040-11ac0c4808f3	0	234	139	0	399	219	225	0	118	46	19	59	120	63	26	155	49	41	22	33	23	7	22	2	0	0
fc9f6cb0-ceb9-790d-e040-11ac0c480ad1	0	260	71	54	605	195	66	143	245	90	0	105	157	108	11	217	89	56	25	32	31	20	0	9	26	0
fc9f9295-01f6-a9e0-e040-11ac0d4845af	227	41	87	121	20	0	6	0	5	53	1	31	7	0	12	0	0	4	1	0	0	0	4	4	0	0
fc9f998b-cc72-f6ea-e040-11ac0c482425	334	46	51	42	9	0	0	0	0	60	0	27	7	31	2	0	12	0	0	0	5	8	0	2	0	0
fca04929-586a-0594-e040-11ac0c48099d	284	3	0	127	28	0	0	0	1	28	0	30	9	14	0	0	0	0	1	1	0	0	0	2	1	0
fca07e09-1fd2-9ef5-e040-11ac0d485bbd	0	257	338	0	199	3	101	0	0	242	0	48	14	114	95	17	30	12	31	16	7	3	9	6	0	36
fca08ee9-b480-4dc7-be56-f1eb03b56f7c	110	213	137	141	44	0	62	0	0	63	6	53	0	36	0	71	5	14	0	14	1	2	11	5	11	0
fca1c663-dec0-db39-e040-11ac0c486140	422	0	3	0	0	0	0	0	0	6	0	24	19	0	0	0	0	0	0	0	0	0	0	0	0	0
fca2d62f-2756-939e-e040-11ac0d4865e6	365	0	6	32	7	0	16	0	0	8	0	25	14	0	0	0	0	0	1	0	0	0	0	0	0	0
fca3f7d0-2231-661c-e040-11ac0c4832fd	25	96	0	220	34	235	81	192	66	0	556	20	98	90	53	0	0	38	38	11	9	22	23	2	24	71
fca6150f-d555-a29e-e040-11ac0d4873b2	0	389	122	115	156	268	98	100	73	98	264	43	124	98	62	93	87	49	26	7	7	4	44	22	0	99
fccb865d-83ed-4bfe-ad84-0689813ae977	337	0	0	42	0	0	42	0	0	9	0	20	19	0	0	1	0	0	3	2	0	0	0	3	0	0
fce8d8c6-f2a0-43a8-9a7a-b9c519a6686c	31	94	179	149	45	10	107	0	9	56	2	50	5	65	1	56	7	12	8	17	11	4	0	1	0	0
fd163b56-1c2d-4e63-9fad-ba3221ae274b	395	0	20	4	0	0	14	0	0	5	0	24	17	0	0	0	0	0	0	1	0	0	0	0	0	0
fd504153-3cf6-44b9-99d5-21961ebac188	59	253	314	33	54	20	22	63	92	118	0	60	80	36	33	42	46	9	19	0	20	5	1	7	13	0
fd74de4d-6973-4597-a541-e8a13d80ad55	374	15	9	22	2	0	27	0	0	16	0	24	15	0	0	0	4	1	1	0	4	0	0	0	0	0
fdbd0277-ddbf-4cc5-8ec3-3644b9553627	121	11	8	175	56	61	118	28	78	12	30	22	17	0	0	10	6	3	9	1	0	1	8	7	34	0
fdf7dfb7-9285-46b3-be60-672164507705	175	60	13	169	12	0	66	0	0	58	0	33	8	17	0	0	1	17	1	0	1	0	2	1	0	0
fdf9a814-c622-11e3-bf01-24c6515278c0	336	2	31	35	4	11	20	0	6	13	1	21	14	7	3	3	0	4	16	0	0	0	1	0	0	0
fe04d042-a4cc-4a14-8197-415ea40951aa	3	90	182	11	163	0	293	0	22	144	0	53	0	58	63	57	34	15	8	0	19	2	8	3	0	1
fe083d2d-d088-4ac1-825b-8c5bbfe974ac	253	10	7	112	2	0	40	3	10	8	3	30	24	0	44	0	6	0	0	0	0	0	0	0	13	0
fe4611c2-bd37-4605-adfe-60efe0392b03	410	0	3	4	0	0	7	0	0	3	0	18	17	0	3	13	0	0	0	5	1	1	1	0	0	0
fe63d42b-d471-45b6-9bdf-1a3b55465d37	400	0	12	12	0	0	6	0	0	27	0	4	17	0	2	0	2	1	1	0	1	1	0	0	0	6
fe8c62a6-c113-46e8-ab91-fdb90bb6a59f	137	331	47	135	109	210	30	24	0	0	200	30	36	29	3	16	11	117	28	61	20	33	0	0	0	0
fe96d91c-3686-4125-af71-b8703a011ad4	84	301	45	175	135	146	66	12	94	20	18	36	28	37	0	115	0	3	24	0	9	85	26	23	27	0
fea5827b-251d-474b-8713-fc76db995fe7	0	0	173	0	137	191	253	135	297	0	0	57	24	72	54	9	39	30	26	12	20	22	27	3	0	0
fec30898-f86b-4207-aa78-de77142c8f50	305	6	0	74	0	0	50	0	3	15	1	23	16	0	0	0	2	0	1	0	1	0	0	0	4	0
feccc27e-5c2e-4339-8746-0945fee93c1e	241	90	63	78	21	22	45	0	25	51	11	29	50	25	13	20	15	2	12	0	1	31	8	0	0	0
feccee20-a62d-4152-b832-b9fdaca87a61	106	217	64	71	140	183	104	37	84	9	415	29	147	64	79	76	79	35	5	1	0	9	198	0	0	0
ff3fe4a3-7d19-4d4d-81b6-aaa41ba5bf39	43	166	119	67	155	330	172	144	26	8	3	15	3	131	0	55	20	20	152	6	12	10	2	3	1	8
ff870342-f0d6-4450-8f9c-344c046a0baf	247	46	81	77	33	0	21	0	19	68	3	40	6	21	36	0	1	0	6	3	11	5	2	0	0	3
ffa976f0-aa60-4867-842e-361afa7d68ac	412	1	16	1	0	0	0	0	0	9	0	24	17	0	0	0	0	0	0	0	0	0	0	0	0	0
ffad9288-c622-11e3-bf01-24c6515278c0	13	201	49	262	104	0	76	0	9	150	0	52	9	49	10	16	15	7	9	12	5	5	13	1	0	20
ffb4f42b-58e9-40c3-8963-11804f041375	134	90	141	169	4	0	7	0	0	62	0	38	2	21	0	0	13	2	1	4	4	1	4	0	5	0
ffdd4feb-aca3-4104-b1e8-954d705a6450	205	15	34	112	19	22	85	0	38	4	3	26	11	5	9	22	14	4	2	4	4	0	0	3	0	0
ffe4bb51-e98a-41a7-a4e1-c3970386889c	212	27	81	75	88	0	51	0	4	78	0	25	16	12	26	8	7	15	1	6	0	0	0	3	9	2
PD10010a	5	8	289	28	62	149	52	384	66	7	118	70	34	59	135	48	21	42	13	12	15	6	30	19	9	1
PD10011a	6	19	17	134	206	226	184	270	28	0	41	42	54	0	47	0	4	25	19	30	17	26	9	12	24	0
PD10014a	0	0	225	0	290	41	98	434	15	132	24	65	67	48	106	114	46	29	24	19	19	19	18	1	0	0
PD11326a	17	0	11	0	877	0	125	43	138	308	0	54	137	0	188	120	18	42	22	32	15	18	22	0	26	4
PD11327a	0	0	0	0	670	81	0	655	307	57	147	76	472	0	374	38	39	41	38	37	41	31	35	8	33	0
PD11336a	229	41	35	112	35	21	30	35	5	25	29	33	52	0	31	15	0	4	1	0	4	1	0	28	2	0
PD11337a	52	67	207	119	43	8	5	254	27	87	71	60	27	25	124	20	16	16	15	0	14	21	4	14	0	0
PD11338a	58	0	330	26	0	28	0	404	25	1	22	124	0	44	82	0	9	4	4	14	0	7	12	0	0	0
PD11339a	39	0	329	37	52	111	10	266	153	11	281	14	18	3	0	44	36	13	50	12	17	24	4	8	7	39
PD11340a	14	92	121	0	275	179	202	360	74	21	172	66	52	0	50	95	39	29	17	24	26	23	40	8	17	25
PD11341a	100	7	36	194	82	4	113	8	20	71	1	23	1	0	25	10	0	6	3	5	2	8	9	0	3	0
PD11342a	20	0	263	107	0	0	33	194	43	30	13	51	7	24	170	56	22	8	7	18	7	11	13	3	0	0
PD11343a	1	0	268	24	67	120	105	391	72	26	141	16	0	41	50	102	15	19	30	30	14	42	17	18	24	0
PD11344a	33	30	337	0	102	21	0	454	51	138	93	104	0	63	89	0	46	12	5	4	9	5	2	26	15	0
PD11345a	6	108	158	6	424	157	0	526	217	30	337	47	158	0	38	220	76	12	40	20	50	49	18	36	2	33
PD11346a	17	0	164	61	340	100	0	363	147	8	508	40	71	0	0	129	30	21	59	29	37	56	0	63	43	18
PD11347a	47	14	286	22	53	31	28	396	44	63	84	95	34	34	108	14	10	9	34	5	7	30	1	27	0	1
PD11348a	36	41	306	6	48	54	20	434	25	75	36	99	34	65	149	27	9	13	18	8	16	39	11	38	0	0
PD11349a	0	0	88	32	341	147	104	386	117	0	364	70	134	7	136	111	45	42	75	30	41	23	12	31	0	1
PD11352a	28	10	344	91	33	5	0	146	58	72	0	74	5	83	62	18	3	14	9	2	3	5	1	8	0	0
PD11355a	56	111	0	208	45	2	184	0	7	42	2	33	4	0	6	39	3	7	5	4	3	3	3	6	0	0
PD11357a	23	0	254	105	70	75	23	311	110	26	48	17	0	55	0	64	25	22	13	26	11	20	16	10	13	9
PD11358a	4	13	395	0	61	5	4	343	31	29	8	130	0	80	218	30	8	23	9	17	10	9	2	6	0	0
PD11359a	41	24	411	0	55	0	0	264	60	94	0	108	0	109	61	11	21	8	10	10	2	3	7	4	2	0
PD11360a	44	0	167	70	83	72	118	296	96	19	161	28	51	12	36	43	0	31	5	17	19	33	35	6	24	0
PD11361a	25	9	346	0	30	13	22	223	54	31	0	120	0	74	420	0	0	10	17	12	17	8	6	3	0	12
PD11364a	26	13	262	81	54	38	51	252	159	45	0	38	0	67	39	103	21	18	15	7	14	14	14	8	15	0
PD11365a	44	0	252	61	86	38	78	156	94	32	1	16	15	56	52	134	13	22	23	13	30	9	2	4	0	0
PD11366a	0	0	301	121	46	132	22	143	230	9	11	40	35	92	0	15	8	21	30	35	16	19	7	0	3	0
PD11367a	22	116	244	113	82	39	17	217	63	79	23	69	42	7	101	4	27	1	40	9	3	18	4	12	0	0
PD11368a	0	155	145	73	236	181	16	476	50	80	187	33	88	29	151	111	51	97	53	13	43	7	33	12	6	0
PD11369a	42	197	127	90	164	89	3	388	23	29	231	66	112	0	70	137	35	13	34	25	18	0	33	61	0	30
PD11370a	70	0	392	0	0	8	0	212	73	31	0	94	0	96	44	47	6	5	16	11	10	6	10	7	0	0
PD11372a	5	0	217	175	76	43	0	263	16	81	0	66	18	76	87	6	5	18	11	10	3	26	3	0	5	0
PD11374a	0	0	307	2	96	18	62	439	0	149	153	68	0	57	131	0	25	13	25	8	16	35	8	6	17	13
PD11375a	32	0	256	130	0	28	7	221	38	21	55	84	12	36	125	0	13	17	15	4	4	5	8	0	0	0
PD11376a	41	6	178	132	43	4	5	340	30	38	70	68	7	40	112	55	0	42	22	21	7	1	4	0	0	4
PD11379a	116	142	34	144	122	7	117	29	31	105	17	34	12	0	26	33	21	1	20	5	4	4	3	10	18	0
PD11380a	52	30	300	72	17	26	0	245	55	51	8	73	6	58	100	29	7	34	5	6	5	6	13	15	2	0
PD11381a	21	2	375	2	45	31	0	439	34	51	4	143	0	121	96	1	19	6	7	26	12	4	7	3	1	0
PD11383a	325	0	33	73	0	0	0	0	11	5	0	31	14	7	11	0	1	0	1	1	0	0	0	0	0	0
PD11384a	38	21	139	190	6	12	41	224	13	15	43	66	1	26	90	36	12	24	3	7	1	11	2	4	0	7
PD11385a	0	0	115	0	396	316	118	414	0	15	296	16	23	56	125	112	49	55	50	8	42	26	16	44	14	48
PD11386a	51	0	327	0	61	25	34	336	65	89	0	103	29	105	92	0	22	33	5	7	14	5	2	18	0	0
PD11388a	23	0	361	0	97	100	7	319	156	0	358	13	9	0	0	21	48	23	46	26	15	20	18	40	9	50
PD11389a	84	0	309	69	0	21	0	208	31	24	4	74	0	49	21	4	11	20	1	11	0	3	6	2	0	0
PD11391a	0	344	12	202	77	7	9	118	0	141	59	80	191	96	562	0	1	33	25	24	7	20	9	28	40	0
PD11393a	1	136	86	130	274	403	65	221	45	0	305	4	125	0	77	0	37	50	19	10	6	87	24	17	0	23
PD11394a	27	0	327	33	12	48	26	362	41	46	54	112	19	82	97	0	22	8	34	7	10	21	9	0	0	0
PD11395a	0	0	241	130	76	0	0	275	91	97	0	39	0	73	110	119	34	9	12	0	18	7	32	5	0	0
PD11396a	0	0	310	0	91	64	0	592	93	71	192	6	7	49	62	185	55	28	15	53	37	25	21	20	19	0
PD11397a	12	165	272	5	244	193	0	423	156	70	140	43	18	82	0	96	46	40	42	28	26	47	13	37	39	0
PD11398a	27	168	297	38	243	98	47	73	109	43	25	50	16	29	14	143	19	17	12	29	4	8	19	14	0	16
PD11399a	24	30	265	95	0	18	0	374	56	57	110	78	11	48	84	17	1	11	27	27	5	32	4	0	0	0
PD11402a	15	68	300	89	17	18	0	355	9	50	22	102	0	51	95	1	19	5	8	0	3	21	3	6	4	10
PD11462a	4	0	295	0	87	83	16	465	148	49	146	17	72	71	137	162	61	49	22	10	30	8	10	43	10	0
PD11464a	0	150	337	49	21	19	0	317	57	58	69	114	27	56	203	13	9	38	10	11	4	5	3	57	1	0
PD11465a	10	74	274	0	45	154	62	453	106	49	210	17	16	53	81	123	43	51	7	22	18	31	23	78	41	0
PD11740a	55	36	177	180	19	5	0	191	18	17	9	68	0	19	69	13	1	5	4	20	2	8	2	2	6	0
PD11741a	229	0	31	120	0	15	46	34	28	0	37	6	14	0	8	33	8	1	14	0	2	9	0	4	5	0
PD11742a	0	163	254	0	236	13	131	246	91	197	0	89	50	78	83	56	49	14	31	18	13	16	18	2	0	0
PD11743a	0	91	282	35	127	19	13	422	49	121	32	90	42	86	200	52	10	28	4	38	21	17	7	21	20	0
PD11744a	12	0	404	42	0	0	0	227	65	33	0	100	0	65	152	7	6	11	8	11	2	10	4	1	0	0
PD11745a	17	51	89	83	269	109	19	495	56	48	94	38	82	33	217	135	27	55	41	47	34	29	27	12	0	0
PD11748a	0	70	186	0	400	23	78	307	0	252	1	45	112	96	247	58	21	40	13	27	8	38	23	17	30	0
PD11750a	47	0	79	31	92	110	288	122	116	0	40	22	61	0	55	4	5	16	29	19	3	0	13	11	20	0
PD11751a	0	69	84	0	373	106	343	0	85	48	0	59	97	0	35	108	23	21	18	25	5	7	11	5	4	0
PD11752a	18	85	0	283	199	43	0	97	129	24	81	68	23	0	49	75	0	3	11	0	103	7	7	6	4	0
PD11753a	18	0	364	18	28	108	0	387	232	34	64	5	7	77	0	75	60	12	20	13	20	34	14	10	37	0
PD11755a	0	239	135	3	620	13	130	105	94	253	0	86	101	0	83	93	21	34	24	24	10	26	18	3	23	0
PD11756a	40	23	313	90	4	12	0	141	29	50	0	82	0	70	181	0	0	10	9	8	14	3	4	9	0	0
PD11757a	42	91	147	21	291	42	185	61	120	27	0	59	61	0	33	145	16	20	11	15	9	19	24	9	2	0
PD11760a	34	7	306	29	29	17	0	346	59	83	5	71	45	77	257	34	5	26	36	12	8	26	8	8	0	0
PD11761a	182	0	0	151	69	9	46	98	70	1	126	36	37	0	0	31	0	48	3	1	0	16	0	10	1	0
PD11762a	37	7	255	73	0	0	12	297	37	25	9	92	8	68	278	16	16	11	26	9	15	4	0	5	3	0
PD11765a	0	72	281	0	49	19	0	415	30	36	32	169	37	96	564	0	15	16	14	16	29	3	10	17	19	0
PD11766a	0	69	233	111	123	29	0	347	18	166	34	64	33	74	137	0	18	31	14	35	16	12	3	4	3	0
PD11767a	20	11	339	19	13	0	0	284	51	28	79	131	6	88	299	6	12	12	7	13	7	14	5	18	0	2
PD11769a	33	14	370	16	78	7	27	190	117	108	0	94	23	120	56	16	13	19	9	13	14	19	0	8	2	0
PD11816a	61	0	301	0	91	76	28	385	160	29	48	28	23	71	0	91	45	31	17	1	12	29	13	11	14	22
PD11818a	58	137	88	175	74	54	0	315	52	62	177	88	80	6	71	0	4	42	4	0	9	3	1	68	0	26
PD11819a	366	0	11	30	0	0	24	0	0	1	5	28	17	0	16	0	0	2	0	0	1	0	0	0	0	2
PD13162a	27	0	72	30	137	0	238	348	0	63	112	26	73	1	157	99	28	32	17	5	22	19	19	4	0	13
PD13163a	25	62	242	0	308	4	0	345	132	207	10	92	72	124	193	53	7	27	54	9	40	24	0	45	19	0
PD13164a	15	0	285	93	42	46	0	327	171	34	134	45	6	46	6	45	19	30	19	18	3	24	8	50	22	0
PD13165a	0	412	252	0	362	2	0	280	69	221	0	115	18	33	236	78	26	22	30	17	48	39	15	14	34	0
PD13166a	106	61	49	204	97	49	54	48	0	90	25	25	17	1	8	0	0	10	43	0	5	1	0	17	0	0
PD13167a	43	93	251	0	221	62	0	350	237	65	180	57	116	34	94	106	17	83	42	19	27	19	12	39	0	0
PD13168a	0	95	240	0	208	14	0	519	118	108	85	139	58	72	277	14	5	16	36	33	41	34	3	54	0	0
PD13296a	0	24	0	0	399	57	391	70	64	110	3	55	109	0	61	91	33	16	14	2	18	25	11	5	0	1
PD13297a	0	320	313	0	342	25	0	168	34	240	0	80	27	97	156	97	40	29	26	22	19	13	34	30	4	0
PD13298a	41	58	143	5	280	307	0	562	198	7	437	60	55	101	86	28	19	65	28	61	41	24	34	5	125	6
PD13299a	0	0	165	0	216	94	81	512	179	85	73	67	141	136	162	137	51	43	38	29	46	10	11	9	17	0
PD13302a	158	136	134	20	103	135	108	51	20	34	115	52	29	27	55	18	1	32	2	0	36	47	6	11	0	0
PD13304a	361	0	28	46	0	6	0	0	18	4	0	13	15	0	0	9	0	1	1	1	1	1	1	0	0	4
PD13306a	278	3	34	93	15	0	36	0	1	23	0	30	13	9	3	1	0	1	0	0	3	1	0	1	0	0
PD13307a	65	96	272	11	141	42	51	230	34	102	6	62	54	71	67	72	2	32	1	1	14	34	8	13	7	8
PD13310a	64	0	332	0	60	67	0	295	208	65	74	44	0	141	14	62	16	39	15	15	40	7	9	11	65	0
PD13311a	27	0	69	66	51	48	332	77	55	17	29	28	31	0	24	30	15	13	16	13	10	1	7	3	0	0
PD13312a	18	56	419	34	72	0	0	134	53	98	0	91	0	109	40	43	14	12	7	7	6	6	0	9	4	0
PD13416a	41	0	406	0	30	1	0	221	67	62	0	103	0	122	135	45	17	28	2	6	8	9	1	2	0	3
PD13418a	0	20	104	0	469	83	28	450	90	181	126	87	146	124	380	100	3	39	49	46	40	30	17	8	10	42
PD13419a	271	10	59	91	36	1	11	2	3	38	1	23	15	0	1	5	0	1	3	1	8	0	2	0	0	5
PD13420a	38	18	412	0	82	1	0	179	25	111	0	83	0	110	102	17	23	8	5	4	13	4	1	6	24	0
PD13422a	350	0	28	14	3	0	56	0	0	17	0	23	19	3	5	3	0	0	0	0	0	1	0	1	0	0
PD13424a	0	141	310	37	62	134	0	457	198	28	168	52	40	23	13	82	30	15	7	36	11	8	17	82	46	0
PD13425a	63	135	0	82	306	129	134	201	102	47	229	59	96	0	41	64	84	8	19	35	44	27	0	4	0	0
PD13426a	0	0	251	100	0	0	0	506	92	19	58	4	0	12	134	149	23	15	8	27	33	23	24	14	0	26
PD13427a	0	0	358	0	54	0	0	291	87	50	0	153	0	133	392	0	18	11	9	20	3	6	7	6	0	0
PD13428a	119	64	33	140	50	53	160	29	0	29	12	26	22	4	15	13	1	34	5	10	0	4	2	4	0	0
PD13602a	0	61	147	0	235	117	6	804	122	58	168	93	88	84	200	134	59	19	18	43	56	37	25	11	4	15
PD13603a	29	45	28	171	251	175	104	190	47	7	159	30	32	0	0	67	21	26	11	0	80	12	2	35	6	1
PD13604a	1	40	290	64	95	27	0	301	121	104	100	30	31	85	121	133	30	27	5	20	24	30	17	43	9	0
PD13605a	0	157	273	0	237	29	0	493	134	175	0	144	68	118	177	0	10	19	12	8	38	15	46	49	1	0
PD13606a	151	28	0	84	201	96	77	201	57	4	201	50	78	0	10	39	36	3	8	0	3	17	27	35	22	0
PD13607a	0	54	236	26	56	11	0	711	49	97	53	109	33	135	250	90	14	34	38	39	23	44	24	19	0	0
PD13608a	158	81	124	79	97	20	72	17	24	97	44	26	32	0	22	6	5	12	28	1	0	13	8	14	0	0
PD13609a	43	264	93	87	301	41	0	373	92	254	42	65	150	4	242	0	0	19	35	10	9	45	0	20	65	15
PD13618a	73	0	180	178	0	16	0	170	9	22	2	31	9	19	69	33	0	19	10	3	3	1	3	1	6	9
PD13619a	9	30	410	0	188	74	5	133	151	72	52	38	24	97	0	136	46	21	30	27	9	6	15	15	0	0
PD13620a	33	338	243	64	302	14	0	41	75	261	0	63	25	51	119	51	47	12	27	16	18	42	10	12	8	0
PD13622a	2	188	125	61	403	139	0	372	33	78	168	70	110	0	209	147	56	45	28	18	3	20	32	16	0	62
PD13623a	0	0	0	0	850	0	0	271	388	329	16	25	227	0	430	234	27	48	46	32	42	29	36	7	27	0
PD13625a	2	153	238	0	297	157	74	311	229	50	54	47	85	0	61	114	21	8	41	21	23	27	39	20	0	28
PD13626a	0	45	372	0	232	88	10	236	233	60	9	25	49	72	0	167	33	26	15	19	17	20	9	27	30	6
PD13627a	6	38	160	27	172	91	291	6	68	28	0	33	55	0	52	74	5	20	8	12	8	5	14	4	3	0
PD13629a	6	73	296	111	33	0	32	148	3	56	0	67	0	58	102	63	7	12	9	13	5	7	15	7	0	0
PD13630a	67	116	121	116	181	43	13	166	34	163	19	39	29	9	196	0	3	4	43	0	59	26	9	1	29	0
PD13631a	0	23	201	128	87	22	64	216	25	32	20	45	55	56	125	119	11	19	6	6	9	21	10	1	0	23
PD13752a	100	45	28	184	51	12	133	5	15	42	0	31	15	6	23	23	0	26	1	0	1	2	10	2	0	0
PD13753a	12	64	302	43	96	41	0	373	3	82	25	130	14	65	225	0	20	16	9	8	22	3	17	15	2	0
PD13754a	64	20	104	169	173	113	96	0	36	7	23	14	0	9	0	53	8	19	16	4	13	6	13	3	12	0
PD13755a	110	24	101	144	146	2	73	0	6	50	5	43	4	0	21	44	0	15	3	0	1	8	2	5	0	0
PD13756a	0	36	297	117	3	0	0	260	35	53	0	70	5	64	101	53	14	11	17	3	0	20	9	0	0	0
PD13757a	1	84	203	20	293	0	75	317	54	116	99	141	44	27	238	11	18	17	13	38	14	10	16	5	3	0
PD13758a	38	93	296	40	305	8	69	0	26	172	0	56	0	0	2	16	1	28	6	4	4	13	11	3	4	7
PD13760a	39	44	125	121	181	38	166	0	36	9	0	21	0	0	0	123	0	24	6	11	11	4	5	19	7	0
PD13761a	21	0	68	90	198	196	306	0	0	5	0	0	0	18	0	22	16	24	10	26	3	16	12	3	0	1
PD13762a	0	212	320	0	203	0	0	233	52	151	0	122	8	55	308	14	25	20	19	7	11	14	19	8	7	6
PD13763a	0	211	341	0	324	59	0	159	9	214	7	89	33	36	243	0	6	65	12	16	8	6	21	9	17	3
PD13764a	139	61	0	47	389	205	17	229	159	28	387	34	197	0	11	51	0	88	65	0	4	15	0	46	4	65
PD13765a	204	50	41	107	41	22	60	25	0	51	32	32	51	0	30	0	3	6	0	0	0	10	5	40	0	0
PD13766a	0	53	214	80	198	5	76	190	41	147	0	77	19	33	215	0	24	8	16	14	1	19	23	6	0	0
PD13767a	0	0	374	0	137	85	0	343	152	54	4	33	40	120	74	193	40	32	20	21	15	21	19	8	0	0
