Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O
4e7e6e1f-c648-446f-bdf6-0b1fcc6dfa83	357	55	0	0	0	29	28	0	4	1	30	0	0	0	0
4e8396f7-9506-4401-96b6-bb2e89557d59	32	258	164	327	281	122	0	0	0	49	0	0	43	146	23
4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	93	152	81	190	316	142	0	238	93	24	0	0	3	136	64
4e913899-eeb8-4630-ba9d-41a81ced8069	0	270	118	125	341	152	21	80	133	0	0	27	35	59	17
4eac784b-084a-4106-9a76-2d9fbec57033	344	56	8	1	0	52	69	0	0	0	23	3	2	0	0
4ecbfd89-393f-4126-aa1c-951a2c23ef89	441	0	0	0	0	0	0	1	0	0	26	0	0	0	0
4ed52e0c-c623-11e3-bf01-24c6515278c0	13	47	101	0	167	361	1	36	60	0	71	0	20	64	11
4ef20a13-f107-4654-adca-fc60b8f5be47	126	267	30	56	0	76	192	0	16	0	17	38	22	0	0
4f1fc78e-733d-4c6e-86b2-dbe1f98c141d	158	34	159	69	293	183	47	98	0	52	0	74	105	19	30
4f3c2c94-fa7f-4945-9dff-e4d4dac95f56	313	27	12	14	15	116	0	0	0	2	16	19	8	11	4
4f6f48bc-c622-11e3-bf01-24c6515278c0	255	65	43	32	165	126	4	48	5	0	0	10	3	19	24
4fdc8980-c623-11e3-bf01-24c6515278c0	204	124	0	51	59	128	53	25	31	18	39	6	0	2	56
50203cff-83f8-4884-8346-b91ef717d00e	425	0	0	0	0	3	3	0	0	0	30	0	0	0	0
5042b417-d14e-42bb-b6f3-de303346a252	296	49	0	11	37	118	0	0	13	17	0	1	14	7	7
5046f1b4-9d95-4841-ba30-691fa44719a2	71	216	0	39	208	183	13	0	108	43	0	41	8	60	45
504cdfc5-6721-43ef-b31e-fdf52f0cd9cd	102	130	96	45	68	207	33	0	16	9	31	27	8	18	28
504d4cb0-d2dd-420d-82e6-9ec14434a0fc	29	153	90	62	176	227	7	137	84	76	54	0	38	0	83
50515723-b495-42a9-8750-e3da288bf6a3	397	23	11	9	0	22	14	0	0	0	31	0	0	0	0
507620ef-f0fc-4ac3-a7c0-ea2e36c40f77	249	12	97	156	130	119	87	60	0	39	22	7	15	119	10
50a5970d-a0cb-4251-8ab0-74ad0e94be9a	420	24	1	2	0	8	9	0	13	0	24	1	0	0	0
50b61288-1412-4104-92e6-8b1a359ef399	29	146	177	279	255	242	77	0	2	0	2	33	0	83	27
50e3a421-9741-4cd8-911b-0f47ca518b6a	241	30	104	151	62	106	195	119	51	0	21	0	50	21	18
50eb58ba-c623-11e3-bf01-24c6515278c0	211	198	0	71	5	57	39	0	20	0	43	0	12	0	5
50ee360c-e3df-4888-9999-ebb88e271d08	218	68	52	77	195	138	0	0	0	6	0	21	0	65	20
50f4d836-79a9-4bc7-a63a-7aa29e41d418	366	44	10	0	0	26	32	0	0	0	31	0	0	0	0
51206157-94cc-4702-8247-c98283b487aa	433	8	2	0	0	5	7	0	0	0	27	0	0	0	0
513bafce-375c-49b0-ae75-6c607abd05d8	397	25	0	2	0	27	20	0	0	0	21	0	0	0	4
51458c86-0fdd-470e-b059-1ffbffc92a7f	262	1	51	0	14	158	99	34	14	40	2	0	9	0	19
5174f450-0bf7-4237-a53e-844064f0e701	224	65	0	0	131	158	0	0	56	0	0	0	0	27	4
51800588-c622-11e3-bf01-24c6515278c0	272	72	30	1	0	108	48	0	0	4	34	11	0	0	4
5187e77d-f412-4303-8049-11d1aa1a0235	87	127	103	0	0	238	108	0	0	0	67	21	0	0	6
51893d3f-e7f3-43f9-9fd0-c0f25ae96804	172	0	24	300	694	129	36	394	0	360	0	502	0	0	181
518d6c1b-8234-40be-9560-6d383d5866fa	357	0	16	55	69	75	0	0	0	0	0	6	32	9	3
5193a482-6ed9-4504-bd7c-c8b9e4103577	177	118	44	58	0	159	112	0	8	11	32	13	0	18	0
51adf6cf-f422-4d7e-aa46-cc9bf0ef8693	123	59	7	57	150	221	16	37	105	171	60	20	40	0	77
51b25b37-f75c-4380-a0f6-5273e0b7ee33	0	226	114	181	18	195	159	0	39	38	85	58	0	0	41
51dd1a39-7349-442c-b7e1-7850fb800569	422	9	1	2	0	2	4	0	0	1	28	0	3	0	0
51e5a835-eb48-4640-87d0-f40f5e2bff18	435	6	0	0	0	4	12	0	0	0	24	0	0	0	0
520b8ab2-c623-11e3-bf01-24c6515278c0	136	180	13	0	181	149	0	10	10	57	0	0	48	33	16
522dc834-8367-4f49-b93b-fcba91a2de7e	148	24	37	59	0	269	42	0	0	4	42	0	0	5	0
524bbd14-1e1f-479b-9a71-d27fce32d8bc	61	75	36	243	363	136	64	7	139	223	0	59	591	0	11
5255d645-d3d2-422e-8449-046cd21f4935	17	370	21	314	24	72	166	127	18	12	84	77	46	58	24
526b3796-2cbd-4eec-8273-064b41456279	341	97	0	38	0	14	42	82	11	0	41	0	0	0	35
52910a60-bb15-4ba5-9d09-50d8ee6a445b	27	104	263	119	157	188	118	123	198	85	0	0	28	103	45
52d8ccfc-c623-11e3-bf01-24c6515278c0	190	98	51	93	58	137	57	76	4	82	8	12	15	105	14
52f2d49e-f24d-41d2-9f73-33bd1cc51bba	426	0	0	0	0	1	0	0	0	0	34	0	0	0	0
52f43b72-15ea-40a0-a3b4-4bf22bc0bf25	265	66	14	19	3	119	57	0	7	0	27	12	4	1	12
5310f698-d31a-4628-84b4-dc9ac29722a5	315	58	6	29	16	79	26	0	44	10	29	9	0	14	0
532259b8-c622-11e3-bf01-24c6515278c0	0	245	55	154	136	242	21	0	26	43	21	29	21	0	9
532bec86-b8d3-41a1-ba17-913a7d378f66	35	242	126	270	140	131	121	119	44	36	93	102	0	0	107
534d941c-ec2d-47eb-b2dc-d3f856d0b151	405	0	0	0	1	35	4	4	1	0	32	0	0	0	1
53534b3c-cd15-4d68-a9b1-6902bb234c45	79	188	106	223	76	122	129	28	53	68	38	29	0	22	145
536dedba-46c4-4a21-b112-13c030b13069	244	211	0	39	0	18	93	0	22	0	22	0	0	0	0
537cccf2-fb25-448b-813e-ca5d5642b910	426	0	0	0	0	0	0	0	0	0	29	0	0	0	0
53ac794d-1067-43e0-8dc0-43b131f43ec5	441	0	1	0	0	0	3	0	0	0	29	0	0	0	0
53bb7112-3e38-45fe-a9c4-1b0871babf4a	154	0	195	97	170	208	15	131	44	82	44	6	38	26	4
53bcbb68-addd-47fc-9910-cd1d3f38197d	0	383	232	447	504	0	0	0	0	71	0	212	0	18	49
53d32d8b-5649-42b0-8c52-2c39af2a961b	253	0	147	59	158	128	0	48	30	0	0	0	0	1	119
53dec97d-0464-4ffd-8e2e-95b2b9a03af0	143	244	0	217	0	97	46	0	1	7	54	0	13	0	2
53df19a8-c623-11e3-bf01-24c6515278c0	105	206	15	133	161	175	0	27	0	30	0	58	38	52	11
53e6a756-bdcc-4217-afe7-27d776159544	329	39	0	0	0	85	31	0	10	0	39	0	0	0	0
54195db3-94a9-4538-8bb8-9953d936acd4	0	297	356	211	0	54	307	0	0	0	102	214	50	0	14
541f91bd-7e9d-4348-9e78-45b948d8967e	322	66	0	34	7	68	10	0	23	2	35	0	15	0	1
54319e3d-c28f-4ba1-9c87-299d303e4de3	306	84	0	0	0	72	65	0	0	0	22	0	0	0	0
54354d24-c622-11e3-bf01-24c6515278c0	322	35	0	0	0	90	27	1	1	0	23	2	3	0	10
54426b1a-e0d3-4d8e-9e81-2d8e6b153b22	423	1	0	0	0	3	1	0	0	0	33	0	0	0	0
546b97b0-ab82-42a1-bbd2-241523278ec3	426	0	0	0	0	0	0	0	3	0	32	0	0	0	0
546b982f-60d9-43df-9761-09369afbee2d	320	72	0	30	0	0	73	190	7	5	0	38	97	170	0
54842328-9432-4820-8976-7964bf9bf147	420	0	0	0	0	7	3	0	0	0	30	0	0	0	1
54a77010-2f16-4da9-8ca0-746a51801a00	0	176	180	364	340	177	0	57	98	154	68	75	81	62	14
54cfd4b0-c623-11e3-bf01-24c6515278c0	228	34	18	9	0	194	29	0	9	0	38	14	0	0	7
54e78de0-d357-4125-a904-ab35e461572b	0	359	104	68	293	29	0	111	333	44	20	84	40	118	29
551d5082-ab6a-4674-af0d-ce408f589949	275	136	0	25	0	56	133	0	17	0	26	36	0	0	0
5533240d-8fed-440d-b781-6092785a77ce	117	46	1	28	170	265	0	57	111	0	39	36	27	10	41
55345803-83d4-4fdb-b0ee-328753801da1	295	97	21	60	0	61	107	29	3	9	8	8	30	0	9
554b9439-7e11-43ec-8bc3-448c59100b9e	0	275	82	284	474	172	0	46	123	8	0	20	50	3	31
558239c7-a160-4228-8fdf-a0a1d2f62133	141	18	26	25	101	275	0	25	15	63	30	4	25	17	8
559c30f2-8ae7-43c8-819c-800261065e06	386	11	21	9	9	41	0	0	0	0	1	0	15	5	2
55ada396-0878-4724-8ebe-00da367eed3d	0	314	84	282	50	124	235	37	48	0	73	0	48	3	11
55c75a2a-f3d2-4469-9d23-604cf539d548	395	0	0	0	32	52	0	0	0	0	0	0	10	16	4
55c82198-5be6-4cc5-b5b3-b707af234107	438	4	0	0	0	0	9	1	0	0	25	0	0	0	0
55e520f4-0e4b-41a2-9951-c4e9f323100b	422	9	0	0	0	0	0	0	0	0	36	0	0	0	0
55e5497a-c623-11e3-bf01-24c6515278c0	295	85	0	28	0	77	20	0	0	4	36	9	0	6	4
561fd34c-7c7d-4df0-bbfc-3d31147ca562	257	123	17	50	0	67	42	0	4	11	32	19	0	0	0
56425c2e-6bbf-4b20-ba07-79a526dd4603	427	0	0	0	0	6	3	0	0	0	27	0	0	0	0
5650dc4e-8bce-4716-9199-cd5750d7a888	317	17	37	8	124	90	0	41	20	8	12	4	13	44	0
565e656c-d5e3-4fe4-a10c-2e9ca1e498b5	415	15	0	0	0	0	0	0	3	0	34	0	0	0	0
56681386-d407-4f53-ae4f-6c04437652f7	324	46	6	0	0	82	42	6	0	0	25	0	4	0	0
569393c8-e2fe-4580-a45b-81f1b1e01135	0	212	160	1266	778	0	94	236	131	138	0	73	315	166	42
569ff1b4-de87-4309-8484-80549aaf9485	314	0	34	0	0	114	38	0	9	6	15	0	3	0	0
56c846d6-c622-11e3-bf01-24c6515278c0	398	30	6	14	0	17	18	1	10	0	32	0	0	7	0
56cc8740-b132-4cbc-b513-f0b5b2305ca6	10	234	32	291	341	175	93	216	59	36	11	112	41	160	4
56d4ea48-c623-11e3-bf01-24c6515278c0	276	99	0	6	0	87	43	0	7	5	30	12	0	0	3
56ddcb96-e90b-4fce-aa4c-c677bbfee488	187	0	0	515	391	128	0	1000	0	194	263	520	0	0	45
56e57223-264e-489d-bc9a-a07789065c40	382	48	0	2	0	8	18	0	17	0	28	0	0	0	0
56ffaa35-814c-4c0b-b3c6-d4514d34fec2	99	53	64	72	97	288	17	0	0	0	0	51	17	33	1
5702affd-eafe-42a4-8f56-c1f22f8f184d	446	0	0	0	0	0	8	3	0	0	4	0	0	1	0
5714b52d-7048-41b5-8141-bf42d960abe4	426	7	1	0	0	8	2	0	0	0	30	0	0	0	0
571ce258-b453-4cac-b05e-05755791be84	395	0	0	0	0	49	8	4	0	0	27	0	0	0	0
573ee34b-43a7-40d8-95ee-0ced4b46a7c8	394	21	0	8	0	21	10	0	0	0	29	0	5	0	0
5769ae11-5f1b-483f-b228-7584591c66e6	224	89	13	0	23	142	65	32	18	0	15	2	10	0	19
576a1741-8c65-40da-9f0f-b2ca805d70f3	213	175	6	40	0	103	122	0	9	10	0	25	0	6	0
577d5c9e-fbda-41d5-b0b3-cdb733453ea5	398	36	1	4	1	6	12	0	0	0	30	0	0	6	0
578ba169-1d2f-4187-b174-082bbc6a5bd2	406	45	0	0	0	0	16	0	0	0	25	0	0	0	0
57947014-053e-4c34-b6a7-9e6f36f48010	426	7	1	0	0	8	2	0	0	0	30	0	0	0	0
5808f774-c623-11e3-bf01-24c6515278c0	108	178	6	84	11	182	121	0	75	15	27	0	8	0	0
581be6cf-9778-49c3-9c77-1316eaa78929	441	0	0	0	0	0	0	1	0	0	26	0	0	0	0
589daa3f-0b76-4c9c-b494-048955e36052	412	17	0	0	0	7	0	46	0	0	19	12	0	0	41
589e0aea-9057-4b8c-8af1-74c74fe46a38	371	65	0	0	0	36	76	0	0	8	0	8	0	0	0
58c7e9c3-1345-48c0-a758-0887358b8696	448	0	0	0	0	0	12	3	0	0	0	0	1	0	0
58d3e932-b4a3-4cac-a6ac-73160e354a15	123	11	0	166	106	187	67	487	150	0	0	36	0	508	0
58e2453c-bb58-43a3-9642-705ec0e0bdbd	419	19	0	0	0	8	4	0	0	0	30	0	0	0	0
58f4ff52-c623-11e3-bf01-24c6515278c0	287	109	0	0	24	57	9	0	36	7	37	10	0	0	21
58faf969-bf37-4180-8807-2f44f2cc8eda	0	338	69	0	0	148	273	0	0	0	0	139	0	0	5
5912d4b3-2d5d-4b98-b967-1b4ff177097a	277	0	39	0	14	139	39	19	29	51	42	15	16	13	2
5935dd9d-d411-48f8-8512-aa73a63878b0	436	0	7	1	1	17	0	0	0	3	0	0	12	5	4
59632e7e-c622-11e3-bf01-24c6515278c0	40	173	9	228	140	238	10	0	46	37	20	27	31	70	36
5975deb5-00d2-4d18-b5c0-34ac9947fe11	253	91	0	16	4	117	31	1	37	0	19	0	8	0	6
597e4011-ea99-4356-b1d9-8cfe35db7c3b	265	104	21	0	1	94	97	0	13	0	22	0	0	0	0
59938f45-3e57-43d6-af3b-bb4968249e5a	221	173	0	0	0	86	98	0	57	0	17	29	0	0	0
59bfcb53-91c1-4dce-856a-f4afc8fa6224	429	0	0	0	0	0	0	0	0	0	27	0	0	0	0
59c18694-8a43-41dd-a6f6-52a20bc8dd54	205	206	0	0	0	48	66	4	158	0	30	20	2	20	2
59e2d6d1-debd-4796-ab0c-6a5673a990fc	422	0	10	2	0	30	0	0	0	3	0	0	14	6	5
5a51a6fc-c623-11e3-bf01-24c6515278c0	374	0	0	0	0	55	8	5	9	0	28	0	0	0	1
5a535c49-d42e-43c6-9d32-dc76f28d4f0f	402	27	0	5	0	4	1	0	2	0	35	0	0	0	0
5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c	185	131	0	28	149	156	0	44	0	15	0	24	0	0	29
5a7f3c88-ef02-4e97-8009-5622245b6a09	333	2	18	37	65	99	0	0	0	0	0	10	21	18	9
5ab6a1d3-76f8-45d4-a430-d9831daa9ec4	310	4	9	0	7	130	14	0	15	1	17	0	7	0	1
5b178f44-c622-11e3-bf01-24c6515278c0	269	61	0	0	0	128	69	6	9	0	0	0	8	20	3
5b180356-cf58-4fad-a3d4-00fc12b43fcc	185	117	0	106	78	129	0	6	65	14	0	7	131	0	14
5b41e033-6df8-411e-a13b-59eeb8afbf9b	235	100	9	49	100	115	0	65	64	33	43	11	23	3	4
5b4b2312-acb5-4329-8d46-7f93213e3daf	412	38	0	4	0	0	21	0	0	0	24	0	0	0	0
5b560f4c-d2a3-43fa-b394-abef78bdefc1	59	198	38	85	5	208	136	53	24	0	22	17	12	13	25
5b7d5767-2037-4175-aec9-886776343181	198	90	124	250	391	61	49	307	0	24	3	0	228	0	54
5bb37ffc-c623-11e3-bf01-24c6515278c0	265	59	0	4	94	137	0	0	0	50	0	4	0	3	11
5bcf473f-417d-47a5-9745-ac7faf830b1f	270	32	53	64	52	117	0	0	24	26	0	2	60	0	2
5bdca282-c671-48ff-b32b-2380996016c0	425	4	0	0	0	0	2	0	0	0	33	0	0	0	0
5beafbbb-4613-4bab-977a-11c865e13a84	353	44	0	36	0	30	18	42	2	0	33	0	0	0	52
5bebc389-de0d-45b8-9d2f-6476988c358a	457	0	0	0	0	0	12	4	0	0	0	0	1	0	2
5c02d399-07af-4573-a568-bc1b256bc8f8	441	0	0	0	0	0	0	1	0	0	26	0	0	0	0
5c156f63-6537-4d93-a6c2-4155618cf638	424	6	0	0	0	11	6	2	0	0	24	0	0	0	1
5c3def3a-b515-41f6-8157-681b963534e7	185	0	0	116	169	62	146	25	95	306	37	394	759	0	0
5c4b369c-51a3-4ca7-8b9d-2a8e49c0dde7	266	120	8	37	0	70	63	0	22	0	32	14	0	0	1
5c775f90-83d4-4c1e-88c2-4e1ed1daa96f	399	3	6	5	0	43	10	0	0	0	27	0	5	0	0
5c8da06c-7964-4ad1-ac9e-d1b5507105d2	185	171	29	55	0	101	162	0	29	0	44	16	4	0	0
5c9b8a2c-c623-11e3-bf01-24c6515278c0	241	64	24	0	0	139	74	0	0	0	27	0	0	8	5
5cbd429f-ffab-41ad-8016-422f1c922e99	349	0	12	8	34	92	0	0	0	0	0	8	17	24	5
5cc7c966-499e-49e3-b509-4eeb00ee03d4	0	153	255	0	387	177	0	0	261	109	25	37	0	50	10
5cf21488-c622-11e3-bf01-24c6515278c0	334	62	0	15	12	66	11	0	3	0	16	0	5	5	6
5d58b984-e0b8-4237-a576-0e9d4079599e	147	224	0	0	135	78	0	0	69	10	0	80	20	27	3
5d6ad982-bb01-4233-b8fa-d129460eec79	240	112	29	34	0	65	84	0	5	5	11	0	51	2	2
5d922e48-aa70-454d-9417-c9af686feebc	134	216	9	135	12	118	134	12	7	0	29	6	17	11	21
5d9ff58c-5702-48fc-a66a-d1276327fd49	7	214	132	133	457	149	0	92	363	0	31	27	1	97	22
5dbf3203-ce73-41e4-bf9a-32fc856f73f5	0	0	1026	670	874	0	141	0	0	435	65	360	22	108	110
5dc6f055-c4f6-49a1-a68c-94cf87cbd363	238	185	0	83	0	55	104	18	18	0	33	14	0	3	4
5dce221a-c623-11e3-bf01-24c6515278c0	158	23	60	0	0	254	159	0	25	8	6	14	0	0	19
5deeaa45-4c1b-4ab2-a487-93c548838f68	426	0	0	0	0	0	0	0	0	0	29	0	0	0	0
5df0aab4-0be2-4da3-a4b7-a10fca09a4ba	417	9	0	0	0	19	0	2	4	0	33	0	0	0	0
5df489bc-6178-49e4-8a42-506f70300dff	176	86	7	12	194	198	22	6	21	106	0	41	0	5	3
5e9c69d2-c622-11e3-bf01-24c6515278c0	338	29	0	44	47	79	0	0	22	32	0	26	9	20	24
5ead73fe-1c34-48ed-b20d-89fc3c82dbd6	0	376	28	35	379	70	0	0	238	0	0	94	25	56	3
5ecc88f7-8391-4168-af11-07a6bf9b3652	451	0	0	3	0	0	0	0	0	1	22	0	0	0	0
5eddfb26-c623-11e3-bf01-24c6515278c0	16	280	8	55	43	177	99	51	99	58	67	60	0	35	18
5ee1dda9-2e84-4617-af09-2ae02873b44d	294	131	0	22	0	41	27	0	1	1	38	10	0	0	0
5ee28a35-7aa0-48e3-9c14-daca7b0241fe	444	0	0	0	0	0	0	2	0	0	23	0	0	0	0
5f00a760-fbc0-41f0-b92b-b3c553eac0e5	287	71	103	0	115	77	0	106	40	0	3	0	56	0	11
5f096d7b-a1ea-4cc2-af73-10108089ae84	333	32	0	19	0	72	10	0	3	0	35	0	14	0	0
5f13e9b8-6c8e-4fd7-aef1-da4e5d5e2a5e	392	0	4	0	0	64	13	3	0	1	13	0	0	7	0
5f18b334-6616-406f-8f33-0592b56c14e6	374	23	2	5	0	38	21	0	0	0	30	0	0	0	0
5f53bcda-2fd3-4574-9cc2-5efe353372b2	431	18	0	0	0	0	9	0	0	0	23	0	0	0	0
5f94cb62-4019-47ff-bf6a-eeda8e9e033c	240	69	79	0	0	128	87	0	30	16	22	26	0	0	19
5fa88c3a-dbc1-43f2-82b2-e0592f35ce57	381	10	0	0	0	56	13	0	0	0	29	0	0	0	0
5fd632ea-085e-4e9b-8dcc-ec94e492d3bf	100	262	46	63	65	114	55	25	43	46	22	13	31	35	7
5fd77ba9-5015-4d8b-86a0-582e5c76bdd6	234	82	23	13	0	135	85	17	3	11	20	21	8	0	3
5fe83740-0688-46fe-97b4-4c7c8cfa206e	415	8	0	4	0	4	0	0	0	0	36	0	0	0	0
5fe8a231-bbac-4f91-a47a-0de4fee752d3	411	14	0	0	0	8	0	2	0	0	30	0	0	0	0
6012cb02-c623-11e3-bf01-24c6515278c0	252	64	37	0	31	121	74	12	14	21	8	7	0	16	5
603594e3-e427-494c-b9ee-e872d6629563	390	27	4	25	0	29	56	0	0	0	15	24	0	0	9
60413de1-6cd2-4f74-8180-3bdd394d6d16	204	23	0	353	412	92	87	321	85	25	0	8	1	466	0
6051f40a-99e5-4461-9255-0e70d757b4d5	143	113	129	247	85	177	65	0	0	21	15	4	10	2	18
60525b38-c34b-479b-86d3-013c7e567b8f	0	179	334	843	416	41	74	122	284	1	137	0	106	28	35
606111e3-6b7d-42a6-b7d0-9d6c3e33acd6	441	0	0	0	0	0	0	1	0	0	26	0	0	0	0
606d7f5e-ff98-4245-a9ac-281f5074f97a	398	17	0	0	0	46	32	0	0	10	0	0	0	3	2
60aff7a0-4960-4ed1-922b-3233ccbfdba1	257	13	97	33	53	134	131	91	32	30	0	25	31	0	9
60c33e32-7e19-4e71-b075-a63fcf27e660	292	0	113	178	51	114	87	0	0	0	40	0	24	5	1
60e78c80-41a5-456a-9a81-9007d18fd72c	0	144	45	245	35	276	25	0	262	36	0	0	29	58	10
60f81dba-c623-11e3-bf01-24c6515278c0	276	50	24	27	16	113	55	11	39	11	23	0	0	41	3
616ff577-c5c3-432e-a857-f29901de119c	431	10	0	0	0	5	16	0	12	4	23	1	0	0	0
6172ca02-c622-11e3-bf01-24c6515278c0	263	82	26	0	0	123	88	16	24	15	0	29	4	0	1
61973578-4c0d-4a3f-b9c4-f96ceab24629	148	293	36	30	0	14	219	0	164	20	48	91	0	0	0
61a48c69-4f7d-4dc6-aff7-88a6c33137df	367	43	19	0	0	31	27	1	24	0	31	0	0	0	0
61cad26a-cbc6-4977-83b9-dc61e49f2861	96	241	0	179	10	142	127	17	16	14	35	30	39	0	43
61d941f1-87df-43af-8a29-b6809c809275	296	70	4	31	0	85	128	2	29	18	12	10	20	0	2
6218f366-d5d2-4289-a95e-eeedfae7523a	135	188	0	70	3	81	179	93	299	52	0	23	0	0	130
622eaa04-b8f9-471b-98b0-7befd119f14c	42	130	220	184	93	163	9	0	195	127	45	131	54	72	64
6239e340-d50c-45b1-a7ca-e1135671ae0f	420	3	3	0	0	17	5	0	0	0	29	0	0	0	0
626c9788-d70c-449b-b9dc-5e3f6fc00991	336	51	5	10	2	66	36	12	33	16	16	10	8	0	7
627823ec-c623-11e3-bf01-24c6515278c0	0	330	0	64	519	145	0	11	181	7	0	8	29	36	18
6297aa77-37a0-4f46-987b-32bd8653c0c2	334	32	8	6	0	72	29	0	19	0	26	0	4	0	9
62ac7c91-da99-4144-b927-e90528dcd8d4	413	21	0	0	0	0	7	0	0	0	27	0	0	0	0
62ea1264-47b6-4a6b-9fa6-779837f8e905	416	14	0	19	0	0	55	5	17	0	24	9	0	14	0
62fceb56-8c6e-4d20-9d2f-5b7042854d23	419	9	1	0	0	0	6	0	0	0	32	0	0	0	0
631ab9d0-5400-400c-b0bc-c3e576bcfe06	272	39	109	27	0	114	121	0	17	0	31	0	0	5	4
631eedb3-dbd1-4606-90e1-ea91b9a77a5a	441	0	0	0	0	0	0	1	0	0	26	0	0	0	0
632f3eb0-c623-11e3-bf01-24c6515278c0	329	81	2	4	6	55	18	0	8	2	23	21	2	6	1
637208b2-d8b6-45a3-a389-6f34db18fea4	395	3	0	10	0	33	1	0	0	0	27	0	9	0	2
63762458-902a-4329-a823-703b54cb5f9d	287	52	23	7	2	105	74	0	12	4	21	2	0	0	0
638e80c7-9a6e-4a32-a621-fc4168e72343	428	0	0	0	0	0	0	0	0	0	30	0	0	0	0
63a907ff-1042-4f9c-a385-55a32b3e103b	398	7	11	17	0	50	4	0	9	9	0	0	9	6	4
63adc09c-e1b1-40dd-9c35-2f8276b656fc	262	42	54	29	22	116	69	0	38	17	37	1	31	0	0
63bc376e-5a3d-44fd-8d77-686dfc41e458	381	0	0	6	0	48	5	3	0	0	31	0	0	0	0
63d0c49d-918d-41fb-808a-1f8001981917	444	0	3	0	0	0	0	2	0	0	22	0	2	0	0
63db50d6-5ef2-44d0-9906-26eae74ecf44	85	0	0	0	421	197	0	1375	0	302	305	1082	0	0	64
63ea274b-d42b-4787-9c54-8ee95ea376ec	426	0	0	0	0	0	0	0	0	0	29	0	0	0	0
63f5bb12-1b20-49d4-9e98-570e368f947d	437	0	10	2	0	0	5	0	0	0	30	0	0	0	0
63faa59e-6649-412e-823a-338d0662ec72	382	53	0	0	0	19	39	0	0	0	21	0	0	0	2
63fef3fe-c622-11e3-bf01-24c6515278c0	248	121	0	18	0	107	102	0	1	0	11	19	3	8	1
6400c324-2c94-477d-acb9-669d4ea46f1e	448	0	0	0	10	0	0	0	0	0	0	0	9	11	4
642e1379-1061-40bc-9a4c-f7c191e84d9d	46	252	120	268	252	134	19	39	96	0	33	168	62	9	19
64446aec-c125-4c81-b9cc-62482cb1aaed	400	6	22	0	0	31	38	0	1	0	27	3	0	0	5
644c669b-937b-4adc-81b9-6a1811cba9da	341	41	12	7	5	80	61	0	14	3	1	0	7	9	2
64623aaa-a274-4baa-8b71-958d9c8df733	77	50	569	609	370	1	119	130	176	133	230	95	100	63	28
6495e68e-1434-45d3-a03d-f286447dda79	33	233	47	218	158	170	57	13	47	84	33	21	54	0	41
649f2c20-5b50-40a8-a6fd-9a51f3d5b9df	12	281	164	242	202	127	80	166	12	54	78	166	53	19	31
64a17d5b-8f40-4ccf-8f2f-e68c5fe6b1ff	426	0	0	5	0	0	0	0	0	0	33	0	0	0	0
64b80154-c623-11e3-bf01-24c6515278c0	290	101	0	26	6	80	28	2	1	4	28	0	8	9	0
64c2e6a0-2341-49c4-a6dd-656e7bb505dd	426	0	0	0	0	0	0	0	0	0	29	0	0	0	0
64dd81e1-35fa-4579-8a4c-f7486adbb949	304	25	79	150	252	52	2	32	0	11	0	62	101	38	0
64e5ee38-e5c6-4911-ad87-c50dd8e52f1b	441	0	0	0	0	0	0	1	0	0	26	0	0	0	0
64f696a6-58b2-40a8-b848-fd775cd52529	457	0	0	0	0	0	16	2	1	3	0	0	2	0	0
6507e084-c038-4ba6-a431-fb9a53190d5f	330	60	3	0	0	70	44	35	5	7	19	0	0	5	0
650fe009-da01-4717-89df-9c95fafe3d7e	241	172	0	62	5	59	45	5	27	1	25	0	0	0	5
6527aa5a-c622-11e3-bf01-24c6515278c0	351	36	26	1	0	53	24	3	19	0	23	0	0	25	10
654dba9f-cfe5-4121-97c7-868613cdef53	219	131	0	62	40	116	7	0	24	24	7	0	0	36	3
6551ec26-4166-4d4f-bee2-444ea2466978	349	49	0	0	0	56	15	0	18	0	31	0	0	0	0
65723119-bdfe-46f0-b629-c171023abd71	376	0	0	186	337	29	217	230	0	26	62	529	0	0	6
65be412d-46c3-4cbf-9b46-b35351e53065	0	245	212	258	327	168	58	0	0	39	0	141	0	31	34
65d2dbc3-a163-4696-b246-47a430e66572	274	119	21	7	0	75	105	0	0	0	6	0	12	0	5
65f702b8-c623-11e3-bf01-24c6515278c0	264	65	0	9	10	107	7	0	47	0	58	0	0	0	6
65f9a820-f026-4a10-8bb7-1fbc3b38321e	44	369	0	390	42	58	50	20	42	0	109	0	35	0	8
6622f932-c622-11e3-bf01-24c6515278c0	397	30	9	0	0	18	20	0	5	6	18	4	6	0	4
66290cc6-1f1f-4a0b-83d1-423952da4840	297	6	31	0	36	126	2	51	10	20	32	0	31	0	0
66701395-5a53-41bb-866b-3bbf08bc33ab	437	0	1	11	0	1	0	0	0	4	5	0	2	6	3
669f0e01-28f6-4ed8-bdb5-73f84ea28f78	3	260	212	139	0	133	419	0	30	11	40	151	19	9	15
66b4a1f3-480f-4050-96ac-920c1c080864	417	5	0	0	0	20	14	0	0	0	23	0	0	0	4
66d312fc-809d-428b-98e3-a29d211db35c	268	71	8	60	28	81	32	50	8	52	33	0	0	0	93
