Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W
4c3eda94-56f4-46d3-8c88-50d476e773f6	401	23	7	3	0	1	9	8	0	0	0	0	24	0	0	3	0	0	3	0	0	0	0
4c3f733d-5fd5-4f67-af5f-8c36c5b37be2	427	0	0	0	0	2	9	3	0	1	0	0	22	0	0	1	0	0	7	0	0	0	0
4c4aa1b1-fda3-4c5b-b588-68aa727500ad	290	23	99	9	31	14	5	35	3	0	0	7	24	2	0	21	1	0	7	0	0	0	11
4c5228b5-bf31-4abd-a47c-d088e16dba13	148	70	181	34	52	16	18	51	113	3	1	12	42	0	37	2	4	15	1	6	0	8	0
4c59fb2d-21b6-4b09-8174-6102de736e4d	75	0	41	240	378	477	1474	45	59	112	0	1028	61	341	273	0	416	38	93	306	22	0	0
4c755527-3b5d-4d36-822d-990aa1003d6a	317	14	93	26	3	0	4	28	0	0	0	7	30	0	0	0	1	0	1	6	1	0	0
4c8afa82-c623-11e3-bf01-24c6515278c0	135	178	125	15	161	0	14	75	6	23	0	24	52	0	0	8	17	1	25	1	6	0	9
4cbe411b-b05e-46bd-bea8-126289a0866c	108	129	153	148	114	0	4	188	8	0	0	14	31	0	5	7	0	2	12	0	0	0	34
4ceeb025-2f16-4f80-b9b4-0151346349c6	365	22	39	0	0	1	10	8	0	7	0	0	24	0	0	2	1	2	3	2	0	0	0
4cfb0aee-6661-478a-8694-9d8ba15e46b7	277	57	76	0	0	14	7	13	35	37	3	6	0	46	13	3	4	2	8	2	1	1	9
4cff8590-559e-4204-8635-96e11bfeda68	347	0	31	57	9	0	6	45	46	47	26	0	18	14	0	3	2	4	2	34	18	0	0
4d11d7da-1204-437e-87b1-e8337a67c9a8	317	48	67	0	0	2	10	12	39	0	0	7	32	5	2	2	1	1	1	7	6	3	0
4d121008-0987-4142-a2b8-7dac58f3110a	340	0	82	15	0	1	8	15	0	5	0	0	23	0	0	1	1	1	3	4	0	0	0
4d1a4587-adb4-4a65-943e-f19efe8de142	380	9	30	12	12	1	7	6	4	14	0	0	29	0	0	1	6	0	2	0	0	0	0
4d2204f1-be84-4f58-b7e7-61ae9fbf6d25	308	74	58	19	5	0	4	76	13	0	2	8	0	0	2	6	8	3	0	2	5	1	4
4d409156-3a36-4c63-9ad6-b6af34f27b06	28	32	179	267	707	277	96	0	0	119	0	33	0	263	120	113	98	14	50	0	0	1	0
4d4eff82-ede0-47f1-b49a-ada025952114	114	80	230	51	42	13	0	96	0	0	0	22	19	2	0	3	5	2	7	10	8	6	7
4d690424-b015-46ae-885d-aa6d9031f66f	426	0	0	0	0	1	10	2	0	0	0	0	24	0	0	2	0	0	3	0	0	0	0
4d6bb438-86f0-4414-962f-2b1cebee4524	411	0	10	0	0	5	33	6	4	10	0	0	22	0	0	1	0	2	7	0	0	4	8
4d72d06d-b6af-4294-9eef-6e61e067761f	328	69	42	6	9	1	5	24	5	3	0	5	27	2	1	3	3	0	2	4	0	0	0
4d7f2c74-862b-4aad-98e1-fa831f14a905	266	45	88	76	2	0	58	54	18	28	0	2	26	20	0	4	5	22	1	0	0	0	11
4daa2708-d0db-40fe-a07a-763f003adcae	349	23	49	7	0	0	11	9	0	1	0	0	28	0	2	1	1	0	2	0	1	0	2
4dac9498-c623-11e3-bf01-24c6515278c0	239	68	125	7	34	0	1	29	22	6	3	0	27	2	0	1	3	2	4	0	11	3	6
4db9e471-0068-4ec6-9bcb-33ef5fdec33e	219	56	146	10	22	1	4	53	14	5	0	10	21	0	16	10	2	0	6	6	0	0	0
4dc9b032-7f7b-486d-a12b-8461af89501d	0	96	279	121	11	39	16	14	61	34	29	30	71	154	0	7	1	9	5	1	2	10	7
4de7441f-a609-4a75-9fe7-17a647079ac1	417	4	0	8	5	4	11	12	12	10	0	0	25	0	0	1	9	0	3	0	0	0	0
4e361622-f9a8-4e9b-a89e-19bafebe1d6a	394	1	22	0	0	9	6	0	0	24	0	0	3	16	2	3	1	1	5	2	2	0	7
4e596add-a7c5-4617-9649-b4ac6612e39c	423	3	0	0	0	1	10	1	0	0	0	0	24	0	0	2	0	0	4	0	0	0	0
4e7cdeda-6dc1-4f17-b853-72a68e5aa7e1	110	57	170	116	113	344	106	0	0	69	159	59	19	14	9	61	16	5	0	0	43	63	0
4e7e6e1f-c648-446f-bdf6-0b1fcc6dfa83	325	33	67	10	7	2	3	17	3	0	1	2	29	1	0	0	1	0	1	0	0	0	2
4e8396f7-9506-4401-96b6-bb2e89557d59	63	265	44	155	235	142	2	8	0	91	48	25	12	192	0	7	36	12	6	19	0	48	35
4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	48	120	179	92	172	176	231	0	65	0	66	0	23	179	14	22	95	36	9	0	0	2	3
4e913899-eeb8-4630-ba9d-41a81ced8069	0	296	88	97	105	228	77	19	121	48	0	13	23	109	32	9	24	11	10	2	19	27	20
4eac784b-084a-4106-9a76-2d9fbec57033	304	32	90	26	13	0	1	41	0	0	0	8	28	0	1	1	0	1	6	0	3	3	0
4ecbfd89-393f-4126-aa1c-951a2c23ef89	426	0	0	0	0	1	10	2	0	0	0	0	24	0	0	2	0	0	3	0	0	0	0
4ed52e0c-c623-11e3-bf01-24c6515278c0	0	68	303	116	0	77	58	3	20	16	13	0	39	148	27	0	12	6	10	3	0	33	0
4ef20a13-f107-4654-adca-fc60b8f5be47	77	212	144	64	90	0	0	121	12	0	0	28	40	2	0	0	5	1	15	15	7	1	6
4f1fc78e-733d-4c6e-86b2-dbe1f98c141d	90	46	222	130	80	237	88	33	30	41	26	66	2	49	0	26	44	15	64	17	5	10	0
4f3c2c94-fa7f-4945-9dff-e4d4dac95f56	284	31	101	3	0	11	7	4	0	50	0	11	14	13	0	4	4	1	5	10	4	0	0
4f6f48bc-c622-11e3-bf01-24c6515278c0	206	47	151	53	23	87	62	8	5	0	0	9	4	78	23	17	6	13	0	0	0	4	3
4fdc8980-c623-11e3-bf01-24c6515278c0	156	108	157	5	63	36	27	39	22	4	24	7	32	40	0	14	8	32	1	3	7	0	11
50203cff-83f8-4884-8346-b91ef717d00e	409	0	4	2	0	1	9	3	0	1	0	0	25	0	1	3	0	0	3	0	0	0	0
5042b417-d14e-42bb-b6f3-de303346a252	267	47	111	0	0	26	2	3	13	42	5	0	9	16	4	8	3	3	6	2	3	0	0
5046f1b4-9d95-4841-ba30-691fa44719a2	17	187	225	0	51	115	12	22	90	0	58	31	9	117	15	1	9	25	0	6	7	32	6
504cdfc5-6721-43ef-b31e-fdf52f0cd9cd	73	125	188	75	15	42	6	30	9	89	0	28	24	43	28	1	10	15	4	4	5	4	0
504d4cb0-d2dd-420d-82e6-9ec14434a0fc	0	142	213	74	55	112	133	7	71	36	83	15	38	82	25	20	5	48	21	6	0	0	30
50515723-b495-42a9-8750-e3da288bf6a3	382	16	24	15	7	0	6	9	0	13	0	0	27	0	3	1	1	0	2	1	0	0	0
507620ef-f0fc-4ac3-a7c0-ea2e36c40f77	210	30	113	100	140	110	46	52	0	32	31	25	29	39	0	8	18	8	4	12	9	62	44
50a5970d-a0cb-4251-8ab0-74ad0e94be9a	406	21	1	3	0	0	7	8	12	9	0	1	23	0	3	3	0	0	2	2	1	0	0
50b61288-1412-4104-92e6-8b1a359ef399	0	128	233	186	213	146	3	47	0	63	0	47	28	123	14	44	54	16	0	0	0	3	4
50e3a421-9741-4cd8-911b-0f47ca518b6a	179	27	139	124	179	49	102	123	41	0	0	0	38	32	0	3	18	10	23	5	0	19	58
50eb58ba-c623-11e3-bf01-24c6515278c0	173	168	102	0	75	7	0	26	12	12	2	0	41	16	0	0	7	4	9	0	3	3	1
50ee360c-e3df-4888-9999-ebb88e271d08	186	83	129	60	57	156	1	2	0	13	0	30	0	38	7	7	28	14	0	0	0	20	29
50f4d836-79a9-4bc7-a63a-7aa29e41d418	337	26	53	20	7	0	3	19	0	0	0	1	28	0	8	2	0	0	5	0	0	0	0
51206157-94cc-4702-8247-c98283b487aa	418	7	0	5	0	0	9	5	0	4	0	0	24	0	4	1	0	0	3	2	0	0	0
513bafce-375c-49b0-ae75-6c607abd05d8	369	19	40	0	7	1	8	14	0	6	0	0	22	0	0	3	0	3	2	0	2	0	0
51458c86-0fdd-470e-b059-1ffbffc92a7f	187	6	186	58	2	21	34	69	12	19	12	15	13	0	0	3	5	12	7	0	11	0	31
5174f450-0bf7-4237-a53e-844064f0e701	181	80	167	0	0	58	0	0	40	0	0	0	0	109	0	6	5	3	0	4	1	6	5
51800588-c622-11e3-bf01-24c6515278c0	232	56	131	34	0	0	2	32	1	33	0	13	30	0	0	0	1	3	3	1	7	5	0
5187e77d-f412-4303-8049-11d1aa1a0235	23	110	272	96	0	2	1	70	0	72	0	34	46	0	4	3	6	5	8	4	1	0	0
51893d3f-e7f3-43f9-9fd0-c0f25ae96804	189	88	32	0	199	721	323	36	0	167	166	469	0	1	9	98	64	81	12	58	71	0	8
518d6c1b-8234-40be-9560-6d383d5866fa	348	0	51	23	39	40	12	0	0	31	0	5	0	36	1	0	0	1	5	7	0	3	20
5193a482-6ed9-4504-bd7c-c8b9e4103577	124	91	196	59	49	0	0	72	8	44	0	28	35	0	11	12	12	1	2	0	0	6	0
51adf6cf-f422-4d7e-aa46-cc9bf0ef8693	84	70	211	0	17	112	43	22	95	74	124	63	39	58	22	10	5	45	25	15	0	3	6
51b25b37-f75c-4380-a0f6-5273e0b7ee33	0	258	117	101	133	34	0	108	36	141	0	71	62	0	34	5	3	24	0	15	0	12	0
51dd1a39-7349-442c-b7e1-7850fb800569	407	3	6	4	0	0	6	3	1	8	0	2	24	0	0	1	1	0	6	0	0	0	0
51e5a835-eb48-4640-87d0-f40f5e2bff18	418	7	0	4	0	1	8	10	0	1	0	0	22	0	1	6	0	0	3	0	0	0	0
520b8ab2-c623-11e3-bf01-24c6515278c0	95	155	173	9	16	93	21	1	13	0	78	0	1	91	1	9	21	9	20	11	0	4	12
522dc834-8367-4f49-b93b-fcba91a2de7e	62	11	316	45	33	1	0	30	0	65	0	6	28	4	5	5	5	1	1	4	0	1	7
524bbd14-1e1f-479b-9a71-d27fce32d8bc	8	90	194	36	261	294	0	38	155	58	143	159	29	173	3	10	37	9	311	0	0	0	0
5255d645-d3d2-422e-8449-046cd21f4935	32	318	51	58	247	45	105	106	17	91	0	106	72	14	18	25	21	14	20	21	0	32	17
526b3796-2cbd-4eec-8273-064b41456279	307	63	52	24	34	0	89	24	13	0	0	8	38	0	0	0	0	22	0	27	0	0	0
52910a60-bb15-4ba5-9d09-50d8ee6a445b	68	186	24	144	96	131	89	114	190	180	79	0	0	17	5	48	9	23	9	52	39	46	9
52d8ccfc-c623-11e3-bf01-24c6515278c0	158	100	133	55	40	49	82	41	0	75	32	61	24	53	10	9	11	7	3	0	0	51	6
52f2d49e-f24d-41d2-9f73-33bd1cc51bba	413	0	0	4	0	1	7	0	0	3	0	0	27	0	0	1	0	0	3	2	0	0	0
52f43b72-15ea-40a0-a3b4-4bf22bc0bf25	230	59	122	23	19	4	2	40	5	21	0	11	23	6	0	3	2	7	4	15	0	0	10
5310f698-d31a-4628-84b4-dc9ac29722a5	279	53	80	7	15	21	0	22	38	31	0	13	25	0	0	38	0	0	0	5	5	3	0
532259b8-c622-11e3-bf01-24c6515278c0	0	243	177	54	76	102	0	24	30	127	0	35	25	33	23	2	3	5	4	7	20	1	11
532bec86-b8d3-41a1-ba17-913a7d378f66	47	218	87	131	188	121	120	81	45	137	0	118	72	43	53	8	10	62	5	16	1	3	0
534d941c-ec2d-47eb-b2dc-d3f856d0b151	378	0	44	3	0	6	11	4	0	2	0	0	25	0	0	1	0	2	5	2	0	0	0
53534b3c-cd15-4d68-a9b1-6902bb234c45	74	185	93	110	153	80	34	94	50	128	12	74	48	26	12	2	22	85	3	0	0	13	8
536dedba-46c4-4a21-b112-13c030b13069	207	167	77	0	67	0	0	57	21	0	0	0	36	0	7	0	3	1	0	2	1	2	1
537cccf2-fb25-448b-813e-ca5d5642b910	416	0	0	0	0	1	9	0	0	0	0	0	25	0	0	1	0	0	3	0	0	0	0
53ac794d-1067-43e0-8dc0-43b131f43ec5	425	0	0	4	0	1	8	2	0	3	0	0	25	0	0	1	0	0	3	2	0	0	0
53bb7112-3e38-45fe-a9c4-1b0871babf4a	83	0	231	162	19	143	132	15	45	113	23	53	35	47	0	8	6	2	19	24	0	25	29
53bcbb68-addd-47fc-9910-cd1d3f38197d	0	354	0	188	316	427	0	26	0	136	13	152	7	27	60	19	41	36	1	55	39	19	0
53d32d8b-5649-42b0-8c52-2c39af2a961b	220	0	118	107	36	122	55	5	48	83	0	0	10	11	37	0	12	69	4	0	0	5	1
53dec97d-0464-4ffd-8e2e-95b2b9a03af0	114	202	115	5	169	0	0	37	0	66	13	0	44	9	8	5	4	1	6	18	0	3	5
53df19a8-c623-11e3-bf01-24c6515278c0	110	213	107	22	83	90	41	14	0	64	0	45	2	92	22	3	26	4	8	16	8	3	38
53e6a756-bdcc-4217-afe7-27d776159544	291	27	106	13	3	2	6	19	8	8	0	3	30	2	6	0	3	0	2	1	2	1	0
54195db3-94a9-4538-8bb8-9953d936acd4	0	289	16	292	164	0	0	200	0	224	0	206	93	11	17	8	18	12	29	4	0	15	7
541f91bd-7e9d-4348-9e78-45b948d8967e	287	50	91	10	21	1	5	11	11	21	0	1	29	27	1	3	1	0	8	0	5	0	0
54319e3d-c28f-4ba1-9c87-299d303e4de3	262	57	116	22	10	1	3	41	0	0	0	0	27	0	0	0	0	1	2	3	3	1	0
54354d24-c622-11e3-bf01-24c6515278c0	281	27	111	0	1	3	8	20	1	19	0	5	21	1	0	1	1	6	5	1	2	0	0
54426b1a-e0d3-4d8e-9e81-2d8e6b153b22	411	0	4	5	0	1	8	0	0	1	0	0	27	0	0	1	0	0	3	0	0	0	0
546b97b0-ab82-42a1-bbd2-241523278ec3	413	0	0	0	0	3	8	0	3	0	0	0	27	1	0	1	0	0	3	2	0	0	0
546b982f-60d9-43df-9761-09369afbee2d	299	49	36	29	51	28	181	35	7	0	0	74	25	22	0	0	12	1	42	0	0	111	0
54842328-9432-4820-8976-7964bf9bf147	405	1	8	2	0	1	9	3	0	0	0	0	25	0	2	1	0	1	3	0	0	0	0
54a77010-2f16-4da9-8ca0-746a51801a00	19	192	82	128	257	155	80	9	66	102	139	67	39	197	84	21	22	6	15	89	0	14	63
54cfd4b0-c623-11e3-bf01-24c6515278c0	173	27	209	17	0	5	5	21	8	49	0	14	26	0	7	0	1	4	4	10	0	0	0
54e78de0-d357-4125-a904-ab35e461572b	0	345	22	106	37	165	136	6	242	0	25	87	57	220	28	6	33	16	10	19	6	45	21
551d5082-ab6a-4674-af0d-ce408f589949	240	104	90	23	58	0	0	82	16	0	0	18	33	0	1	15	0	0	0	17	6	1	0
5533240d-8fed-440d-b781-6092785a77ce	31	33	312	35	15	89	74	0	77	0	0	36	30	116	0	31	1	22	2	1	4	0	39
55345803-83d4-4fdb-b0ee-328753801da1	249	71	91	39	58	0	32	70	4	17	0	22	25	0	1	2	0	6	15	0	0	5	30
554b9439-7e11-43ec-8bc3-448c59100b9e	0	253	134	106	233	241	59	0	92	0	40	4	17	225	44	15	11	14	10	7	19	1	43
558239c7-a160-4228-8fdf-a0a1d2f62133	70	30	276	17	0	70	31	3	19	61	43	17	15	30	0	15	4	4	7	13	0	6	42
559c30f2-8ae7-43c8-819c-800261065e06	364	10	36	18	0	0	4	2	0	21	0	0	11	21	0	1	0	0	6	3	2	0	1
55ada396-0878-4724-8ebe-00da367eed3d	0	306	89	102	283	25	25	156	32	56	0	0	63	46	37	17	13	6	20	7	7	8	11
55c75a2a-f3d2-4469-9d23-604cf539d548	388	19	22	2	0	13	5	0	0	3	0	0	0	34	1	2	1	1	5	3	2	2	6
55c82198-5be6-4cc5-b5b3-b707af234107	422	5	0	1	0	1	10	8	0	0	0	0	23	0	2	1	0	0	3	0	1	0	0
55e520f4-0e4b-41a2-9951-c4e9f323100b	411	7	0	1	2	4	8	0	0	1	0	0	28	0	0	1	0	0	2	0	0	0	2
55e5497a-c623-11e3-bf01-24c6515278c0	280	76	71	2	11	0	2	15	0	38	0	18	29	0	0	10	7	3	1	1	0	0	0
561fd34c-7c7d-4df0-bbfc-3d31147ca562	207	77	127	28	33	0	0	28	4	32	11	21	34	0	3	3	1	0	2	4	4	0	3
56425c2e-6bbf-4b20-ba07-79a526dd4603	415	0	1	3	0	1	7	2	0	4	0	0	23	0	0	3	0	0	2	0	0	2	0
5650dc4e-8bce-4716-9199-cd5750d7a888	274	16	106	45	2	93	41	0	16	1	0	10	18	41	0	1	2	0	5	0	15	28	21
565e656c-d5e3-4fe4-a10c-2e9ca1e498b5	406	14	0	0	1	2	8	0	2	1	0	0	28	2	0	1	0	0	2	0	0	0	0
56681386-d407-4f53-ae4f-6c04437652f7	286	37	100	16	1	2	12	30	0	13	0	1	23	0	0	3	1	0	6	0	0	0	4
569393c8-e2fe-4580-a45b-81f1b1e01135	0	174	0	158	1058	462	154	83	102	104	226	69	53	326	103	60	75	24	130	46	75	84	45
569ff1b4-de87-4309-8484-80549aaf9485	245	0	150	35	0	1	6	28	6	14	2	0	18	0	0	3	1	0	7	0	10	0	7
56c846d6-c622-11e3-bf01-24c6515278c0	379	25	19	11	12	3	9	13	8	11	0	0	28	2	0	1	8	0	3	0	0	0	1
56cc8740-b132-4cbc-b513-f0b5b2305ca6	4	220	131	71	230	258	191	58	78	47	0	112	35	78	28	4	115	6	19	18	0	14	98
56d4ea48-c623-11e3-bf01-24c6515278c0	218	69	150	0	18	1	2	29	6	7	3	12	30	4	4	1	3	3	3	0	5	0	0
56ddcb96-e90b-4fce-aa4c-c677bbfee488	241	0	0	0	489	347	799	0	0	69	225	166	90	39	0	11	0	9	27	731	0	0	0
56e57223-264e-489d-bc9a-a07789065c40	358	32	35	0	10	1	7	10	16	0	0	0	28	0	0	2	0	0	1	1	2	0	0
56ffaa35-814c-4c0b-b3c6-d4514d34fec2	11	39	332	72	47	48	0	16	0	51	0	23	7	72	1	2	8	0	2	0	46	8	7
5702affd-eafe-42a4-8f56-c1f22f8f184d	419	0	0	0	0	1	9	10	0	0	0	0	13	0	1	3	0	0	3	0	0	2	1
5714b52d-7048-41b5-8141-bf42d960abe4	416	8	0	3	0	1	9	2	0	4	0	0	25	0	0	1	0	0	3	2	0	0	0
571ce258-b453-4cac-b05e-05755791be84	365	0	52	1	0	1	11	8	0	10	0	0	22	0	1	2	0	0	6	1	2	1	0
573ee34b-43a7-40d8-95ee-0ced4b46a7c8	375	12	32	3	6	1	4	6	0	10	0	3	26	0	1	0	0	0	8	1	0	0	0
5769ae11-5f1b-483f-b228-7584591c66e6	175	74	169	35	1	21	34	43	12	3	0	12	23	11	0	0	5	11	8	0	2	1	12
576a1741-8c65-40da-9f0f-b2ca805d70f3	165	144	139	25	56	0	0	85	12	9	0	15	15	0	13	5	8	0	1	1	13	1	2
577d5c9e-fbda-41d5-b0b3-cdb733453ea5	384	29	8	9	4	5	5	7	0	0	0	2	27	4	0	1	7	0	2	0	0	0	0
578ba169-1d2f-4187-b174-082bbc6a5bd2	394	39	4	1	4	2	7	11	0	0	0	0	25	0	0	1	0	0	2	2	0	0	0
57947014-053e-4c34-b6a7-9e6f36f48010	416	8	0	3	0	1	9	2	0	4	0	0	25	0	0	1	0	0	3	2	0	0	0
5808f774-c623-11e3-bf01-24c6515278c0	32	130	254	36	95	0	0	76	55	6	27	0	40	18	17	0	5	0	5	2	5	5	7
581be6cf-9778-49c3-9c77-1316eaa78929	426	0	0	0	0	1	10	2	0	0	0	0	24	0	0	2	0	0	3	0	0	0	0
589daa3f-0b76-4c9c-b494-048955e36052	397	8	8	0	0	13	50	0	0	12	0	13	22	0	1	2	3	25	0	0	0	0	0
589e0aea-9057-4b8c-8af1-74c74fe46a38	345	67	37	0	7	0	6	65	0	0	0	13	3	0	11	3	1	0	2	0	0	1	3
58c7e9c3-1345-48c0-a758-0887358b8696	421	0	0	0	0	0	8	16	0	0	0	0	9	0	0	4	1	0	5	0	0	0	0
58d3e932-b4a3-4cac-a6ac-73160e354a15	17	29	265	0	178	214	415	21	151	21	0	136	28	0	0	44	18	3	0	0	0	301	0
58e2453c-bb58-43a3-9642-705ec0e0bdbd	407	18	4	1	0	1	8	4	0	5	0	0	25	0	0	1	0	0	2	2	0	2	0
58f4ff52-c623-11e3-bf01-24c6515278c0	256	86	91	3	0	25	0	7	28	0	10	14	34	15	5	0	4	15	0	4	0	0	0
58faf969-bf37-4180-8807-2f44f2cc8eda	0	292	138	94	33	0	0	180	0	29	0	114	29	0	25	5	8	5	5	6	9	0	0
5912d4b3-2d5d-4b98-b967-1b4ff177097a	215	0	157	34	0	9	26	30	22	15	35	26	26	22	0	1	14	1	7	3	0	0	52
5935dd9d-d411-48f8-8512-aa73a63878b0	421	0	0	0	0	1	7	0	0	28	0	0	9	4	2	1	0	2	5	0	2	0	4
59632e7e-c622-11e3-bf01-24c6515278c0	14	177	207	33	152	56	0	25	6	66	17	47	21	156	0	74	23	19	6	4	2	0	0
5975deb5-00d2-4d18-b5c0-34ac9947fe11	209	77	136	0	12	0	10	26	27	27	0	0	22	14	0	3	1	3	3	5	0	0	8
597e4011-ea99-4356-b1d9-8cfe35db7c3b	213	72	144	45	11	2	3	61	7	0	0	6	30	4	5	0	0	0	3	2	2	0	7
59938f45-3e57-43d6-af3b-bb4968249e5a	156	136	158	0	22	2	3	66	46	0	0	25	33	8	7	1	0	1	2	8	6	1	0
59bfcb53-91c1-4dce-856a-f4afc8fa6224	416	0	0	0	0	1	9	0	0	0	0	0	24	0	0	3	0	0	3	0	0	0	0
59c18694-8a43-41dd-a6f6-52a20bc8dd54	160	172	103	3	13	2	11	43	131	0	0	23	47	15	5	5	6	2	3	3	1	13	0
59e2d6d1-debd-4796-ab0c-6a5673a990fc	417	0	0	0	0	1	7	0	0	42	0	0	5	3	0	1	0	2	5	2	2	0	5
5a51a6fc-c623-11e3-bf01-24c6515278c0	333	0	77	6	0	5	11	6	6	0	0	0	24	0	0	1	1	1	5	0	3	0	1
5a535c49-d42e-43c6-9d32-dc76f28d4f0f	383	18	21	0	7	2	7	1	2	1	0	0	28	2	1	0	1	0	2	0	0	0	0
5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c	140	123	176	4	39	131	22	0	0	6	24	0	0	3	1	2	1	19	0	8	57	0	5
5a7f3c88-ef02-4e97-8009-5622245b6a09	305	13	82	20	28	18	5	4	0	17	0	0	0	66	0	2	2	3	3	0	37	0	7
5ab6a1d3-76f8-45d4-a430-d9831daa9ec4	257	1	151	11	0	10	2	11	13	18	0	0	18	0	0	5	0	1	8	7	0	0	2
5b178f44-c622-11e3-bf01-24c6515278c0	215	54	156	0	18	0	10	50	12	16	0	2	11	0	0	1	3	2	6	2	0	13	2
5b180356-cf58-4fad-a3d4-00fc12b43fcc	148	103	147	0	91	46	17	0	53	52	7	13	18	67	3	2	4	7	57	5	1	5	6
5b41e033-6df8-411e-a13b-59eeb8afbf9b	191	74	138	11	44	48	64	0	44	11	39	1	31	66	39	7	4	1	9	0	30	0	2
5b4b2312-acb5-4329-8d46-7f93213e3daf	397	31	7	0	12	1	7	14	0	0	0	0	25	0	0	1	0	0	4	0	0	0	0
5b560f4c-d2a3-43fa-b394-abef78bdefc1	4	169	231	58	82	15	45	88	20	42	0	27	31	0	4	5	4	14	5	8	3	11	29
5b7d5767-2037-4175-aec9-886776343181	122	10	182	168	242	320	270	0	25	0	39	31	48	75	0	0	9	35	111	0	0	45	47
5bb37ffc-c623-11e3-bf01-24c6515278c0	212	48	161	0	0	69	0	0	10	25	43	0	1	9	3	0	1	7	0	4	12	5	17
5bcf473f-417d-47a5-9745-ac7faf830b1f	242	35	102	40	24	38	0	6	20	74	7	15	11	28	7	0	1	1	25	3	0	1	22
5bdca282-c671-48ff-b32b-2380996016c0	410	1	1	5	0	1	8	1	0	3	0	1	26	0	0	1	0	0	3	0	3	0	0
5beafbbb-4613-4bab-977a-11c865e13a84	331	30	42	7	27	0	52	13	5	22	0	9	29	3	0	2	1	31	4	2	0	0	0
5bebc389-de0d-45b8-9d2f-6476988c358a	430	0	0	0	0	1	9	16	0	0	0	0	9	0	0	4	1	1	5	0	0	0	0
5c02d399-07af-4573-a568-bc1b256bc8f8	426	0	0	0	0	1	10	2	0	0	0	0	24	0	0	2	0	0	3	0	0	0	0
5c156f63-6537-4d93-a6c2-4155618cf638	410	10	4	0	0	1	10	6	0	1	0	0	22	0	2	2	0	2	4	0	0	0	0
5c3def3a-b515-41f6-8157-681b963534e7	186	0	67	0	127	209	47	99	103	176	89	460	58	172	0	0	14	2	375	0	0	0	110
5c4b369c-51a3-4ca7-8b9d-2a8e49c0dde7	243	98	81	22	34	0	0	43	19	25	0	11	32	0	0	0	0	0	4	12	6	3	0
5c775f90-83d4-4c1e-88c2-4e1ed1daa96f	374	0	46	8	0	1	8	9	0	19	0	0	23	0	1	1	0	0	6	1	0	1	0
5c8da06c-7964-4ad1-ac9e-d1b5507105d2	128	128	166	64	84	0	0	98	24	0	0	14	48	0	7	5	3	0	9	10	4	2	2
5c9b8a2c-c623-11e3-bf01-24c6515278c0	171	41	197	45	1	1	7	48	0	9	0	9	28	0	0	4	1	4	2	0	1	10	3
5cbd429f-ffab-41ad-8016-422f1c922e99	332	4	82	20	8	0	5	1	0	6	0	3	1	63	0	1	4	1	5	4	2	2	5
5cc7c966-499e-49e3-b509-4eeb00ee03d4	0	190	121	211	0	236	0	0	197	0	77	50	46	197	1	15	28	10	0	11	11	14	49
5cf21488-c622-11e3-bf01-24c6515278c0	302	52	71	3	8	10	2	11	2	19	0	0	18	8	0	6	3	3	5	12	0	0	0
5d58b984-e0b8-4237-a576-0e9d4079599e	135	196	87	0	16	52	0	0	41	0	22	34	11	125	24	0	10	1	0	9	23	2	5
5d6ad982-bb01-4233-b8fa-d129460eec79	206	86	102	47	43	0	0	52	0	7	0	13	27	14	0	0	6	3	26	0	0	8	0
5d922e48-aa70-454d-9417-c9af686feebc	114	189	117	33	126	15	5	89	8	39	0	16	34	0	10	10	8	12	8	9	3	6	10
5d9ff58c-5702-48fc-a66a-d1276327fd49	0	180	140	146	116	245	92	0	272	0	44	0	53	235	3	70	32	10	0	20	54	13	0
5dbf3203-ce73-41e4-bf9a-32fc856f73f5	0	0	0	927	339	647	0	83	0	291	168	477	105	331	65	54	110	80	23	29	35	47	0
5dc6f055-c4f6-49a1-a68c-94cf87cbd363	200	147	97	19	89	0	20	67	12	5	0	14	39	8	4	10	9	3	0	7	2	1	2
5dce221a-c623-11e3-bf01-24c6515278c0	51	1	340	91	10	5	0	104	16	18	0	28	25	3	0	3	4	13	6	0	6	1	1
5deeaa45-4c1b-4ab2-a487-93c548838f68	416	0	0	0	0	1	9	0	0	0	0	0	25	0	0	1	0	0	3	0	0	0	0
5df0aab4-0be2-4da3-a4b7-a10fca09a4ba	399	10	20	0	0	6	9	1	3	3	0	0	26	0	0	1	0	0	3	0	0	0	3
5df489bc-6178-49e4-8a42-506f70300dff	123	70	203	0	7	139	1	20	42	37	94	26	9	7	20	10	9	3	0	20	7	5	25
5e9c69d2-c622-11e3-bf01-24c6515278c0	314	28	75	0	24	22	9	10	13	34	18	21	8	47	9	0	10	13	1	5	1	1	7
5ead73fe-1c34-48ed-b20d-89fc3c82dbd6	0	366	49	47	41	201	0	0	189	0	9	45	21	223	3	26	20	0	0	18	11	6	29
5ecc88f7-8391-4168-af11-07a6bf9b3652	426	0	0	0	0	2	9	0	0	9	0	1	21	0	3	1	0	0	3	1	1	0	0
