MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M
BoChr[12]	3.979725559322134e-08	0.0009246482446178561	0.006250219560263304	0.0008677315174839015	0.010020045742712681	0.003550027684541419	0.0018781406768295062	0.04437773163010505	0.0010981083715887506	0.009588078970783726	0.03735933551099151	0.005171794527268503	0.005753467533204386
BoChr[13]	1.1190461669148277e-05	0.006063574949895007	0.003438148527171596	0.0015592824402847327	0.003989452695241198	0.005606605507201096	0.00559473861620063	2.7640565240290015e-05	0.006191479651315604	0.0010962605391073039	0.0022068600358034016	0.003102459543661098	0.0008283014738653161
BoChr[14]	0.00029252066487231334	0.007255884322680686	0.006834916548104957	0.002176239159944095	0.004766460903483676	0.0036082695827644785	0.001300427050809958	0.002253058971837163	0.004235046998073813	0.001603250381012913	0.00040654188031112424	0.007212851212862006	0.000631345207002596
BoChr[15]	4.69114030743345e-08	0.005794042290654033	0.004752629302092828	0.0008779474448601832	0.0039603170696864256	0.0029101803537974415	0.0008651348611587295	0.0010490398760885	0.008507740005952655	0.0010468615616264288	0.00044438291544793176	0.0070879875964601526	0.00043793364689918233
BoChr[16]	3.3858045741613127e-07	0.005387209826149046	0.005131258477194933	0.004713072892045602	0.005601590017322451	0.005502058381680399	0.00010204582358710467	0.001136548091683607	0.004056945486809127	0.004313494805246592	0.0013475484179798513	0.009902055420679972	0.0008598926945705899
BoChr[17]	1.5839684454679314e-05	0.0009963025892148814	0.0003616027346255343	0.0006079423110529092	0.002802994478188339	0.0025024813086449173	0.00038422444832698856	0.004518210630773494	0.005727694572788238	0.0013584674972806614	0.002021904230114018	0.1363914795045275	0.02873716774688674
BoChr[18]	1.314448840492588e-06	0.010814386023703264	0.0024072760264062586	0.0001891547627747059	0.004084209765715059	0.006992422095288475	0.004531807631083211	0.0011321984270034591	0.0038701012275123505	0.0006626455603438331	0.002685789554961957	0.007953912075032106	0.0007138324913103134
BoChr[19]	3.333358666202102e-08	0.01167441573939641	0.0007752919021187665	0.0021805516125138523	0.006023841465341624	0.005721894401943217	0.0001526504796443362	0.0023762929965796785	0.003887188799062784	3.618625457818325e-05	0.004992180874128849	0.03836252188324579	0.0026021822054462973
BoChr[20]	1.8812695056213967e-08	0.00724242550029885	0.004347807138110511	0.0017554565047729965	0.00656285730886376	0.003346202834713594	1.6460083731462127e-05	0.004366180476660375	0.0024319669176475146	0.00012332154601409683	0.0019746539447965004	0.027237397369171957	0.0024164470658756087
BoChr[21]	8.97151052349443e-05	0.00487455100810621	0.001912215653946987	0.0001499238790711388	0.00039068057845497605	0.004127119823824615	0.0033487381309993047	0.0017142309083283181	0.002612630940639065	9.643684403272346e-05	0.004941624136408791	0.003239086722605862	0.0020400584237359022
BoChr[22]	0.00018925026619143637	0.004755900833151843	0.0005143945937265273	0.0004963500344268824	0.0026109858616109706	0.003482918159206747	0.0018270136331932463	0.00017233153917914023	0.0018291992912465049	0.0006969109228157322	0.0006266254771617241	0.017842502230778337	0.00026212665963612383
BoChr[23]	0.001238535299198702	0.003537917129724519	0.007787162940949202	0.00046685019391588865	0.0021163556358078494	0.0001044483360783488	0.006437602749792859	0.0036796203567064367	0.01669924400281161	0.0007786032662261277	0.011017435785906854	0.0013638985581928863	0.003925289276521682
