Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I
18f5e75e-c623-11e3-bf01-24c6515278c0	362	89	67	0	58	12	0	6	40
18f9240e-7acd-41eb-a154-c2a67a1cbe9b	393	71	4	0	17	0	2	5	0
19085f7d-e6a6-406f-bd09-520a27e0283d	342	120	0	0	47	6	23	1	0
190eb791-383d-4e27-870d-e470630843e7	33	424	252	10	111	171	10	319	109
19233fd1-5229-466e-acf3-5882165758e0	449	0	0	0	2	0	0	4	0
1924d200-6929-4eef-8a7f-317f8fbab915	458	0	0	1	6	0	2	4	0
199bbb0f-996c-40c1-b06d-2066f04be778	407	32	5	10	5	9	27	0	6
19aa8223-ee84-4b5c-b11a-6ca2a2680b3c	381	81	0	0	31	0	7	1	0
19b6b9d6-6912-4b85-a4bf-52014bcb170b	341	114	0	33	17	37	5	10	40
19c1c97f-a3ec-44a8-8a20-6f97caed1a4f	133	216	0	107	145	263	121	0	120
19cd4360-8392-4bc2-ae88-fdc1335d886b	424	22	0	0	18	0	5	1	0
19d6cf34-1cd7-4242-a4d1-5d3e11f428aa	463	0	1	7	0	0	0	5	0
19def402-fb8d-4b27-90dd-ce9135a3c0a2	450	0	0	2	0	0	0	4	0
19fe27d8-c623-11e3-bf01-24c6515278c0	271	168	15	7	95	16	21	1	29
1a0ef226-41a5-4b56-9078-4b7834f0c976	250	201	174	106	2	16	22	55	5
1a134c18-ced3-4bae-9f15-5f0f09526639	432	11	0	7	3	3	8	1	0
1a319682-f55e-4e0b-8476-48a0bea6c265	287	153	0	2	171	13	41	1	0
1a391468-fbf3-451a-b88e-a257a26d047f	0	0	1669	327	0	620	352	871	368
1a4633c4-72a0-4e30-8c4c-345e04337627	285	158	25	23	68	39	51	0	0
1a5bf97e-3d49-4d3f-b385-ffa7a295be9c	423	34	0	0	28	0	7	2	0
1a841850-fca0-48ab-8c78-db0bd5a64435	166	283	106	96	106	105	0	0	58
1ac15380-04a2-42dd-8ade-28556a570e80	81	80	59	0	426	1217	397	1528	0
1ac54c6e-a1e4-4f3b-b4a5-cdb327e0dca6	319	69	140	147	148	45	21	26	31
1aff91a6-1b0f-4575-8f4b-4e064a50b886	85	303	191	256	48	192	0	27	99
1b06afe2-c623-11e3-bf01-24c6515278c0	325	107	94	55	71	31	0	0	26
1b0fe1d5-b286-4f49-ae92-94d9c6db9657	299	136	0	6	102	0	24	0	0
1b1780d5-06da-40ee-9e15-02631a68027b	177	273	0	3	196	0	18	0	0
1b7838c9-c685-41c3-b184-a2e40c7c4dc7	416	47	7	2	16	0	0	3	0
1b8fe07d-859c-4d91-ade1-6b2bcb5774ce	396	12	39	46	37	9	28	1	67
1bb2bdb7-8a89-4e7d-903d-03a6f8018efb	200	181	239	45	0	178	208	16	0
1bb3a1c7-4d7b-4fb6-b54d-e94cbd0e32aa	37	167	302	425	443	193	268	46	0
1bbb522d-e224-4b3f-9e10-3a47d06b2b05	449	0	0	0	2	0	0	4	0
1bbfe6f2-ad19-4d29-895b-973f5a91c707	134	220	0	118	502	41	114	0	0
1bd47e40-d708-4ca2-b4b3-eb8d996c916b	443	8	0	7	14	0	8	0	0
1bd74f92-47f6-427e-af6f-299c3a7fe023	459	0	0	2	0	0	5	5	0
1bdfaa8a-1b7e-4251-b135-ce5e4568371b	416	45	0	0	20	2	5	7	0
1be81ade-7ad6-4e7e-90d0-f986b3fb0a25	385	64	0	16	69	0	4	0	0
1be8fa2c-8fea-4e8c-90db-c04d9fcdbf49	15	402	208	209	124	168	0	113	0
1bea3a72-3b73-4072-a6bb-96a90119d3ac	266	143	38	2	0	0	1	3	0
1c00925b-7328-4db0-b930-04aab2d80719	149	297	223	115	23	144	0	14	14
1c0e384f-7254-4afe-93c0-b3fc6c6a7894	56	330	459	381	3	345	0	32	0
1c10ab52-01a3-11e4-8395-af1f6b7ba88c	340	106	0	11	30	6	18	0	0
1c188bf5-2c99-4eb4-a774-59c75d53e643	11	0	1562	369	622	2488	82	1041	480
1c1c6494-c623-11e3-bf01-24c6515278c0	397	53	7	15	43	0	2	0	0
1c28e44a-6e6c-44ed-b58a-e3262c0e6759	149	286	0	5	384	154	37	0	0
1c300960-e51c-4477-8fdd-026c7e545dc4	446	0	0	1	1	0	5	3	0
1c3df485-8e75-4378-87f6-c6463a520624	74	387	0	97	201	28	43	0	0
1c9fbe26-1447-4335-aaab-06d6bb3e2741	199	246	186	81	52	60	49	27	3
1cb25b72-3726-4f12-9e22-f5c7e4b05681	354	92	18	7	0	28	41	0	17
1cd0acf2-3116-4dfa-a063-0a435b9f6da3	0	260	724	341	139	516	0	690	190
1d0617e8-2725-4411-b50f-e46ea1d43242	347	94	0	0	62	37	30	0	4
1d1eeba2-4d7b-4380-b0b6-26d246bc4158	399	34	0	0	30	3	19	0	0
1d2d355a-8409-4c8a-9f07-ac62885e228d	0	198	1037	289	0	409	253	516	88
1d325d84-a3a0-4802-9842-76cb21cecb1c	423	31	16	27	0	73	0	0	0
1d4a091d-fe65-49c0-8810-5a95243b108a	198	231	101	122	30	93	0	0	51
1d6c9181-a02f-4c35-85b3-65dc5808f50e	285	169	0	1	88	0	0	0	0
1d91f9c7-67ba-4606-9f0a-01ec6fc08262	206	161	24	0	149	18	243	0	0
1d97ba51-d981-4986-9f71-c2b6cb9961c3	449	0	0	0	2	0	0	4	0
1daefc49-5248-4948-87ce-0ec19a248ef9	158	276	299	0	0	78	145	2	0
1db83e80-bdf7-4d8d-8008-bd8406d641fc	219	225	8	39	85	36	55	75	0
1dbdbb2c-c623-11e3-bf01-24c6515278c0	190	263	169	10	0	51	60	10	87
1dc9e7fd-fc62-4b32-9619-4e02a266a385	0	296	666	529	98	419	0	121	0
1dd96495-5f83-4d36-96cf-b77cd0cbbfda	460	0	0	0	3	0	0	5	0
1de83d45-8492-4b83-9055-a9f43b823f91	423	31	0	3	26	2	8	2	4
1df8939c-c622-11e3-bf01-24c6515278c0	217	184	105	92	42	0	9	50	181
1e046ab9-fa4c-4c15-8d78-ed0048c80ebf	394	82	19	14	0	17	0	0	0
1e181878-c640-4e91-a620-3fc4b08a4de1	82	362	0	72	235	22	36	0	0
1e27cc8a-5394-4958-9af6-5ece1fe24516	223	153	0	0	264	238	161	0	0
1e2dcbcc-771c-43c5-8c8d-e0eb77cb3494	66	308	858	0	118	815	0	204	6
1e8ae8dd-74c1-44d5-a74e-bfdce801c736	364	93	41	0	0	15	0	0	0
1ea7e01c-c623-11e3-bf01-24c6515278c0	231	202	34	12	77	28	84	0	22
1eb1bc62-18f6-4bcb-a16d-aa6a91914031	414	59	0	0	56	0	0	3	0
1eb37b28-fac2-477a-88b3-e04291a07926	272	191	106	8	0	40	0	0	0
1eb62abc-7928-405b-84cc-f091ca5347b2	60	355	306	139	59	174	57	138	0
1f04210a-0c2e-4bb8-ac8e-86198e5f1d34	308	128	0	26	188	0	10	0	0
1f2a8889-4374-4037-bb56-0f20733380e3	0	176	850	326	56	869	0	0	555
1f5e70c1-c5de-49e7-941a-46e11a4f4416	258	216	111	14	0	2	0	0	0
1f81a1b0-8089-44ef-87b5-b3359a407ad2	154	263	214	218	67	169	0	132	24
1f8d8720-30ca-4057-90f7-a34b8383eafe	430	12	0	5	10	1	9	0	0
1f967003-82d6-4932-a445-24fc25723594	0	290	515	87	14	75	178	0	328
1fd69adc-c623-11e3-bf01-24c6515278c0	360	96	1	0	62	0	7	0	9
1fdab6a6-7346-4229-aa8d-5dbd258f0c60	49	381	377	42	41	169	96	71	79
1ff155dd-deb4-44e0-b3a2-e4875b618435	261	208	0	2	80	11	14	6	0
1fff8b62-534b-4d71-a65f-e5f93b8b50ed	93	351	121	150	70	199	17	22	54
2009e5e7-1796-445b-8677-46b3804fe0bf	383	86	0	0	31	0	0	3	1
2045c788-9ea8-4ea5-a5e3-65fc16a62adb	63	185	314	526	222	267	102	104	102
207f8a42-5b05-4876-b0ae-ebfaeea27844	0	106	902	726	72	460	362	12	0
209a9b10-7129-48fe-a899-d14ba17efe6f	382	83	14	22	0	22	0	5	0
20d1b88b-3ff6-4201-a748-6a993500c652	345	75	21	0	0	12	110	0	0
20e02396-e676-412d-9724-44a428919cdb	92	128	656	201	137	250	327	325	0
2102558b-87b0-447b-bb9a-e4ae9df8b75e	205	224	0	97	323	9	0	0	0
2109e1d4-c623-11e3-bf01-24c6515278c0	317	112	58	47	187	18	10	47	0
21205681-a0c7-48d0-81d4-0b7ef31158cf	68	322	182	186	98	223	106	109	0
2182ce2c-5941-4b65-9419-fc7966d5e6d5	378	55	0	0	63	49	54	0	0
21b1a37f-e91e-4ce1-83cf-bb89b8d0fb35	186	235	235	0	2	62	163	0	0
21e7e43e-f9b1-4351-a6d9-b9cd06d15f68	417	29	0	0	25	0	6	0	0
221d0290-c623-11e3-bf01-24c6515278c0	235	257	100	5	0	42	0	4	0
22578b9f-78dc-464c-9bb9-382f033283d0	419	38	0	3	37	1	6	2	0
228fb827-c05e-494c-8a21-e1d925e100cb	388	23	67	65	59	0	0	6	76
2290b078-6a5b-4c83-9dfb-b525bbf14e4e	72	221	267	243	211	327	1	136	279
22cd3875-a123-4f0d-8cd1-371958208ad6	430	13	2	6	24	0	0	9	3
22d67778-61fc-4f15-95b8-7e7c6cc7112b	322	145	21	0	57	11	9	3	4
22edd867-dcd6-42b5-92bb-025ceb84b106	166	139	392	47	47	339	221	0	169
230f53ef-be3f-495e-9b95-b0f670bd6908	431	12	16	0	11	12	2	4	16
2316ee90-c623-11e3-bf01-24c6515278c0	379	61	4	0	20	0	24	0	4
2321c412-7730-4694-bc8f-199d7e51a7f8	439	0	5	0	7	0	20	3	0
232b7754-b3c3-4530-9d24-3af40d9b2816	365	82	0	2	54	10	15	1	0
2399ab13-abfa-480e-9fda-7947edc420be	208	247	0	0	195	22	38	3	0
23cc70c4-b744-4fa0-a0de-b25c0fdf212f	423	20	0	12	3	19	0	0	15
23d77176-dfed-4bee-ac96-9934377d8d81	0	266	768	665	29	152	0	255	0
23d86395-9e20-4cf9-bf7e-f76544a1f772	415	0	65	109	57	0	0	18	19
23eb72d8-c622-11e3-bf01-24c6515278c0	359	91	0	0	25	22	22	0	0
23fa90d5-b273-4e2c-9c88-68aa57b60e97	446	0	0	1	1	0	5	3	0
241abdfd-e6de-4830-a233-4bbc5f622725	227	214	0	16	180	30	5	8	97
2425a532-f562-423a-88f5-228642f53875	419	48	1	12	5	16	0	7	0
2439ec74-1713-4d47-a5d9-886f69dddcb6	203	225	25	0	167	9	75	19	3
2468e58c-c623-11e3-bf01-24c6515278c0	52	389	273	39	57	155	1	94	78
248fd0ed-f14c-40b8-9f14-e9c7adf16e22	449	0	0	0	2	0	0	4	0
24badf07-8615-48a3-8d6e-45c3d783f18d	373	48	54	64	87	42	17	139	0
24f887e1-ce82-40f3-9674-11102bd076c0	450	7	0	1	3	0	0	4	0
25103371-28ac-4f43-b0e2-2d376d0dcb84	174	251	175	13	19	79	109	150	0
25224aa0-cfdd-48ec-92e5-8f3992a3e574	69	106	910	563	190	473	0	856	250
252a1c43-f954-44d7-8e31-6bcd0157a05c	426	33	0	0	11	0	0	7	0
2564a262-03e8-467b-9ea2-f3ab38d75ae1	347	40	267	108	33	85	0	2	90
2572b0bc-c622-11e3-bf01-24c6515278c0	322	131	11	32	30	11	3	2	0
2584b428-c623-11e3-bf01-24c6515278c0	134	189	610	151	90	27	202	188	0
25bee010-cc99-4af0-ba2f-fe4dd308be33	422	43	16	25	0	3	0	0	0
25c002f7-e972-421a-b32d-7dd675d81931	446	0	0	1	1	0	5	3	0
25c32aca-6738-43ef-a103-243f2f9a3b43	175	201	419	232	44	225	52	12	27
25c76a8f-77c0-4650-bddf-45ed0c10a2e6	30	418	25	142	185	13	8	22	28
25c99312-bf63-4654-a73a-03c3c1cd50b6	400	40	23	0	31	23	7	20	71
25cf7449-8c5b-403e-aa75-e2af158598e8	135	321	6	67	321	0	2	4	0
25e20393-752b-4796-9001-0e22ee04c586	338	121	0	2	48	17	16	0	12
25e4cad7-2403-4992-9cbc-433574673549	288	126	64	0	60	0	93	0	0
25e68b09-7d62-4449-a14a-8d09edd96db6	445	0	2	5	4	2	6	0	0
25f07374-313a-4100-9a60-3d21d2988fca	44	222	79	256	352	278	269	124	0
25f73b03-4ba8-47ba-ad80-6ccb82105c98	66	331	407	216	56	249	0	98	0
2660825c-68f0-4631-948e-6da158edbe9e	320	124	74	0	0	37	55	0	0
267a9862-17bd-4056-ba4a-1f373736ffbb	399	52	0	0	17	0	0	5	0
26c301a6-a597-4c24-9f6c-2293e5ae41c7	397	41	0	0	19	7	30	0	0
26de406e-c623-11e3-bf01-24c6515278c0	391	60	7	15	29	1	0	13	36
274723ac-2bc1-4e2c-b31a-1907217b9f84	441	20	8	9	0	7	0	1	0
27847313-3b1e-47f2-84f1-acadaf265cf3	266	220	52	21	0	30	0	0	0
278b2498-1d64-493b-ac43-3489ec86f313	380	62	0	0	78	13	12	0	0
2790b964-63e3-49aa-bf8c-9a00d3448c25	250	221	0	20	103	20	0	0	3
27b56bf2-7a9d-4061-98d4-61fe2761578c	89	302	218	45	151	314	152	184	0
27f87d1e-2c32-4beb-9677-62f7a286673d	80	139	800	616	197	653	0	913	0
27fcccdc-c622-11e3-bf01-24c6515278c0	307	126	17	7	12	69	87	0	0
280a069c-38e5-4300-a15c-2612301b70e3	260	203	0	3	124	0	11	0	0
2828e5e6-c623-11e3-bf01-24c6515278c0	342	125	0	16	23	20	3	0	0
282b45ee-4af2-4c61-9acc-286eaf8d661a	88	329	140	136	51	152	78	0	0
28839c75-90a8-493f-b658-8c63e0ebd324	84	304	0	124	366	255	50	0	14
289790a5-77bd-49a9-a1ec-478a8ecacd7f	304	141	3	17	97	0	40	8	0
28e81540-4744-4865-b627-c7c9d8a3c2b8	0	294	129	278	302	72	141	97	103
28f41a20-b6d6-4ecc-888f-72f779ad9af7	350	75	31	32	73	25	14	34	103
28f8d45f-4763-472e-9c4d-6787ba00164b	456	1	0	0	14	0	2	4	0
29127cde-548f-4c42-96cf-6f0020c3db9a	414	31	0	29	72	0	0	0	0
293a2f0a-4846-4c7c-b8b1-bb741c8d3275	282	110	187	155	40	286	67	0	26
29548b5f-c88a-4908-8c46-e86483e75067	303	172	50	11	0	8	0	0	5
29578759-9ccb-4a24-b5b8-c45ebd4339d9	443	0	0	2	6	5	8	0	0
295aac88-c623-11e3-bf01-24c6515278c0	0	279	0	270	359	320	126	0	170
29a00d78-b9bb-4c6b-b142-d5b8bfa63455	366	69	66	47	153	57	29	194	22
29b92b51-7ba3-42a9-97d3-6a9b5e43f928	79	309	126	121	185	184	0	0	192
29fc38aa-f367-46a3-a14d-a5f657ad0caa	325	136	0	0	67	0	7	0	0
2a5a5840-a834-47a1-b1f4-dc8fed620f5c	453	8	6	14	0	0	0	1	0
2a7f6aac-8f94-4815-8b94-0ea7db71135c	422	28	0	0	26	0	19	2	0
2a8d63eb-0174-4213-9214-413f391f512c	0	182	455	444	299	539	0	48	400
2abe2e53-ad9b-4fbc-b9a7-93444f1bea87	403	33	0	0	19	0	24	0	0
2aeaab9f-4459-4be8-91e7-e0746cbd671c	324	138	29	0	96	18	0	8	0
2b000af3-2c9d-4eaa-af3f-8101b7425c37	231	0	283	112	233	127	290	180	246
2b02e3ad-4423-491e-993a-561e80dc7bcf	413	29	4	20	36	27	24	0	5
2b142863-b963-4cc9-8f8f-c72503c93390	138	227	177	296	82	184	0	246	56
2b36ac4b-eed3-4591-8b4f-b44049dfc5ed	416	35	4	0	17	0	21	2	0
2b3837b3-ee29-4a08-848e-1206404da986	311	115	148	76	44	81	71	0	9
2b40a733-7a63-4bb8-a953-95a4ee28f962	0	385	0	219	284	103	73	0	0
2b41746a-95c0-4875-afb5-c6d3d3ad30d9	177	113	65	0	62	82	0	121	683
2b4feb84-89e4-4c38-8561-5ffab02c8132	0	336	0	254	227	298	188	0	0
2b54d668-7585-4bf4-9fdd-aea3c5cd4fa4	253	182	0	35	163	7	23	0	0
2b569b88-c622-11e3-bf01-24c6515278c0	225	216	0	23	100	15	52	21	31
2b6d4d66-7f0b-4bc0-b3d6-171956a937c5	194	226	5	52	368	49	20	14	0
2b78de4e-4c8b-4adf-a058-3dae797e7881	22	182	597	551	84	331	46	130	293
2bd56bba-c623-11e3-bf01-24c6515278c0	224	237	1	0	104	0	24	3	0
2bd9ccca-3fae-4b66-a762-6f30d6276222	155	275	31	69	142	78	78	7	0
2bde43e2-fd4e-413e-adc7-c50bca75d358	193	231	254	61	0	84	33	201	103
2bf5b018-9f19-4fbd-9e1f-7d958aabe5d1	0	151	686	695	347	636	0	150	269
2bff30d5-be79-4686-8164-7a7d9619d3c0	0	147	1389	311	0	1035	388	0	0
2c2e5f87-bd22-4a5e-be71-3bcc2aefaf74	446	0	0	6	4	1	4	0	0
2c316b7e-6a82-4ba1-9f34-d8bfcf82d41e	313	138	0	36	51	31	23	3	20
2c3ada8b-9650-4859-9857-43209c0f7cea	362	69	0	13	29	7	34	0	0
2c48eefe-2a08-47bf-8e4d-cbaab6777150	219	178	124	6	333	73	0	119	171
2c581a74-7716-4c20-b366-a8e1d9a901f6	351	125	0	1	46	14	9	9	0
2c6f1862-bb82-4e7e-9cb3-338bdf022ff4	330	0	0	0	20	0	0	369	478
2c71d542-1653-4d97-8752-f2fd05c7e75d	357	109	78	0	0	46	16	122	0
2c9c50ff-01d9-4703-931b-04119178706f	268	182	0	14	219	1	0	0	0
2c9dc04b-e9ec-4cf1-ab2c-a18edb30dd37	0	371	9	343	245	126	64	0	0
2ccd028d-e7e0-4f77-a512-f658a31819a4	435	33	1	0	24	0	0	2	13
2cdc4cce-0877-4ec1-85f5-20c909912e65	320	140	28	14	0	27	0	0	20
2ce48f01-2f61-49d9-a56a-7438bf4a37d7	349	105	0	0	102	25	0	139	0
2d0e4b82-c623-11e3-bf01-24c6515278c0	335	109	0	0	71	7	11	0	39
2da2b745-068d-408c-9163-3b3a78d4aaed	400	34	0	41	73	0	0	0	0
2dd5eea1-42a1-4e8b-99ac-20399cc7e15c	447	11	0	2	17	0	7	1	0
2deb8f9a-9e0a-46d1-bcb5-902db3b5c8ac	328	132	0	31	74	3	18	0	25
2df02f2b-9f1c-4249-b3b4-b03079cd97d9	430	22	3	0	20	0	13	2	0
2df17728-33e8-45ab-833b-ef68a5482daa	461	0	2	0	5	1	2	4	0
2dfe70fd-2650-49c0-b6eb-67df585d063b	449	0	0	0	2	0	0	4	0
2e0bbaf6-c623-11e3-bf01-24c6515278c0	293	133	21	0	21	22	74	0	0
2e43e0ca-54ea-482e-acf2-0048d9187a5c	114	308	195	157	55	162	78	0	0
2e66eb75-097c-4ad8-b2b3-9f5849dfd02f	234	216	47	14	71	0	37	90	0
2e69c886-535b-4ff0-9236-abf6799acdbd	222	205	68	117	35	0	65	15	0
2e76891c-b620-4cc0-9315-6f1217b09b1e	240	219	176	51	49	91	38	1	1
2e8ad1cd-d5d5-4bb4-8bbd-e9bef45088da	457	0	0	4	0	0	3	5	0
2ea2294d-fab9-43ae-a222-370487495b06	250	207	0	0	210	44	31	3	0
2ecd8358-c622-11e3-bf01-24c6515278c0	337	122	10	18	39	9	24	0	1
2f0a660c-ba3c-49bb-90f7-39b0034cea82	451	2	0	6	9	6	0	0	14
2f149d78-c623-11e3-bf01-24c6515278c0	293	154	85	25	0	16	36	0	0
2f2eaecc-6509-423f-b63a-8c3bea1ba4a4	193	259	32	34	121	59	2	78	16
2f324d8b-ec7b-4d3b-9d64-65f9fc6630a2	414	41	0	0	25	0	6	6	0
2f79fe89-9d24-4fbe-ba5b-0ff6c3c4d663	226	210	9	33	189	0	27	0	0
2fdab641-d73b-4f9a-aa4c-c1944f131a69	351	94	11	7	60	1	59	5	1
2fdfb06c-0d2f-4e1d-9756-bcb08a7f90af	226	177	259	70	56	36	39	76	106
2fe2433b-9a55-431f-a869-2b5a63e8e8fc	109	332	33	83	191	13	68	42	9
301d6ce3-4099-4c1d-8e50-c04b7ce91450	140	288	0	79	327	20	23	0	0
30376989-7edb-4863-9496-1789eccef8c4	336	132	62	0	0	13	0	0	0
303abbe5-4155-4a0d-bc3b-f8995261ca52	306	143	45	28	97	73	12	0	0
304c3e10-583c-421d-ab01-15c937d5014a	257	190	0	10	190	1	11	0	0
305a5074-5384-45a0-985d-289b178d09f6	320	130	29	17	0	30	6	0	48
30600994-c1ec-44c9-a620-3f6c617eb928	216	265	19	21	79	25	7	2	2
306ef5bc-97d0-4312-ae0e-343c4e31d869	244	205	0	27	226	4	16	0	0
309f5324-5608-4f62-b744-5ab268b70927	344	84	41	13	63	22	0	92	0
30a8f292-c623-11e3-bf01-24c6515278c0	272	176	30	8	111	0	0	42	29
30b9ab02-60f2-4974-85a9-874f247ae932	225	182	0	64	317	120	25	9	0
30dbe353-86d5-40ed-84c2-dbddf7beb17b	411	28	47	0	0	0	0	0	0
3166f1ae-678d-42ae-9d44-d3d25d6860c7	400	67	0	9	19	10	1	2	0
3189bc97-afd8-4daf-80c9-2d78a08228d3	442	23	0	9	3	0	0	4	5
31a70598-33be-4f09-9990-bd7594467802	405	52	0	0	24	0	12	3	0
31bc44b9-35ff-43fd-8a01-a834f3b1ce46	244	0	395	163	240	115	226	125	81
31bcfd64-c622-11e3-bf01-24c6515278c0	376	77	0	13	26	28	12	0	15
31c0c8f8-c623-11e3-bf01-24c6515278c0	337	97	3	2	36	11	37	0	6
31c75873-abb4-4d88-9e2f-07497a6c892d	92	208	380	397	141	290	0	189	268
31e63f89-a6a9-40fb-823d-f41587bd73d8	406	32	0	0	26	1	15	0	0
31f02f48-44a4-445e-ac3d-e9bf3d8d25a2	410	41	0	0	27	0	14	0	0
31f3ff14-7d74-447c-a5da-9ad8336c3f3f	10	320	162	130	168	103	232	90	34
322f0b01-2118-4dbe-aba1-3875a54ee71b	193	293	44	33	50	66	0	0	0
3232f77f-b745-4232-a802-6699b6356efd	351	99	0	10	53	46	7	0	17
324adcfa-3fba-45b9-99f0-9d41c0c54d79	451	0	0	0	2	0	0	4	0
3269608c-5dd7-452a-976a-31ac971aac2f	74	325	72	113	56	129	176	22	0
32a63b4f-3baa-4987-ad30-5bd0c0548088	372	87	40	0	0	0	0	0	0
32be40fa-c623-11e3-bf01-24c6515278c0	312	140	0	0	66	27	31	3	0
32d8c373-b5c8-420b-9808-8812b5501649	197	219	9	26	302	84	34	0	66
32fa6457-c8bd-4d26-8106-925baf13df68	145	264	465	98	34	174	0	64	68
33061bf5-9b99-4735-a810-f2d5eeef6873	338	101	23	22	70	0	0	51	49
33070975-0f35-4518-9ffb-4c6170c32534	260	208	73	2	15	34	34	0	10
335c721a-3653-471f-b0ec-6144fe868c6a	456	0	0	1	2	0	5	4	0
33992441-4f34-42f2-ba87-6ddd227f2250	129	177	94	92	224	47	147	37	248
339a2c94-55c9-4113-a706-b0971fa2784f	287	155	0	0	159	9	19	0	0
33a8693c-c623-11e3-bf01-24c6515278c0	332	131	17	3	67	0	0	0	0
33b7e799-ad10-498f-9948-8ce433311539	459	0	0	9	0	3	2	3	0
33b99e90-741d-43f2-804b-75721199a0dc	430	25	11	4	0	5	0	0	1
33bcd589-80db-4a58-8f83-a48cb60e0fda	301	127	62	91	124	0	0	36	0
33bf46dd-16b3-49c6-80d7-76caf27aa0f4	384	79	6	13	58	6	0	0	1
33de44a2-bec1-402d-872c-d78c1f2d52b3	285	144	5	48	170	32	0	0	17
33ea81f2-db2c-4567-bd7b-4cb9aadfef88	17	184	0	493	506	430	218	0	0
34030a28-c622-11e3-bf01-24c6515278c0	409	54	15	0	21	10	6	0	1
3433b1f3-59d1-4ac2-9bbf-e0c4042b4ddc	0	338	572	195	64	55	75	184	129
343fcbc2-f30c-4ffa-a0b3-f5bb21e5e70b	79	286	65	45	258	60	187	0	0
345a06d6-fa5c-4674-a847-88a6b537cf3c	445	0	0	0	6	2	7	1	0
34739bd6-b3be-441d-8cdb-e4233bf14080	455	13	0	3	5	0	0	4	0
34881c6b-f59f-42c0-9f29-9c5c47262ae6	0	204	258	417	83	679	373	55	0
34a445c2-1eb4-4a9f-8838-cddc2f82aae4	104	273	118	128	23	36	68	135	175
34ab4c57-5240-4af7-a329-a5ab55934fd4	409	34	0	12	32	19	5	0	0
34b0c838-bf6c-4d0f-8cd2-d2928adbb539	370	87	9	16	13	12	10	0	12
34c24482-c623-11e3-bf01-24c6515278c0	358	75	9	15	50	10	39	0	0
34d7b6cc-cfcf-4178-b075-f4d129ab18f7	264	154	72	108	0	0	0	110	0
351db483-a70e-496d-b70a-7449875121ee	290	2	58	0	182	626	74	905	191
352fbbb4-88a5-4354-b1fa-3a01da3fbfa7	438	6	0	0	7	0	10	1	0
35553150-e4ef-4539-b220-259f2d634bd7	254	133	30	0	135	41	112	1	0
3585e133-b3c1-4d90-b5f2-2b867e0ae0ec	105	0	412	167	31	50	0	878	1060
35a74e53-16ff-4764-8397-6a9b02dfe733	123	214	211	23	308	165	45	519	203
35b951c0-edb0-47c4-9076-ede346ea7cb1	422	22	0	13	21	3	3	0	0
35c797fd-ca81-4cef-b6c4-7e3776f661b3	0	279	826	314	81	358	0	1118	0
35cca3b8-c623-11e3-bf01-24c6515278c0	329	120	0	12	60	0	18	0	0
35ceba07-0759-4fbe-b076-af821a528cf0	93	346	0	26	222	49	54	0	0
35dc84c1-476c-4d48-ae23-622bf6e043ac	0	298	99	314	470	394	116	260	0
35e33a7a-c622-11e3-bf01-24c6515278c0	220	223	117	124	12	33	34	45	0
35eb6ecf-9514-4416-94b1-02200c0a1571	6	350	566	418	70	125	0	376	0
35f82a33-bde2-47e2-8aba-ff1fd5920219	319	127	7	18	11	10	46	0	28
36160be6-368f-4cdb-b1ee-9ed5b64462fa	438	18	0	4	10	0	3	4	0
363d3a59-dce3-408d-a736-5c29ba9f9b6d	451	0	1	0	0	1	0	4	0
36680797-36de-413d-b2a1-8804ac1705e9	288	168	15	26	35	0	8	10	0
367fdef3-d7af-4996-932f-cc5087e843dc	437	21	0	3	19	0	1	2	0
368e592d-260c-4f58-81c4-a9f1e6177a4b	443	0	1	0	2	0	14	1	0
36962459-e81f-4b8c-a08d-df60ef3283a3	296	139	0	12	155	0	8	0	0
369c06f2-8904-49cb-99d1-dd297ed0cd0c	21	192	414	356	311	393	0	138	559
36d1a85e-a09b-4537-86e0-eaf1eb03aed8	9	0	372	976	774	856	0	0	321
36d9c1aa-c623-11e3-bf01-24c6515278c0	203	216	241	169	21	119	0	393	0
36e1d9cc-32ec-4a0a-8fb1-c46f058a6fb8	221	206	7	8	62	50	63	1	48
371235d9-55b8-40a7-8cd6-baa7c2ad0493	175	219	109	140	179	32	50	68	0
3728982b-4547-4249-bd42-72a91d3fda8c	419	34	6	16	0	11	0	0	0
374cbd87-428e-4509-85c1-b7d3302c30a0	359	98	16	25	82	19	25	47	0
37522f18-77b2-4414-8df8-3c2c8048adba	13	348	719	245	102	460	0	484	0
37c913e6-9ce5-4338-8849-b5bf7862d36a	453	0	0	1	0	0	0	4	0
37d0cf1b-1743-4852-8073-372b16b5c17d	302	146	0	8	43	14	41	0	13
37e5d47b-851b-47de-ba6a-fd2835644011	380	52	85	0	31	78	57	86	46
380593d8-c623-11e3-bf01-24c6515278c0	163	297	116	32	12	7	74	0	0
384ef419-ee94-4563-9237-236fddeb4b64	182	203	215	100	34	70	140	0	0
3869ff3f-21b9-4817-8ff4-83c6fc75ab11	268	175	24	38	38	41	33	0	8
387c6519-6529-4074-a5ab-00f8052a5732	169	228	31	77	246	41	18	36	139
388a8875-c3f5-494e-8456-28be8d3626e1	309	122	0	0	62	22	29	0	0
38d8e626-c622-11e3-bf01-24c6515278c0	244	203	0	0	97	22	43	0	0
