Samples	SBS80A	SBS80B	SBS80C
7ae872a6-c623-11e3-bf01-24c6515278c0	304	142	344
7ae9b843-488f-459c-8c0d-c81dcae57f99	441	0	325
7b08e810-f3c9-4155-ac11-f45a3a4f8b41	535	286	254
7b0b60c7-5fa0-440e-937f-8d82119330d6	0	239	422
7b296706-b535-45a0-9a8e-4a34a8c33bb5	15	5	460
7b318282-5df4-42bc-b1e0-0e4a66ba9204	81	109	439
7b482f46-adcc-48ae-a4d6-17f4edd998dc	269	495	350
7ba70717-d65e-4a45-af79-60a976770526	278	49	379
7bc3209f-b349-49bf-9b3d-44ef870b586f	198	211	383
7bd3d112-d411-4ea8-a9a9-bd965f0fc943	170	12	421
7bd4d5e2-69ee-4264-93e4-2ba01418c460	131	91	357
7bdcb78a-c623-11e3-bf01-24c6515278c0	10	25	462
7c405ca0-c622-11e3-bf01-24c6515278c0	128	7	416
7c43c006-d917-4915-b304-65995b6c0d46	145	132	388
7c477f01-8000-49dc-a692-e47fc15e0b4f	34	11	453
7c5c2293-3f40-4ae3-8346-6a327b2abf4d	959	1270	79
7cae6c0b-36fe-411b-bbba-093a4c846d84	297	0	340
7cb71498-6ada-43c6-912b-bad4f93cf580	400	0	326
7ccb9a4d-6f48-41c2-a630-27fde8c67d60	258	30	373
7ccee959-1e87-4a39-b6b3-840ddcb94995	327	0	349
7cd7fe38-c623-11e3-bf01-24c6515278c0	272	78	372
7cdbe0e8-f614-4f54-b864-fd6b39e8ef1c	162	646	367
7d04f401-3505-410c-8def-0348ecd8aae2	380	412	300
7d2a22eb-7344-4cba-ad7d-94c3f9ef3d7c	69	0	446
7d2da7ba-f57c-4083-9572-6fa98008083b	966	50	218
7d332cb1-ba25-47e4-8bf8-d25e14f40d59	482	7455	0
7d38018a-c622-11e3-bf01-24c6515278c0	72	36	436
7d52a9e7-b5a9-4519-96fd-e8be42a7890c	0	4	464
7d59205a-65ec-4341-9748-28639d82ed29	73	0	429
7d6fb1a7-7742-4b8c-9903-abff706240b5	230	0	377
7d734d06-f2b1-4924-a201-620ac8084c49	0	1430	436
7d7fff91-3f69-4123-b514-140ed3d9cd66	39	20	441
7dc3e035-c7ae-4164-a62b-9c2460812b05	172	15	407
7dc5f8ba-0080-43d3-8426-bd527a970761	436	1189	215
7dd2dc62-0eb4-4d45-86f1-e9e9377181ca	813	4	275
7dddd413-d2c6-4f75-bbf6-3b202877546e	0	7	463
7df3a542-c623-11e3-bf01-24c6515278c0	393	149	308
7dfcfe29-3900-4d7b-8067-60c51584b0b1	0	8	450
7e036d40-b669-4929-a1e2-c4736e01a473	1221	645	110
7e10e325-16d2-42df-b957-df4d3a9477d0	199	0	373
7e22401d-f4cd-44c5-8a01-b08a439e5a31	361	173	334
7e305f31-fbb0-4bce-894b-1dd85e303421	134	0	420
7e4d570e-f26b-41fb-84c5-2a6f7d668bb5	381	0	354
7e584ff6-0b81-4f85-81da-b8117afee326	464	635	261
7eac4710-c622-11e3-bf01-24c6515278c0	393	0	334
7eb0ee38-fbe2-49ea-ba63-aa13825eca6e	87	132	409
7eb0f792-858f-45d1-a908-125b02ea1506	652	346	252
7edc42d3-d08e-4360-a3e1-aeb57cfc6640	910	1376	144
7ef9fd9b-d349-4ec3-ab4d-1a1d11c0204b	146	13	423
7f031d71-3cb7-4744-86bd-a3beecfe166e	356	395	275
7f03cb4b-60b1-460c-b761-402e7ca09b0d	0	7	452
7f22b0f7-4040-4c84-939e-894c3050ef5d	52	0	440
7f42e118-aab6-438a-9e84-e7451fe12d7e	226	96	385
7f5fd36f-6e30-45ca-92a5-d8a8a8ee1bc2	520	0	306
7f795952-c623-11e3-bf01-24c6515278c0	49	60	438
7f7e007e-4b06-4328-b116-6dcdb2ad8181	0	19	450
7f9382a5-f6da-4fe8-93ad-6adc91f508fa	0	11	463
7f94d650-41b9-4664-bcde-dc8533e4602d	678	735	211
7fba5aac-c622-11e3-bf01-24c6515278c0	21	307	403
7fc7b316-f3d3-4e71-9417-423fe334e6bc	905	461	258
7fcd8af9-4d73-4c97-95cc-b30b09f21bb2	231	0	378
7fdd07a4-4a27-40c3-af92-a0074e6391f5	184	315	367
7fe96e71-436d-49d4-9e47-e104e1203568	334	0	364
801e67c8-c506-410a-bdf0-856a66e974f4	300	1048	247
8044a282-bc2c-47c6-8a85-53c3b5eeb08f	61	6	448
804ffa2e-158b-447d-945c-707684134c87	95	0	434
8093649a-74d6-4832-9154-8cc0182fa381	652	1169	178
80ab6c08-c622-11e3-bf01-24c6515278c0	0	5	451
80ebcecc-4a7a-40dd-914c-f0648a58095f	344	269	358
80f02aec-c07a-4bcb-b547-e60f8c33a7b1	720	49	245
81598359-24d5-4a8b-a6e6-7a6f94289119	285	204	345
819b4304-c622-11e3-bf01-24c6515278c0	0	1496	388
81a8b064-e735-455f-b2db-af7ae11daac4	565	2357	101
81b1e78c-6032-4ff4-b52a-83456b9450ea	21	171	413
81b4dd02-34ec-4ddc-8818-ed888a60ad88	74	10	443
81bb13fc-f082-4c0b-8066-1729f11ef617	0	44	453
81bc7f0c-865d-4801-a935-2ab04170df53	497	0	301
81c7a8c1-8a6a-4e78-a72c-f7c021c67ff7	204	29	395
81cc0f39-6677-4f2e-9a75-d30152b188f3	137	0	424
81d0d6bb-7319-4b67-bcf7-36df24e76b43	5	13	459
8282283d-247a-431d-9421-0fcc52f0a897	628	32	302
8294a969-59a1-4d3b-895b-f07e96bf9f7a	180	0	392
82aefe8e-c622-11e3-bf01-24c6515278c0	85	0	430
82b8cda8-fbff-455e-b0db-7ff6528bd6c8	240	347	334
82be6087-a491-42d4-9b48-6a10d1bace18	192	1791	201
82d2ea5f-ebdc-4907-a287-fe837fd6b59c	133	1909	209
82d7fa2d-19cd-41b7-8ed1-ea9fb9a544c6	249	0	393
836ec5a5-e385-4236-83e7-2641ee35db7f	456	0	319
83a1b304-2ec1-44ae-a9c5-8ad3a2a46a1f	68	41	442
83d57c5c-c622-11e3-bf01-24c6515278c0	146	19	411
83eca7b5-45bb-44c0-8afe-36f8988d0078	350	114	354
8404ef5b-7a64-47fe-98f9-3f63619d2d99	15	11	458
841eb82b-347d-4d7f-805f-3f3701a2983d	136	4	430
842df341-d34f-4ed6-928c-eaf15bf7f667	298	0	353
8454fe53-869d-41c8-b0c8-a7929d00eec3	679	373	233
84a0bc36-9f29-4b23-aee1-bf5ff71f697b	93	188	407
84a6ea88-eeb8-4060-a90c-e4abac013ad4	851	109	221
84aa2983-714b-49fd-af93-f18ed4d6a6cb	120	0	420
84ae4dd8-f661-46aa-9892-69742e2f3542	219	0	389
84c77098-03d0-4b22-afb1-797703e85c6c	457	1413	170
84ca6ab0-9edc-4636-9d27-55cdba334d7d	1133	4449	0
84e601b7-dfa5-4cd5-9fef-07f03967a0d4	223	705	305
84fe77b4-f6cc-49bf-a6b9-1621ec9394f8	1547	128	75
850389d4-c622-11e3-bf01-24c6515278c0	173	27	411
85422a8e-2599-4dab-a257-150e380ecba8	0	6	452
85448d11-9f84-44b7-8ae3-a115f24bdb76	55	0	437
857a8354-9589-424e-98f4-98b9bfd6dcb0	21	2	451
858631eb-4e91-4aad-809c-c3948519313d	183	412	355
85d915b8-0184-4ec7-93ad-e9ffa2f5743b	48	0	434
85e29049-a5e8-49fa-a576-e113c7b2c2e3	578	220	288
85ed2434-da94-4333-90ca-6ca4691cbdd3	0	11	463
86386b36-2950-4479-b79f-4b347053c8bc	17	10	448
8658f4f5-9a50-4195-8ea3-227951977647	953	57	198
8659a35e-c622-11e3-bf01-24c6515278c0	141	136	402
866ecfe7-caa6-4565-9418-6b9d6c8a3b43	55	1	449
86874a67-aa86-45f1-be32-3b2722ebedec	649	139	300
8689b53c-8883-479c-85f6-d13b86272b5d	645	0	275
868c95ad-45df-4f8e-9553-b7c2c5679deb	0	104	442
8691c87f-2468-44bb-a670-3dccd6da33c6	108	379	383
86ae34f9-e16a-4593-8e55-b1296782bc1f	48	0	435
86cbb7ad-b22b-414f-a122-77d38c77207d	22	8	453
86f23897-dba0-4e89-8381-d174eaa6fcc1	907	2519	0
870e7aa5-a9c2-4c4e-afa8-36bb3bdc4eee	36	0	440
873ed251-fa44-465f-99e0-c90a42ea13d9	11	20	461
874f64e9-8a0d-4f88-92c4-7e831842b1d1	28	8	445
87671312-c622-11e3-bf01-24c6515278c0	474	127	328
878a7fe7-20ff-4651-9587-b4d6fd42e929	285	272	339
87e0b332-60f3-4d59-8c4e-691a820c9ee1	0	10	452
87e1ffee-a8cd-4d75-937e-ed415cf43546	424	0	327
880e6970-0131-4966-b13e-8614d33f0df7	27	12	451
88395c0e-4afe-434d-8b20-5a3eef8b7f00	1	24	448
8845fce6-e2b4-4929-942b-57096b0bbafc	46	11	433
8853cbee-7931-49a6-b063-a806943a10ad	174	20	416
8867bdef-3a8d-433e-b10f-d752e2cbb022	748	1620	98
887616c5-06a7-4e83-948c-3546202349fb	578	0	295
8888e808-594b-4c76-b2e4-62aa56736f7c	772	1412	80
889fb525-5055-4408-a12e-17f1225c9d29	82	0	422
88bc38ba-ad1d-431e-a67e-0a5a23678386	298	0	377
88d5a8b2-daba-45ce-90bf-480fac85bf1d	305	23	378
88d82a42-c622-11e3-bf01-24c6515278c0	248	0	388
88e35d25-d98d-4576-8ebe-1cd74010ecd8	133	213	387
88f2c496-3eb4-4c03-b3a5-8d5a55803aaf	636	0	285
890e840c-1d1d-4874-a8eb-f9d9a2b50a1c	797	0	227
89195d56-1ef2-41df-b200-9f18e38f574a	312	746	253
8930735a-4eb4-4489-8513-d4b600c316ab	55	0	443
897a4500-6fb8-4e81-aa07-021a26d632fb	642	260	268
897ba508-d74b-46bf-8554-1210a66a36d1	409	306	324
89c48e53-c8a9-4518-b3b8-509cdcaff52b	145	289	369
89dad92e-5b3f-479a-a6da-a94ee7df7f8a	2182	1229	0
89f34810-19c6-47bc-981d-98498b013686	0	12	464
8a2580c3-9c89-4cb0-b94d-3eca15dac1c3	237	211	368
8a69f3ca-4e17-4daa-8722-a36316e345ba	1220	115	121
8a6d6b2e-c622-11e3-bf01-24c6515278c0	86	0	420
8a8dd718-c46e-462a-9793-83d88f5caa7f	136	8	411
8a929c55-35a6-4645-bb70-4b85d281b139	302	262	325
8a9359de-b0ad-4a2d-a543-e3b982697db9	4	8	450
8b0c4c91-2d07-4a9b-97a1-d2bda003437e	276	99	367
8b28f6d2-4b7d-493b-826e-b119a4fb0cb4	1921	1279	0
8bbe4006-be0a-4cd5-91f6-529100d4f06e	191	0	393
8bda75a6-86b9-458e-948b-05049b4c52ce	106	228	376
8be2b0f5-7bad-4720-b13c-e95b32bdb933	657	129	275
8be6b14d-286a-471b-a282-ab98bc6050c3	205	8	396
8c0a7dfa-6ec3-4262-b718-c3605722df37	449	0	326
8c233a11-3b2e-4273-bbe1-b5a5f5a351d5	183	18	412
8c4038b6-c02a-46db-9514-c13b88d9bf48	14	6	447
8c443bd0-7987-44de-b312-5b859e6d13a9	749	0	283
8c46a1df-1c10-4188-992a-a55b782494c9	160	0	386
8c4ebff2-8318-4046-98f5-da8f6b1a9e3b	8	36	459
8c5f9574-c622-11e3-bf01-24c6515278c0	37	70	433
8c619cbc-9e91-4716-9711-5236e55d8f46	471	0	343
8c850df7-d48e-4386-b3a5-cac5da865ea5	238	0	393
8ca665f8-fe78-48bf-8c0f-c606d92885d4	255	329	330
8cbd1752-7eea-46d3-8623-09e96dfb1fdf	38	47	429
8cce153d-953d-40c5-976b-60f6a143608c	41	3	439
8ce95cae-6adb-4bac-b072-94e2d9b70017	0	10	451
8cf713ff-256b-4411-a1b4-5bf6f445b747	125	3	419
8cf9b32d-3d6f-4898-8c7a-89511b754021	0	13	465
8d4cb709-c95c-4bdc-844b-c0bfa2a3028e	580	1035	173
8d5ffe62-6dd9-4764-b0b7-5e3010eefe6d	614	247	284
8d67c121-37d0-4fc0-a349-2c9452589d65	233	64	395
8d7592e2-c622-11e3-bf01-24c6515278c0	210	0	385
8da641e4-9b12-4163-bd1e-9d5af91e5186	418	215	335
8dd14f0e-8601-4aa1-864c-3c49e768cdd1	1202	310	118
8ddcf0d9-312f-4055-8984-55d463face34	118	0	413
8e03e773-5557-4e78-889b-4710c515378f	494	1164	201
8e48aa43-6cd1-4aef-83ce-2451b1b86e8e	1006	498	178
8e7fe8bb-6b3d-428f-a232-97e6042a0f39	244	0	390
8ea666b7-2b6e-4df8-9a9d-b8265b9749b4	103	821	336
8eb90ea4-c622-11e3-bf01-24c6515278c0	53	31	434
8efb116f-4ecf-4191-8ebf-90a94c1880cf	0	18	462
8f558713-f32b-403b-aedf-c79efeb41c67	364	1722	239
8fa0484b-5f95-4ec8-b3de-cea2e8f3c5ca	53	0	449
8fa7549d-d0a6-4216-9763-74b0f21c0fd7	0	17	460
8fa9575b-b2c9-4bd7-8da1-3c2cdf0e39f6	42	0	452
8fb7fcac-6c1d-40c2-9309-b53821cbef30	0	12	462
8fc11cb6-9d79-41c3-bb45-0dadda890e8d	759	0	239
8fc7a4cc-c25d-4372-bf17-2dae795e5596	58	11	435
8fd5e62c-c622-11e3-bf01-24c6515278c0	24	1311	419
8ff9b1b6-a498-47fe-a970-ab7cfb64e653	333	477	309
9011cf17-0783-4f9d-b355-4f0fc1a2e78b	366	7	357
9020b6a5-8325-4b0d-84d9-04371c857910	452	1030	230
9032b7fe-e38a-4641-a45e-67041668adc4	1766	209	21
90611290-e44c-438e-91aa-f3b83dae3b71	1508	63	56
906f6f1e-569d-4ce2-9273-1f305782f77f	0	107	431
9078333d-73d3-496a-9fc3-a94353b7e107	598	0	289
90883300-d4b6-45d7-af9a-4e4ce4104500	0	3	452
909f3c5d-89fc-419b-a654-75ac1dbb149f	0	8	464
90ab64be-2229-4a8e-b864-4260b6cb39e9	52	5	434
90b3c237-29a4-48b3-90b3-9f2c0ccb5928	328	262	377
90de4296-0223-4b9f-8abb-6db278bfc932	22	3	445
90fd404b-f734-41ed-a601-0f30e43625fc	485	121	302
91397d9c-3120-407f-8847-74b356943469	41	4	450
914421d2-898e-433e-bb66-b1710eaae2c7	435	54	348
915cbb43-9e00-433d-818f-531011bea57e	76	0	427
917564e4-c622-11e3-bf01-24c6515278c0	110	10	423
91b6fd6b-547a-47e4-8ecb-a6f1826ccfd3	821	0	214
91f458e6-64b7-454d-a542-b0aa23638fd8	581	2590	94
92126163-00c3-41f2-9ce6-7aad5f621407	11	14	445
924613ef-8732-4703-a387-136d37b2ba6b	4	12	448
924bcc4a-c982-43bf-8bbb-641dc983d65e	60	25	444
9258860c-a336-4075-996d-2ee0c18b281c	139	323	383
926a04de-ef57-4271-91db-e90de8aa8a1a	1178	450	128
929f2216-6ab3-414f-a814-49b69d4b49d9	251	518	317
92dc0e0c-842f-40de-9c39-486b491ea80a	406	501	288
931b24da-5d6d-4c2d-8de9-ef32d6eb8565	1451	2150	0
9321341c-c622-11e3-bf01-24c6515278c0	228	157	378
935b113e-f5ed-4a07-8e1d-1603daba7f40	924	854	142
93a49462-4bd3-4efa-87a5-69006abba5a0	22	435	398
93b51c61-6eea-4228-a102-840a2e118522	0	3	459
93be2990-bceb-45fd-aca5-3358d96e9d5a	68	0	426
93ff786e-0165-4b02-8d27-806d422e93fc	56	3	449
94108975-b7a0-40ba-ad39-e44cc62e8cc0	395	1014	219
941fcb56-e059-403d-aab1-0692a3ecc45e	168	1583	234
94244f28-4ba2-4aa6-a0fb-0cd9b94bf9cc	0	10	473
94431626-c622-11e3-bf01-24c6515278c0	1157	823	54
94434272-4cbd-4b4d-bd98-44f18526dd69	8	8	459
945e6808-2887-4f32-ac32-8f9e00353bf6	87	118	425
94652d14-2e4d-4f4a-a4f7-8df77df788c0	275	179	374
94b5dc5a-701a-45e3-8f63-8231031a055a	0	15	464
94cf1801-a720-4b2f-aab5-0b76c8ccb242	0	12	462
950486ad-14f8-480a-b079-9cc3cd842090	0	10	451
9536f736-63bc-4099-bd54-740f5910f4a8	552	136	301
955763f0-0735-418f-9ea4-3c980a966002	8	9	448
9563a264-c622-11e3-bf01-24c6515278c0	145	62	405
95730d8b-327a-402c-a8bf-d71370f777a7	406	0	337
958d4d1d-25e2-43f2-a18b-59b2c66f0c05	156	0	407
959efb81-1d56-4659-9b7a-09f2b62483f2	33	9	453
95cc9620-7686-4805-a96c-cf8e659847c3	0	96	444
95e8d38a-122e-494c-a304-bef4275fed7e	281	978	248
95fc38ac-2b36-4c46-abbf-8d2d52ff9626	509	171	303
9623d295-c23d-4f2f-827c-69f767a26f1f	1018	76	189
9650640f-154d-4696-aa96-3611c6fcee7b	445	0	341
96517058-18d2-4847-8085-768ca8aa1565	223	294	346
968929b0-6bfb-4a2c-bd4d-570bfcdb8a6a	0	1725	448
9689cb33-8ac9-4ee5-800d-3900769988af	0	5	451
96a2896c-1e32-4827-a526-6b7104832f9a	423	328	291
96abdbc8-c622-11e3-bf01-24c6515278c0	578	1157	231
96b67289-9c42-402b-8e30-9efb4d512bef	98	0	430
96ba50eb-3c12-41ad-ac7b-d23b2001fe44	801	519	175
96cca60e-17dc-44c3-90f7-1b57b0e08e5f	123	59	422
96dc785c-8417-4813-8d15-c32b22d78b74	229	637	324
96e3db14-2bb1-4f68-aed6-5e794750c96e	415	0	316
96e62134-b8cc-4931-9c99-1193448c7c93	44	0	435
96e99cf0-707e-49f3-9ec6-cb4f90ecf7e4	0	11	464
96ef40c3-8d4c-4fe1-a33a-99f5b205a0bb	252	20	393
96f337d2-cec4-4484-87cd-ab2109d2bf50	743	2151	43
97064332-1d4f-4571-93ff-354ffe6d7df9	611	0	287
973d0577-8ca4-44a1-817f-1d3c1bada151	640	1571	145
9749a9a5-cb7f-4038-a5f9-5e2d6b97c689	507	331	306
978ae91e-6ebe-4efa-97ff-cfad511ae7b3	1	145	435
97a6f44a-c622-11e3-bf01-24c6515278c0	0	6	462
97c1a300-978d-4df1-9e97-ce2f92b9eff1	0	3	452
97c46ede-b280-4344-8dbb-e860c6472239	287	266	330
97f451e5-a1cc-4f29-8318-0e6ae74efe2f	56	119	421
982b58c4-02b3-4e7d-8af0-4b133d0c7e50	649	0	283
983c14b8-f35b-497b-9fd4-5e5f5f0a7aa7	279	69	378
987528ac-437a-4eb8-a335-4f2076d5c006	1244	2068	0
987d41ee-6bab-490c-b0f2-bf28c0089de9	16	2063	297
9880c3c9-5685-42a7-8fe9-7585ea1a1d37	278	3	400
98bb3025-0637-4106-8621-12df7b5d662f	84	64	426
98d27916-c622-11e3-bf01-24c6515278c0	377	38	337
98e8f23c-5970-4fce-9551-4b11a772fe1b	463	1667	156
98f54445-b151-4aeb-b8cf-91d743ba066e	265	0	387
992d9566-b1da-421a-bf36-d23382b115fa	392	93	341
995a1ad2-faca-4a37-a59d-e62455985afb	149	10	405
99696731-c88f-427b-975b-1d90013e63ff	1249	520	98
9988eb07-01f6-4f83-8699-bb63e0525f08	0	1780	267
99bdc3da-c622-11e3-bf01-24c6515278c0	799	0	237
99e7016a-c3c1-431c-8838-beb78a3cc017	61	0	440
9a015939-8810-4808-9dfa-fb60a1173bc7	36	1	445
9a5bb831-8cb8-4de0-b94b-088cb38def1a	1396	2211	0
9a90f951-ad96-4883-b97f-ac43395dae5d	11	7	456
9aac83e4-c622-11e3-bf01-24c6515278c0	63	75	427
9ae0744a-9bc1-4cd7-b7cf-c6569ed9e4aa	4313	0	0
9ae33a63-6b1a-43bf-9205-463c867bcbc4	390	231	323
9aecfc8f-62ea-4acf-aa00-d1f0fe6c6556	131	61	424
9b3e7a03-cf8c-4da8-bc36-20129d7783ba	224	0	382
9b75735b-705d-4ebf-92a0-fbb190b95285	2	10	462
9ba2c970-c622-11e3-bf01-24c6515278c0	119	11	425
9ba6be6d-2032-444b-ab3c-dbee8023759d	280	0	366
9bb9164e-ea1b-49ab-bbcc-f59cf8c32345	108	467	348
9be1246b-3dc1-4928-8b89-2d5ed0c866e8	19	2	459
9beb4126-0112-4c06-80a3-e5dd1c2b88d5	54	133	417
9c00828e-e9ae-4b9c-959e-34837ee2b230	1215	659	142
9c181313-5b4c-41c5-9ad5-a5a86fe609aa	23	7	458
9c27fedd-b1b3-4af0-9e9b-20271854db08	381	6	338
9c399826-087f-44b9-98c0-bd881646b0f4	189	205	375
9c681cd9-25fb-42ac-aa6b-bb962882fa22	331	504	289
9c70688d-6e43-4520-9262-eaae4e4d597d	544	937	264
9c730cfb-3fd6-428a-a0a4-c061ca5db06c	0	11	464
9c7b3ac8-1352-49cd-8a8c-df6b19f6fd64	0	15	460
9c857452-c81d-4b9e-87a8-5b41f4394f7c	114	400	358
9c949c63-aa63-4a84-ac5a-b5260775cee6	0	10	451
9cb80280-c622-11e3-bf01-24c6515278c0	563	73	308
9cdb1905-8b0f-48bd-ba37-11e7ac9646a0	239	0	380
9cfa4e8f-ea4d-433b-8c2c-54f66ecb7e43	18	9	472
9d2671b9-bd30-4e3c-aa74-01e31dd2531e	0	10	450
9d29543e-8601-4fd0-8e76-3df3de465cab	0	11	471
9d3b0b87-5fc5-4d09-9c63-4d5fc4bc46d0	0	6	462
9d691fa3-5c32-4b98-85c4-f6e0fd4c37e0	272	2387	339
9db994a0-c622-11e3-bf01-24c6515278c0	89	492	341
9ddf2119-a222-4fa5-a9f3-0bec7eeea36b	1659	81	56
9de495d1-55b2-4535-9b0a-a999df35977c	978	0	206
9df57388-7de1-4c90-910e-ef63a246dff1	246	109	381
9dfcbabf-2bc0-43a2-bdde-d0b2aaca3f6b	0	11	467
9e0009d1-c993-4247-9706-88ee84591dec	327	2831	166
9e272bea-9193-4c10-a802-f7e18b2937a3	1057	0	231
9e5f0a23-e184-4611-b42b-e882dcf23acd	724	9	280
9e6806c4-d331-4025-abee-2f576e3bf182	459	796	218
9e7b51fb-2249-451a-bf23-bb2a3d935928	877	1234	144
9e842227-2bc6-4185-bedb-abeb03836b51	15	24	455
9e99b8d9-6f0d-4fe0-9c1e-d286c0714909	49	19	435
9ebac79d-8b38-4469-837e-b834725fe6d5	283	541	295
9ec31146-c622-11e3-bf01-24c6515278c0	14	269	409
9ed8f0b9-d615-44c4-9ec9-e07ecd744922	859	107	268
9f298806-77b6-4c76-bd38-3343e1a3c6f0	76	88	425
9f5e6063-d19e-4f56-b3f9-5c2260d3bfc9	0	4	464
9fb6b7be-0084-48f7-a256-6d170e72e97f	150	77	384
9fb73d89-f7c4-47b2-810b-3ce37cd8a3c9	0	5	470
9fba5db6-c622-11e3-bf01-24c6515278c0	142	46	414
9fc0e0e8-1b0f-400c-b4cf-126193283695	0	3	459
9fc5b5c7-3973-42b4-8710-454de0cb5b50	82	281	374
9ff21093-58d7-4b69-aade-c242a383ea56	225	189	371
9ffcb7fa-424c-4f93-87a7-ce5e9053c613	264	223	342
9ffe694e-b488-489e-bdbe-0800e505eec4	242	0	374
a0583407-712d-46f3-8c4e-4eeaa0149087	291	1032	262
a08c196e-4f96-4b16-94b4-aa6a0153ac50	1091	534	141
a08ec059-7592-4698-bb45-25a9c3680c23	849	0	261
a0bbb3b1-e774-4c75-9301-ba43fb803f20	720	528	180
a0e317b1-3f3b-4d25-b2d9-fcc2211dfda3	4	30	446
a0eb2611-1ca6-44b7-897e-ce18399eb7bc	0	10	451
a0f94565-9169-49ee-8e6a-21bdc43d9de6	62	0	433
a0fe80e0-e3ac-485b-8a1a-4c80c101b874	579	82	310
a13ee768-1423-4fcc-b663-caaf6694acb3	0	10	451
a1724132-f95c-4622-8987-fe3183b9dce3	26	0	458
a1a75f66-c622-11e3-bf01-24c6515278c0	417	252	279
a1af7c42-47af-435c-bb51-b932a3cd7b91	502	0	280
a1e3dc5b-b81f-4890-870c-ed3b8ac36dec	307	907	287
a1fc7064-abf5-477d-983e-576a784e1d40	197	468	336
a2034620-e4b5-4d4f-ac05-7fc1c098eb40	27	6	447
a2238b5f-0513-487a-9b1b-7bef85ebf336	279	338	338
a284fe9d-9afd-4472-8d70-243ca9be5c2c	543	293	286
a29278af-7ecf-403e-b6a9-623ea7879d05	143	0	417
a2a4021e-1273-4c18-907c-d20454ab898c	0	9	463
a2a67c8a-c622-11e3-bf01-24c6515278c0	175	35	395
a2e67393-50d7-4bcc-9bbd-c695086a936a	523	921	213
a2ee5dde-4342-4e78-88c5-3c9a8e10cbf5	128	0	420
a2f02ff7-8433-4cb5-9324-34f13edeaca1	250	1927	298
a2f143d6-ba07-4ff0-960d-b29c3c716665	151	247	387
a3135834-3af0-4e98-bc6f-ad8ddf33db80	1054	954	62
a315b798-f037-48d5-91ed-e733e3bbd6ee	417	91	344
a319188c-6b80-4228-8f2b-8f423c0fcf97	39	1	436
a31b6123-c1b7-4cd0-86d8-b2e640cce9da	128	10	418
a3210fd0-344c-468e-8ff2-2d0869a2fb75	211	48	398
a330a96e-9897-4605-b5f1-5b5ef45cd365	464	165	298
a335b03d-41ac-4d41-a2a9-3134b5b0a0a7	27	14	443
a37a825c-d74e-46cc-92ef-b65016857b4a	98	678	352
a3914a6c-c622-11e3-bf01-24c6515278c0	127	1050	353
a3deafcb-b54f-4b7e-89ac-c92c16fb919f	66	110	419
a3edc9cc-f54a-4459-a5d0-097879c811e5	157	124	405
a441697c-4ca0-4eab-9b01-b9cb50223ce2	0	18	462
a46f1e20-9e97-4dcc-a5ed-532aad9f3236	0	23	448
a47c2012-c13d-48ac-88b6-e09bfd50122b	242	0	380
a492a32b-bf2f-4f8c-b06e-794a4baa2fe7	12	191	423
a4beedc3-0e96-4e1c-90b4-3674dfc01786	0	61	440
a4c838df-6ac4-455a-8096-8ec680064374	531	0	344
a4ca18dc-c622-11e3-bf01-24c6515278c0	85	0	437
a4f8305f-4409-4776-b34d-4878d18c8693	41	0	453
a5346247-3f30-470a-b4ab-732180786291	0	242	431
a54aac0e-4108-49cf-bf50-687031c7cda6	14	6	461
a56cd282-f6c5-4373-b3d8-676562894598	32	13	445
a592e80a-3b1a-46aa-be30-bcd87d6bca6f	0	24	461
a5d5c238-0447-47fa-9a81-3b823cbdcea6	166	183	399
a6045753-60bb-4e65-bc89-1ef0b47aab35	361	74	362
a612b654-c622-11e3-bf01-24c6515278c0	706	311	229
a64000df-16e5-4b88-865f-5c680adf60eb	574	160	285
a65bcd07-c47d-4bda-a2bf-21f68cef2f3b	16	27	451
a67f4531-99ef-43df-82f5-f6abc4b11826	294	293	306
a68389d4-431f-4582-b4df-e8ad200aa3be	67	23	441
a6957d15-453c-4f3b-ab8c-c38054dfe548	254	171	395
a6c14ebc-81a2-44f7-af87-2b7ec85e5696	550	1263	277
a6d8467e-88e3-4ea5-8583-61c5ab9747ae	811	226	254
a6e24c2a-26b9-409c-bbcd-a8fcdd1e437c	313	367	363
a6ebe0c0-8aab-4b9f-8328-4b795895a77d	166	403	352
a7314730-c622-11e3-bf01-24c6515278c0	167	440	358
a742a46d-2594-4efe-a701-4a2737ffae81	0	16	451
a762dd44-a8ac-4269-8163-bbf6d0f8d4b3	330	890	254
a78544d7-65c6-4778-af62-ceec24c14056	365	0	359
a7a56d67-1bd7-4d69-9237-34c2d261261b	395	111	334
a7e1deb7-2e3d-4e36-90c7-9cae34cdcfb3	14	6	460
a7fb0931-28df-46f4-bc0f-2011fc91f0e1	0	10	451
a8041e86-071e-46cd-8fb5-7ecdc1ab0553	569	385	280
a83e247a-8f65-4be4-9c6e-a72c4abffae8	12	14	460
a846f5e8-c622-11e3-bf01-24c6515278c0	387	0	354
a84915de-6562-4836-86f9-f2a05598296e	57	610	375
a85cf239-ff51-46e7-9b88-4c2cb49c66b9	827	4079	0
a876398c-5b1d-444f-a360-5fe2db697480	1204	239	123
a89a2341-263d-4e7f-87fa-18d9692d6b2b	13	6	448
a8f86b64-914c-4d89-897b-33bcdd1759f7	142	57	446
a92023de-5c97-4bf2-aa3c-0e768d7c5ece	2657	1607	0
